,CAS,灭火注意事项及措施
2851,12136-45-7,尽可能将容器从火场移至空旷处
2852,12136-45-7,喷水保持火场容器冷却，直至灭火结束
2853,12136-45-7,不可用水、泡沫、二氧化碳、卤代烃(如1211灭火剂)等灭火
2854,76-01-7,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
2855,76-01-7,尽可能将容器从火场移至空旷处
2856,76-01-7,喷水保持火场容器冷却，直至灭火结束
2857,76-03-9,消防人员必须穿全身耐酸碱消防服、佩戴空气呼吸器灭火
2858,76-03-9,尽可能将容器从火场移至空旷处
2859,76-03-9,喷水保持火场容器冷却，直至灭火结束
2860,76-05-1,消防人员必须穿全身耐酸碱消防服、佩戴空气呼吸器灭火
2861,76-05-1,尽可能将容器从火场移至空旷处
2862,76-05-1,喷水保持火场容器冷却，直至灭火结束
2863,76-05-1,禁止用水和泡沫灭火
2864,76-06-2,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
2865,76-06-2,尽可能将容器从火场移至空旷处
2866,76-06-2,喷水保持火场容器冷却，直至灭火结束
2867,76-14-2,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
2868,76-14-2,切断气源
2869,76-14-2,喷水冷却容器，可能的话将容器从火场移至空旷处
2870,76-15-3,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
2871,76-15-3,切断气源
2872,76-15-3,喷水冷却容器，可能的话将容器从火场移至空旷处
2873,7601-89-0,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2874,7601-89-0,尽可能将容器从火场移至空旷处
2875,7601-89-0,喷水保持火场容器冷却，直至灭火结束
2876,7601-89-0,在火场中与可燃物混合会发生爆炸，消防人员须在有防爆掩蔽处操作
2877,7601-89-0,禁止用砂土压盖
2878,7601-90-3,消防人员必须穿全身耐酸碱消防服、佩戴空气呼吸器灭火
2879,7601-90-3,尽可能将容器从火场移至空旷处
2880,7601-90-3,喷水保持火场容器冷却，直至灭火结束
2881,7601-90-3,遇大火，消防人员须在有防护掩蔽处操作
2882,7601-90-3,禁止用砂土压盖
2883,7631-99-4,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2884,7631-99-4,尽可能将容器从火场移至空旷处
2885,7631-99-4,喷水保持火场容器冷却
2886,7631-99-4,直至灭火结束
2887,7631-99-4,切勿将水流直接射至熔融物，以免引起严重的流淌火灾或引起剧烈的沸溅
2888,7632-00-0,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2889,7632-00-0,尽可能将容器从火场移至空旷处
2890,7632-00-0,喷水保持火场容器冷却，直至灭火结束
2891,7632-00-0,切勿将水流直接射至熔融物，以免引起严重的流淌火灾或引起剧烈的沸溅
2892,7637-07-2,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
2893,7637-07-2,切断气源
2894,7637-07-2,喷水冷却容器，可能的话将容器从火场移至空旷处
2895,7637-07-2,火场中有大量本品泄漏物时，禁用水、泡沫和酸碱灭火剂
2896,7645-25-2,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
2897,7645-25-2,尽可能将容器从火场移至空旷处
2898,7645-25-2,喷水保持火场容器冷却，直至灭火结束
2899,7646-69-7,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2900,7646-69-7,尽可能将容器从火场移至空旷处
2901,7646-69-7,喷水保持火场容器冷却，直至灭火结束
2902,7646-69-7,不可用水、泡沫、二氧化碳、卤代烃(如1211灭火剂)等灭火
2903,7646-78-8,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2904,7646-78-8,尽可能将容器从火场移至空旷处
2905,7646-78-8,喷水保持火场容器冷却，直至灭火结束
2906,7646-78-8,禁止用水和泡沫灭火
2907,7647-01-0,消防人员必须穿全身耐酸碱消防服、佩戴空气呼吸器灭火
2908,7647-01-0,尽可能将容器从火场移至空旷处
2909,7647-01-0,喷水保持火场容器冷却，直至灭火结束
2910,7647-18-9,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
2911,7647-18-9,尽可能将容器从火场移至空旷处
2912,7647-18-9,喷水保持火场容器冷却，直至灭火结束
2913,7647-18-9,禁止用水和泡沫灭火
2914,7647-19-0,消防人员必须穿全身防火防毒服，在上风向灭火
2915,7647-19-0,切断气源
2916,7647-19-0,喷水冷却容器，可能的话将容器从火场移至空旷处
2917,7647-19-0,火场中有大量本品泄漏物时，禁用水、泡沫和酸碱灭火剂
2918,766-09-6,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2919,766-09-6,喷水冷却容器，可能的话将容器从火场移至空旷处
2920,766-09-6,容器突然发出异常声音或出现异常现象，应立即撤离
2921,7664-38-2,消防人员必须穿全身耐酸碱消防服、佩戴空气呼吸器灭火
2922,7664-38-2,尽可能将容器从火场移至空旷处
2923,7664-38-2,喷水保持火场容器冷却，直至灭火结束
2924,7664-39-3,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2925,7664-39-3,尽可能将容器从火场移至空旷处
2926,7664-39-3,喷水保持火场容器冷却，直至灭火结束
2927,7664-41-7,切断气源
2928,7664-41-7,若不能切断气源，则不允许熄灭泄漏处的火焰
2929,7664-41-7,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2930,7664-41-7,尽可能将容器从火场移至空旷处
2931,7664-41-7,喷水保持火场容器冷却，直至灭火结束
2932,7664-93-9,消防人员必须穿全身耐酸碱消防服、佩戴空气呼吸器灭火
2933,7664-93-9,尽可能将容器从火场移至空旷处
2934,7664-93-9,喷水保持火场容器冷却，直至灭火结束
2935,7664-93-9,避免水流冲击物品，以免遇水会放出大量热量发生喷溅而灼伤皮肤
2936,7681-49-4,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
2937,7681-49-4,尽可能将容器从火场移至空旷处
2938,7681-49-4,喷水保持火场容器冷却，直至灭火结束
2939,7681-52-9,消防人员必须穿全身耐酸碱消防服、佩戴空气呼吸器灭火
2940,7681-52-9,用雾状水保持火场中容器冷却
2941,7681-52-9,必须在安全距离以外施救
2942,7681-52-9,尽可能将容器从火场移至空旷处
2943,7681-55-2,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2944,7681-55-2,喷水冷却容器，可能的话将容器从火场移至空旷处
2945,7681-55-2,在火场中与可燃物混合会爆炸，消防人员须在有防爆掩蔽处操作
2946,7693-26-7,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2947,7693-26-7,尽可能将容器从火场移至空旷处
2948,7693-26-7,喷水保持火场容器冷却，直至灭火结束
2949,7693-26-7,不可用水、泡沫、二氧化碳、卤代烃(如1211灭火剂)等灭火
2950,7697-37-2,消防人员必须穿全身耐酸碱消防服、佩戴空气呼吸器灭火
2951,7697-37-2,尽可能将容器从火场移至空旷处
2952,7697-37-2,喷水保持火场容器冷却，直至灭火结束
2953,77-76-9,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
2954,77-76-9,尽可能将容器从火场移至空旷处
2955,77-76-9,喷水保持火场容器冷却，直至灭火结束
2956,77-76-9,容器突然发出异常声音或出现异常现象，应立即撤离
2957,77-77-0,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
2958,77-77-0,尽可能将容器从火场移至空旷处
2959,77-77-0,喷水保持火场容器冷却，直至灭火结束
2960,77-78-1,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2961,77-78-1,尽可能将容器从火场移至空旷处
2962,77-78-1,喷水保持火场容器冷却，直至灭火结束
2963,77-78-1,容器突然发出异常声音或出现异常现象，应立即撤离
2964,7704-34-9,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
2965,7704-34-9,尽可能将容器从火场移至空旷处
2966,7704-34-9,喷水保持火场容器冷却，直至灭火结束
2967,7705-07-9,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2968,7705-07-9,尽可能将容器从火场移至空旷处
2969,7705-07-9,喷水保持火场容器冷却，直至灭火结束
2970,7705-07-9,禁止用水和泡沫灭火
2971,7705-08-0,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2972,7705-08-0,尽可能将容器从火场移至空旷处
2973,7705-08-0,喷水保持火场容器冷却，直至灭火结束
2974,7705-08-0,禁止用水和泡沫灭火
2975,7719-09-7,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2976,7719-09-7,尽可能将容器从火场移至空旷处
2977,7719-09-7,喷水保持火场容器冷却，直至灭火结束
2978,7719-09-7,容器突然发出异常声音或出现异常现象，应立即撤离
2979,7719-12-2,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2980,7719-12-2,尽可能将容器从火场移至空旷处
2981,7719-12-2,喷水保持火场容器冷却，直至灭火结束
2982,7719-12-2,禁止用水和泡沫灭火
2983,7722-64-7,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2984,7722-64-7,尽可能将容器从火场移至空旷处
2985,7722-64-7,喷水保持火场容器冷却，直至灭火结束
2986,7722-84-1,消防人员须戴好防毒面具，在安全距离以外，在上风向灭火
2987,7722-84-1,尽可能将容器从火场移至空旷处
2988,7722-84-1,喷水保持火场容器冷却，直至灭火结束
2989,7722-84-1,容器突然发出异常声音或出现异常现象，应立即撤离
2990,7722-84-1,禁止用砂土压盖
2991,7723-14-0,小火可用干燥砂土闷熄
2992,7723-14-0,大火用水灭火
2993,7723-14-0,待火熄灭后，须用湿砂土覆盖，以防复燃
2994,7723-14-0,清理时需注意防范，以免灼伤
2995,7726-95-6,喷水保持火场容器冷却，直至灭火结束
2996,7726-95-6,用雾状水赶走泄漏的液体
2997,7726-95-6,用氨水从远处喷射，驱散蒸气，并使之中和
2998,7726-95-6,但对泄漏出来的溴液不可用氨水喷射，以免引起强烈反应，放热而产生大量有毒的溴蒸气
2999,7727-15-3,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3000,7727-15-3,尽可能将容器从火场移至空旷处
3001,7727-15-3,喷水保持火场容器冷却，直至灭火结束
3002,7727-15-3,禁止用水和泡沫灭火
3003,7727-21-1,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3004,7727-21-1,尽可能将容器从火场移至空旷处
3005,7727-21-1,喷水保持火场容器冷却，直到灭火结束
3006,7727-21-1,在火场中与可燃物混合会爆炸，消防人员须在有防爆掩蔽处操作
3007,7727-21-1,禁止用砂土压盖
3008,7727-37-9,喷水冷却容器，可能的话将容器从火场移至空旷处
3009,7727-54-0,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3010,7727-54-0,尽可能将容器从火场移至空旷处
3011,7727-54-0,喷水保持火场容器冷却，直至灭火结束
3012,7727-54-0,在火场中与可燃物混合会爆炸，消防人员须在有防爆掩蔽处操作
3013,7727-54-0,禁止用砂土压盖
3014,7757-79-1,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3015,7757-79-1,尽可能将容器从火场移至空旷处
3016,7757-79-1,喷水保持火场容器冷却，直至灭火结束
3017,7757-79-1,切勿将水流直接射至熔融物，以免引起严重的流淌火灾或引起剧烈的沸溅
3018,7758-01-2,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3019,7758-01-2,可能的话将容器从火场移至空旷处
3020,7758-01-2,喷水冷却容器，直至灭火结束
3021,7758-05-6,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3022,7758-05-6,喷水冷却容器，可能的话将容器从火场移至空旷处
3023,7758-05-6,在火场中与可燃物混合会爆炸，消防人员须在有防爆掩蔽处操作
3024,7758-09-0,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3025,7758-09-0,尽可能将容器从火场移至空旷处
3026,7758-09-0,喷水保持火场容器冷却，直至灭火结束
3027,7758-09-0,切勿将水流直接射至熔融物，以免引起严重的流淌火灾或引起剧烈的沸溅
3028,7761-88-8,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3029,7761-88-8,尽可能将容器从火场移至空旷处
3030,7761-88-8,喷水保持火场容器冷却，直至灭火结束
3031,7761-88-8,切勿将水流直接射至熔融物，以免引起严重的流淌火灾或引起剧烈的沸溅
3032,7774-29-0,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3033,7774-29-0,尽可能将容器从火场移至空旷处
3034,7774-29-0,喷水保持火场容器冷却，直至灭火结束
3035,7775-09-9,消防人员须佩戴防毒面具、穿全身消防服，在有防护掩蔽处灭火
3036,7775-09-9,尽可能将容器从火场移至空旷处
3037,7775-09-9,喷水保持火场容器冷却，直至灭火结束
3038,7775-09-9,禁止用砂土压盖
3039,7775-14-6,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3040,7775-14-6,尽可能将容器从火场移至空旷处
3041,7775-14-6,喷水保持火场容器冷却，直至灭火结束
3042,7775-14-6,禁止用水、泡沫、酸碱灭火剂灭火
3043,7775-27-1,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3044,7775-27-1,尽可能将容器从火场移至空旷处
3045,7775-27-1,喷水保持火场容器冷却，直至灭火结束
3046,7775-27-1,在火场中与可燃物混合会发生爆炸，消防人员须在有防爆掩蔽处操作
3047,7775-27-1,禁止用砂土压盖
3048,7778-39-4,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3049,7778-39-4,尽可能将容器从火场移至空旷处
3050,7778-39-4,喷水保持火场容器冷却，直至灭火结束
3051,7778-43-0,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3052,7778-43-0,尽可能将容器从火场移至空旷处
3053,7778-43-0,喷水保持火场容器冷却，直至灭火结束
3054,7778-44-1,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3055,7778-44-1,尽可能将容器从火场移至空旷处
3056,7778-44-1,喷水保持火场容器冷却，直至灭火结束
3057,7778-50-9,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3058,7778-50-9,尽可能将容器从火场移至空旷处
3059,7778-50-9,喷水保持火场容器冷却，直至灭火结束
3060,7778-54-3,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3061,7778-54-3,尽可能将容器从火场移至空旷处
3062,7778-54-3,喷水保持火场容器冷却，直至灭火结束
3063,7778-74-7,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3064,7778-74-7,尽可能将容器从火场移至空旷处
3065,7778-74-7,喷水保持火场容器冷却，直至灭火结束
3066,7778-74-7,在火场中与可燃物混合会爆炸，消防人员须在有防爆掩蔽处操作
3067,7778-74-7,禁止用砂土压盖
3068,7779-88-6,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3069,7779-88-6,尽可能将容器从火场移至空旷处
3070,7779-88-6,喷水保持火场容器冷却，直至灭火结束
3071,7782-41-4,切断气源
3072,7782-41-4,须有无人操纵的定点水塔或雾状水保持火场中容器冷却，切不可将水直接喷到漏气的地方，否则会助长火势
3073,7782-44-7,切断气源
3074,7782-44-7,喷水冷却容器，可能的话将容器从火场移至空旷处
3075,7782-49-2,可用水、沙土、干粉、泡沫灭火
3076,7782-49-2,灭火人员应注意防毒
3077,7782-50-5,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3078,7782-50-5,切断气源
3079,7782-50-5,尽可能将容器从火场移至空旷处
3080,7782-50-5,喷水保持火场容器冷却，直至灭火结束
3081,7782-68-5,消防人员必须穿全身耐酸碱消防服、佩戴空气呼吸器灭火
3082,7782-68-5,喷水冷却容器，可能的话将容器从火场移至空旷处
3083,7782-68-5,在火场中与可燃物混合会爆炸，消防人员须在有防爆掩蔽处操作
3084,7782-82-3,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3085,7782-82-3,尽可能将容器从火场移至空旷处
3086,7782-82-3,喷水保持火场容器冷却，直至灭火结束
3087,7782-86-7,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3088,7782-86-7,尽可能将容器从火场移至空旷处
3089,7782-86-7,喷水保持火场容器冷却，直至灭火结束
3090,7782-89-0,火灾时可用沙土、干粉、二氧化碳灭火剂，不宜用水灭火，抢救人员须戴防毒面具，防止中毒
3091,7782-99-2,消防人员必须穿全身耐酸碱消防服、佩戴空气呼吸器灭火
3092,7782-99-2,尽可能将容器从火场移至空旷处
3093,7782-99-2,喷水保持火场容器冷却，直至灭火结束
3094,7783-00-8,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3095,7783-00-8,尽可能将容器从火场移至空旷处
3096,7783-00-8,喷水保持火场容器冷却，直至灭火结束
3097,7783-06-4,切断气源
3098,7783-06-4,若不能切断气源，则不允许熄灭泄漏处的火焰
3099,7783-06-4,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3100,7783-06-4,尽可能将容器从火场移至空旷处
3101,7783-06-4,喷水保持火场容器冷却，直至灭火结束
3102,7783-08-6,消防人员必须穿全身耐酸碱消防服、佩戴空气呼吸器灭火
3103,7783-08-6,尽可能将容器从火场移至空旷处
3104,7783-08-6,喷水保持火场容器冷却，直至灭火结束
3105,7783-41-7,消防人员必须穿全身防火防毒服，在上风向灭火
3106,7783-41-7,切断气源
3107,7783-41-7,喷水冷却容器，可能的话将容器从火场移至空旷处
3108,7783-41-7,火场中有大量本品泄漏物时，禁用水、泡沫和酸碱灭火剂
3109,7783-46-2,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3110,7783-46-2,尽可能将容器从火场移至空旷处
3111,7783-46-2,喷水保持火场容器冷却，直至灭火结束
3112,7783-49-5,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3113,7783-49-5,尽可能将容器从火场移至空旷处
3114,7783-49-5,喷水保持火场容器冷却，直至灭火结束
3115,7783-54-2,消防人员须戴好防毒面具，在安全距离以外，在上风向灭火
3116,7783-54-2,切断气源
3117,7783-54-2,喷水冷却容器，可能的话将容器从火场移至空旷处
3118,7783-56-4,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3119,7783-56-4,尽可能将容器从火场移至空旷处
3120,7783-56-4,喷水保持火场容器冷却，直至灭火结束
3121,7783-56-4,禁止用水
3122,7783-61-1,消防人员必须穿全身防火防毒服，在上风向灭火
3123,7783-61-1,切断气源
3124,7783-61-1,喷水冷却容器，可能的话将容器从火场移至空旷处
3125,7783-89-3,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3126,7783-89-3,喷水冷却容器，可能的话将容器从火场移至空旷处
3127,7783-93-9,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3128,7783-93-9,尽可能将容器从火场移至空旷处
3129,7783-93-9,喷水保持火场容器冷却，直至灭火结束
3130,7783-93-9,在火场中与可燃物混合会发生爆炸，消防人员须在有防爆掩蔽处操作
3131,7783-93-9,禁止用砂土压盖
3132,7783-97-3,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3133,7783-97-3,喷水冷却容器，可能的话将容器从火场移至空旷处
3134,7783-97-3,在火场中与可燃物混合会爆炸，消防人员须在有防爆掩蔽处操作
3135,7784-21-6,可用干粉、干沙灭火
3136,7784-21-6,禁止用水和泡沫灭火
3137,7784-27-2,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3138,7784-27-2,尽可能将容器从火场移至空旷处
3139,7784-27-2,喷水保持火场容器冷却，直至灭火结束
3140,7784-34-1,消防人员必须穿全身防火防毒服，在上风向灭火
3141,7784-34-1,尽可能将容器从火场移至空旷处
3142,7784-34-1,喷水保持火场容器冷却，直至灭火结束
3143,7784-34-1,不宜用水
3144,7784-35-2,消防人员必须穿全身防火防毒服，在上风向灭火
3145,7784-35-2,尽可能将容器从火场移至空旷处
3146,7784-35-2,喷水保持火场容器冷却，直至灭火结束
3147,7784-35-2,禁止用水
3148,7784-37-4,可用干粉、沙土、水灭火
3149,7784-37-4,灭火人员应戴防毒面具，站在上风处，以免中毒
3150,7784-42-1,切断气源
3151,7784-42-1,若不能切断气源，则不允许熄灭泄漏处的火焰
3152,7784-42-1,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3153,7784-42-1,尽可能将容器从火场移至空旷处
3154,7784-42-1,喷水保持火场容器冷却，直至灭火结束
3155,7784-45-4,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3156,7784-45-4,尽可能将容器从火场移至空旷处
3157,7784-45-4,喷水保持火场容器冷却，直至灭火结束
3158,7784-46-5,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3159,7784-46-5,尽可能将容器从火场移至空旷处
3160,7784-46-5,喷水保持火场容器冷却，直至灭火结束
3161,7788-97-8,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3162,7788-97-8,尽可能将容器从火场移至空旷处
3163,7788-97-8,喷水保持火场容器冷却，直至灭火结束
3164,7789-09-5,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3165,7789-09-5,尽可能将容器从火场移至空旷处
3166,7789-09-5,喷水保持火场容器冷却，直至灭火结束
3167,7789-18-6,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3168,7789-18-6,尽可能将容器从火场移至空旷处
3169,7789-18-6,喷水保持火场容器冷却，直至灭火结束
3170,7789-21-1,消防人员必须穿全身耐酸碱消防服、佩戴空气呼吸器灭火
3171,7789-21-1,尽可能将容器从火场移至空旷处
3172,7789-21-1,喷水保持火场容器冷却，直至灭火结束
3173,7789-21-1,禁止用水和泡沫灭火
3174,7789-23-3,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3175,7789-23-3,尽可能将容器从火场移至空旷处
3176,7789-23-3,喷水保持火场容器冷却，直至灭火结束
3177,7789-36-8,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3178,7789-36-8,喷水冷却容器，可能的话将容器从火场移至空旷处
3179,7789-38-0,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3180,7789-38-0,喷水冷却容器，可能的话将容器从火场移至空旷处
3181,7789-40-4,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3182,7789-40-4,尽可能将容器从火场移至空旷处
3183,7789-40-4,喷水保持火场容器冷却，直至灭火结束
3184,7789-60-8,消防人员必须穿全身耐酸碱消防服、佩戴空气呼吸器灭火
3185,7789-60-8,尽可能将容器从火场移至空旷处
3186,7789-60-8,喷水保持火场容器冷却，直至灭火结束
3187,7789-60-8,禁止用水和泡沫灭火
3188,7789-61-9,消防人员必须穿全身耐酸碱消防服、佩戴空气呼吸器灭火
3189,7789-61-9,尽可能将容器从火场移至空旷处
3190,7789-61-9,喷水保持火场容器冷却，直至灭火结束
3191,7789-61-9,禁止用水和泡沫灭火
3192,7789-67-5,消防人员必须穿全身耐酸碱消防服、佩戴空气呼吸器灭火
3193,7789-67-5,尽可能将容器从火场移至空旷处
3194,7789-67-5,喷水保持火场容器冷却，直至灭火结束
3195,7789-67-5,禁止用水和泡沫灭火
3196,7789-69-7,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3197,7789-69-7,尽可能将容器从火场移至空旷处
3198,7789-69-7,喷水保持火场容器冷却，直至灭火结束
3199,7789-69-7,禁止用水
3200,7789-78-8,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3201,7789-78-8,尽可能将容器从火场移至空旷处
3202,7789-78-8,喷水保持火场容器冷却，直至灭火结束
3203,7789-78-8,不可用水、泡沫、二氧化碳、卤代烃(如1211灭火剂)等灭火
3204,7789-80-2,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3205,7789-80-2,喷水冷却容器，可能的话将容器从火场移至空旷处
3206,7789-80-2,在火场中与可燃物混合会爆炸，消防人员须在有防爆掩蔽处操作
3207,7790-21-8,消防人员须戴好防毒面具，在安全距离以外，在上风向灭火
3208,7790-21-8,喷水冷却容器，可能的话将容器从火场移至空旷处
3209,7790-21-8,在火场中与可燃物混合会爆炸，消防人员须在有防爆掩蔽处操作
3210,7790-21-8,禁止用砂土压盖
3211,7790-28-5,消防人员须戴好防毒面具，在安全距离以外，在上风向灭火
3212,7790-28-5,喷水冷却容器，可能的话将容器从火场移至空旷处
3213,7790-28-5,在火场中与可燃物混合会爆炸，消防人员须在有防爆掩蔽处操作
3214,7790-28-5,禁止用砂土压盖
3215,7790-30-9,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3216,7790-30-9,尽可能将容器从火场移至空旷处
3217,7790-30-9,喷水保持火场容器冷却，直至灭火结束
3218,7790-37-6,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3219,7790-37-6,喷水冷却容器，可能的话将容器从火场移至空旷处
3220,7790-37-6,在火场中与可燃物混合会爆炸，消防人员须在有防爆掩蔽处操作
3221,7790-47-8,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3222,7790-47-8,尽可能将容器从火场移至空旷处
3223,7790-47-8,喷水保持火场容器冷却，直至灭火结束
3224,7790-69-4,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3225,7790-69-4,尽可能将容器从火场移至空旷处
3226,7790-69-4,喷水保持火场容器冷却，直至灭火结束
3227,7790-69-4,切勿将水流直接射至熔融物，以免引起严重的流淌火灾或引起剧烈的沸溅
3228,7790-81-0,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3229,7790-81-0,喷水冷却容器，可能的话将容器从火场移至空旷处
3230,7790-81-0,在火场中与可燃物混合会爆炸，消防人员须在有防爆掩蔽处操作
3231,7790-91-2,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
3232,7790-91-2,尽可能将容器从火场移至空旷处
3233,7790-94-5,消防人员必须穿全身耐酸碱消防服、佩戴空气呼吸器灭火
3234,7790-94-5,尽可能将容器从火场移至空旷处
3235,7790-94-5,喷水保持火场容器冷却，直至灭火结束
3236,7790-94-5,容器突然发出异常声音或出现异常现象，应立即撤离
3237,7790-94-5,禁止用水、泡沫和酸碱灭火剂灭火
3238,7790-98-9,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3239,7790-98-9,尽可能将容器从火场移至空旷处
3240,7790-98-9,喷水保持火场容器冷却，直至灭火结束
3241,7790-98-9,在火场中与可燃物混合会爆炸，消防人员须在有防爆掩蔽处操作
3242,7790-98-9,禁止用砂土压盖
3243,7791-03-9,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3244,7791-03-9,尽可能将容器从火场移至空旷处
3245,7791-03-9,喷水保持火场容器冷却，直至灭火结束
3246,7791-03-9,在火场中与可燃物混合会发生爆炸，消防人员须在有防爆掩蔽处操作
3247,7791-03-9,禁止用砂土压盖
3248,7791-23-3,消防人员必须穿全身耐酸碱消防服、佩戴空气呼吸器灭火
3249,7791-23-3,尽可能将容器从火场移至空旷处
3250,7791-23-3,喷水保持火场容器冷却，直至灭火结束
3251,7791-23-3,容器突然发出异常声音或出现异常现象，应立即撤离
3252,7791-25-5,消防人员必须穿全身耐酸碱消防服、佩戴空气呼吸器灭火
3253,7791-25-5,尽可能将容器从火场移至空旷处
3254,7791-25-5,喷水保持火场容器冷却，直至灭火结束
3255,7791-25-5,容器突然发出异常声音或出现异常现象，应立即撤离
3256,7791-25-5,禁止用水、泡沫和酸碱灭火剂灭火
3257,78-00-2,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3258,78-00-2,尽可能将容器从火场移至空旷处
3259,78-00-2,喷水保持火场容器冷却，直至灭火结束
3260,78-10-4,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
