,CAS,操作注意事项
20084,96-91-3,在库检查：保管员除每日班前班后的安全检查外，再应每三、四个月进行一次质量检查，检查内容方法与入库验收同，发现问题及时做好养护工作，做好记录
20085,96-91-3,温湿度管理：高温季节应以防热为主，随时掌握库内温度变化，根据需要和库内外温湿度变化，做好库房密封和通风降温、防潮工作
20086,96-91-3,安全作业：在装卸、搬运、堆码、整理等项工作时，必须轻拿轻放，防止摩擦撞击，使用的机械应有防爆措施，各种工具必须是不易产生火花的铜质或铜合金制成，商品验收、质量检查、开钉、包装等必须在库外安全地点或专门场所进行
20087,96-91-3,现场须有专人指导操作，配备一定数量的消防器材，操作完毕彻底清扫现场，废弃物应收集在容器内，不得排入下水道
20088,96-91-3,凡参加作业人员必须穿工作服、戴手套等防护用品，不得赤身露体、赤脚操作，工作完毕应漱口后方能饮食
20089,96-91-3,保管期限：1年
20090,96-96-8,"Wash thoroughly after handling. Remove contaminated clothing and wash before reuse. Use only in a well ventilated area. Minimize dust generation and accumulation. Do not get in eyes, on skin, or on clothing. Keep container tightly closed. Do not ingest or inhale. Discard contaminated shoes."
20091,961-68-2,密闭操作，提供充分的局部排风
20092,961-68-2,操作人员必须经过专门培训，严格遵守操作规程
20093,961-68-2,建议操作人员佩戴自吸过滤式防尘口罩，戴化学安全防护眼镜，穿防毒物渗透工作服，戴橡胶手套
20094,961-68-2,远离火种、热源
20095,961-68-2,工作场所严禁吸烟
20096,961-68-2,使用防爆型的通风系统和设备
20097,961-68-2,避免产生粉尘
20098,961-68-2,避免与氧化剂、还原剂、酸类、碱类接触
20099,961-68-2,搬运时要轻装轻卸，防止包装及容器损坏
20100,961-68-2,配备相应品种和数量的消防器材及泄漏应急处理设备
20101,961-68-2,倒空的容器可能残留有害物
20102,97-00-7,密闭操作，提供充分的局部排风
20103,97-00-7,操作人员必须经过专门培训，严格遵守操作规程
20104,97-00-7,建议操作人员佩戴自吸过滤式防尘口罩，戴安全防护眼镜，穿防毒物渗透工作服，戴橡胶手套
20105,97-00-7,远离火种、热源
20106,97-00-7,工作场所严禁吸烟
20107,97-00-7,使用防爆型的通风系统和设备
20108,97-00-7,避免产生粉尘
20109,97-00-7,避免与氧化剂、还原剂、碱类接触
20110,97-00-7,搬运时要轻装轻卸，防止包装及容器损坏
20111,97-00-7,配备相应品种和数量的消防器材及泄漏应急处理设备
20112,97-00-7,倒空的容器可能残留有害物
20113,97-02-9,密闭操作，提供充分的局部排风
20114,97-02-9,操作人员必须经过专门培训，严格遵守操作规程
20115,97-02-9,建议操作人员佩戴头罩型电动送风过滤式防尘呼吸器，穿胶布防毒衣，戴橡胶手套
20116,97-02-9,远离火种、热源
20117,97-02-9,工作场所严禁吸烟
20118,97-02-9,使用防爆型的通风系统和设备
20119,97-02-9,避免产生粉尘
20120,97-02-9,避免与氧化剂、酸类接触
20121,97-02-9,搬运时要轻装轻卸，防止包装及容器损坏
20122,97-02-9,配备相应品种和数量的消防器材及泄漏应急处理设备
20123,97-02-9,倒空的容器可能残留有害物
20124,97-52-9,密闭操作，局部排风
20125,97-52-9,防止粉尘释放到车间空气中
20126,97-52-9,操作人员必须经过专门培训，严格遵守操作规程
20127,97-52-9,建议操作人员佩戴自吸过滤式防尘口罩，戴化学安全防护眼镜，穿防毒物渗透工作服，戴橡胶手套
20128,97-52-9,远离火种、热源，工作场所严禁吸烟
20129,97-52-9,使用防爆型的通风系统和设备
20130,97-52-9,避免产生粉尘
20131,97-52-9,避免与氧化剂、酸类、酸酐、酰基氯接触
20132,97-52-9,配备相应品种和数量的消防器材及泄漏应急处理设备
20133,97-52-9,倒空的容器可能残留有害物
20134,97-62-1,密闭操作，全面通风
20135,97-62-1,操作人员必须经过专门培训，严格遵守操作规程
20136,97-62-1,建议操作人员佩戴自吸过滤式防毒面具(半面罩)，戴化学安全防护眼镜，穿防静电工作服，戴橡胶手套
20137,97-62-1,远离火种、热源
20138,97-62-1,工作场所严禁吸烟
20139,97-62-1,使用防爆型的通风系统和设备
20140,97-62-1,防止蒸气泄漏到工作场所空气中
20141,97-62-1,避免与氧化剂、酸类、碱类接触
20142,97-62-1,灌装时应控制流速，且有接地装置，防止静电积聚
20143,97-62-1,搬运时要轻装轻卸，防止包装及容器损坏
20144,97-62-1,配备相应品种和数量的消防器材及泄漏应急处理设备
20145,97-62-1,倒空的容器可能残留有害物
20146,97-63-2,密闭操作，注意通风
20147,97-63-2,操作人员必须经过专门培训，严格遵守操作规程
20148,97-63-2,建议操作人员佩戴自吸过滤式防毒面具(半面罩)，戴化学安全防护眼镜，穿防静电工作服，戴橡胶耐油手套
20149,97-63-2,远离火种、热源
20150,97-63-2,工作场所严禁吸烟
20151,97-63-2,使用防爆型的通风系统和设备
20152,97-63-2,防止蒸气泄漏到工作场所空气中
20153,97-63-2,避免与氧化剂、酸类、碱类接触
20154,97-63-2,充装要控制流速
20155,97-63-2,防止静电积聚
20156,97-63-2,搬运时要轻装轻卸，防止包装及容器损坏
20157,97-63-2,配备相应品种和数量的消防器材及泄漏应急处理设备
20158,97-63-2,倒空的容器可能残留有害物
20159,97-64-3,密闭操作，全面通风
20160,97-64-3,操作人员必须经过专门培训，严格遵守操作规程
20161,97-64-3,建议操作人员佩戴自吸过滤式防毒面具(半面罩)，戴化学安全防护眼镜，穿防静电工作服，戴橡胶耐油手套
20162,97-64-3,远离火种、热源
20163,97-64-3,工作场所严禁吸烟
20164,97-64-3,使用防爆型的通风系统和设备
20165,97-64-3,防止蒸气泄漏到工作场所空气中
20166,97-64-3,避免与氧化剂、酸类、碱类接触
20167,97-64-3,充装要控制流速，防止静电积聚
20168,97-64-3,搬运时要轻装轻卸，防止包装及容器损坏
20169,97-64-3,配备相应品种和数量的消防器材及泄漏应急处理设备
20170,97-64-3,倒空的容器可能残留有害物
20171,97-72-3,密闭操作，注意通风
20172,97-72-3,操作人员必须经过专门培训，严格遵守操作规程
20173,97-72-3,建议操作人员佩戴自吸过滤式防毒面具(全面罩)，穿防酸碱工作服，戴橡胶手套
20174,97-72-3,远离火种、热源
20175,97-72-3,工作场所严禁吸烟
20176,97-72-3,使用防爆型的通风系统和设备
20177,97-72-3,防止蒸气泄漏到工作场所空气中
20178,97-72-3,避免与氧化剂、碱类接触
20179,97-72-3,尤其要注意避免与水接触
20180,97-72-3,充装要控制流速，防止静电积聚
20181,97-72-3,搬运时要轻装轻卸，防止包装及容器损坏
20182,97-72-3,配备相应品种和数量的消防器材及泄漏应急处理设备
20183,97-72-3,倒空的容器可能残留有害物
20184,97-85-8,密闭操作，注意通风
20185,97-85-8,操作人员必须经过专门培训，严格遵守操作规程
20186,97-85-8,建议操作人员佩戴自吸过滤式防毒面具(半面罩)，戴化学安全防护眼镜，穿防静电工作服，戴橡胶耐油手套
20187,97-85-8,远离火种、热源
20188,97-85-8,工作场所严禁吸烟
20189,97-85-8,使用防爆型的通风系统和设备
20190,97-85-8,防止蒸气泄漏到工作场所空气中
20191,97-85-8,避免与氧化剂、碱类接触
20192,97-85-8,充装要控制流速，防止静电积聚
20193,97-85-8,搬运时要轻装轻卸，防止包装及容器损坏
20194,97-85-8,配备相应品种和数量的消防器材及泄漏应急处理设备
20195,97-85-8,倒空的容器可能残留有害物
20196,97-86-9,密闭操作，注意通风
20197,97-86-9,操作人员必须经过专门培训，严格遵守操作规程
20198,97-86-9,建议操作人员佩戴直接式防毒面具(半面罩)，戴化学安全防护眼镜，穿防静电工作服，戴橡胶耐油手套
20199,97-86-9,远离火种、热源
20200,97-86-9,工作场所严禁吸烟
20201,97-86-9,使用防爆型的通风系统和设备
20202,97-86-9,防止蒸气泄漏到工作场所空气中
20203,97-86-9,避免与氧化剂、酸类、碱类接触
20204,97-86-9,充装要控制流速，防止静电积聚
20205,97-86-9,搬运时要轻装轻卸，防止包装及容器损坏
20206,97-86-9,配备相应品种和数量的消防器材及泄漏应急处理设备
20207,97-86-9,倒空的容器可能残留有害物
20208,97-88-1,密闭操作，注意通风
20209,97-88-1,操作人员必须经过专门培训，严格遵守操作规程
20210,97-88-1,建议操作人员佩戴直接式防毒面具(半面罩)，戴化学安全防护眼镜，穿防静电工作服，戴橡胶耐油手套
20211,97-88-1,远离火种、热源
20212,97-88-1,工作场所严禁吸烟
20213,97-88-1,使用防爆型的通风系统和设备
20214,97-88-1,防止蒸气泄漏到工作场所空气中
20215,97-88-1,避免与氧化剂、酸类、碱类接触
20216,97-88-1,充装要控制流速，防止静电积聚
20217,97-88-1,搬运时要轻装轻卸，防止包装及容器损坏
20218,97-88-1,配备相应品种和数量的消防器材及泄漏应急处理设备
20219,97-88-1,倒空的容器可能残留有害物
20220,97-93-8,严加密闭，提供充分的局部排风和全面通风
20221,97-93-8,操作人员必须经过专门培训，严格遵守操作规程
20222,97-93-8,建议操作人员佩戴自吸过滤式防毒面具(全面罩)，穿胶布防毒衣，戴橡胶手套
20223,97-93-8,远离火种、热源
20224,97-93-8,工作场所严禁吸烟
20225,97-93-8,使用防爆型的通风系统和设备
20226,97-93-8,防止蒸气泄漏到工作场所空气中
20227,97-93-8,避免与氧化剂、酸类、醇类接触
20228,97-93-8,尤其要注意避免与水接触
20229,97-93-8,搬运时要轻装轻卸，防止包装及容器损坏
20230,97-93-8,配备相应品种和数量的消防器材及泄漏应急处理设备
20231,97-93-8,倒空的容器可能残留有害物
20232,97-94-9,密闭操作，局部排风
20233,97-94-9,防止蒸气泄漏到工作场所空气中
20234,97-94-9,操作人员必须经过专门培训，严格遵守操作规程
20235,97-94-9,建议操作人员佩戴自吸过滤式防毒面具（半面罩），戴化学安全防护眼镜，穿防静电工作服，戴橡胶手套
20236,97-94-9,远离火种、热源，工作场所严禁吸烟
20237,97-94-9,使用防爆型的通风系统和设备
20238,97-94-9,在清除液体和蒸气前不能进行焊接、切割等作业
20239,97-94-9,避免产生烟雾
20240,97-94-9,避免与氧化剂接触
20241,97-94-9,尤其要注意避免与水接触
20242,97-94-9,配备相应品种和数量的消防器材及泄漏应急处理设备
20243,97-94-9,倒空的容器可能残留有害物
20244,97-95-0,密闭操作，全面通风
20245,97-95-0,操作人员必须经过专门培训，严格遵守操作规程
20246,97-95-0,建议操作人员佩戴自吸过滤式防毒面具（全面罩），穿胶布防毒衣，戴橡胶手套
20247,97-95-0,远离火种、热源，工作场所严禁吸烟
20248,97-95-0,使用防爆型的通风系统和设备
20249,97-95-0,防止蒸气泄漏到工作场所空气中
20250,97-95-0,避免与氧化剂、酸类接触
20251,97-95-0,充装要控制流速，防止静电积聚
20252,97-95-0,搬运时要轻装轻卸，防止包装及容器损坏
20253,97-95-0,配备相应品种和数量的消防器材及泄漏应急处理设备
20254,97-95-0,倒空的容器可能残留有害物
20255,97-96-1,密闭操作，全面排风
20256,97-96-1,操作人员必须经过专门培训，严格遵守操作规程
20257,97-96-1,建议操作人员佩戴自吸过滤式防毒面具（半面罩），戴化学安全防护眼镜，穿防静电工作服，戴橡胶手套
20258,97-96-1,远离火种、热源，工作场所严禁吸烟
20259,97-96-1,使用防爆型的通风系统和设备
20260,97-96-1,防止蒸气泄漏到工作场所空气中
20261,97-96-1,避免与氧化剂、还原剂、碱类接触
20262,97-96-1,搬运时要轻装轻卸，防止包装及容器损坏
20263,97-96-1,配备相应品种和数量的消防器材及泄漏应急处理设备
20264,97-96-1,倒空的容器可能残留有害物
20265,97-97-2,密闭操作，全面排风
20266,97-97-2,操作人员必须经过专门培训，严格遵守操作规程
20267,97-97-2,建议操作人员佩戴自吸过滤式防毒面具（半面罩），戴化学安全防护眼镜，穿防毒物渗透工作服，戴橡胶手套
20268,97-97-2,远离火种、热源，工作场所严禁吸烟
20269,97-97-2,使用防爆型的通风系统和设备
20270,97-97-2,防止蒸气泄漏到工作场所空气中
20271,97-97-2,避免与氧化剂、酸类接触
20272,97-97-2,搬运时要轻装轻卸，防止包装及容器损坏
20273,97-97-2,配备相应品种和数量的消防器材及泄漏应急处理设备
20274,97-97-2,倒空的容器可能残留有害物
20275,98-00-0,密闭操作，提供充分的局部排风
20276,98-00-0,操作人员必须经过专门培训，严格遵守操作规程
20277,98-00-0,建议操作人员佩戴自吸过滤式防毒面具（半面罩），戴化学安全防护眼镜，穿防毒物渗透工作服，戴橡胶手套
20278,98-00-0,远离火种、热源，工作场所严禁吸烟
20279,98-00-0,使用防爆型的通风系统和设备
20280,98-00-0,防止蒸气泄漏到工作场所空气中
20281,98-00-0,避免与酸类接触
20282,98-00-0,搬运时要轻装轻卸，防止包装及容器损坏
20283,98-00-0,配备相应品种和数量的消防器材及泄漏应急处理设备
20284,98-00-0,倒空的容器可能残留有害物
20285,98-01-1,密闭操作，提供充分的局部排风
20286,98-01-1,操作人员必须经过专门培训，严格遵守操作规程
20287,98-01-1,建议操作人员佩戴过滤式防毒面具(半面罩)，戴化学安全防护眼镜，穿防静电工作服，戴橡胶耐油手套
20288,98-01-1,远离火种、热源
20289,98-01-1,工作场所严禁吸烟
20290,98-01-1,使用防爆型的通风系统和设备
20291,98-01-1,防止蒸气泄漏到工作场所空气中
20292,98-01-1,避免与氧化剂、碱类接触
20293,98-01-1,充装要控制流速，防止静电积聚
20294,98-01-1,搬运时要轻装轻卸，防止包装及容器损坏
20295,98-01-1,配备相应品种和数量的消防器材及泄漏应急处理设备
20296,98-01-1,倒空的容器可能残留有害物
20297,98-06-6,密闭操作，加强通风
20298,98-06-6,操作人员必须经过专门培训，严格遵守操作规程
20299,98-06-6,建议操作人员佩戴自吸过滤式防毒面具（半面罩），戴化学安全防护眼镜，穿防毒物渗透工作服，戴橡胶耐油手套
20300,98-06-6,远离火种、热源，工作场所严禁吸烟
20301,98-06-6,使用防爆型的通风系统和设备
20302,98-06-6,防止蒸气泄漏到工作场所空气中
20303,98-06-6,避免与氧化剂接触
20304,98-06-6,灌装时应控制流速，且有接地装置，防止静电积聚
20305,98-06-6,搬运时要轻装轻卸，防止包装及容器损坏
20306,98-06-6,配备相应品种和数量的消防器材及泄漏应急处理设备
20307,98-06-6,倒空的容器可能残留有害物
20308,98-07-7,密闭操作，提供充分的局部排风
20309,98-07-7,防止蒸气泄漏到工作场所空气中
20310,98-07-7,操作人员必须经过专门培训，严格遵守操作规程
20311,98-07-7,建议操作人员佩戴自吸过滤式防毒面具（全面罩），穿橡胶耐酸碱服，戴橡胶耐酸碱手套
20312,98-07-7,远离火种、热源，工作场所严禁吸烟
20313,98-07-7,使用防爆型的通风系统和设备
20314,98-07-7,在清除液体和蒸气前不能进行焊接、切割等作业
20315,98-07-7,避免产生烟雾
20316,98-07-7,避免与氧化剂接触
20317,98-07-7,配备相应品种和数量的消防器材及泄漏应急处理设备
20318,98-07-7,倒空的容器可能残留有害物
20319,98-08-8,密闭操作，加强通风
20320,98-08-8,操作人员必须经过专门培训，严格遵守操作规程
20321,98-08-8,建议操作人员佩戴自吸过滤式防毒面具（全面罩），穿胶布防毒衣，戴橡胶耐油手套
20322,98-08-8,远离火种、热源，工作场所严禁吸烟
20323,98-08-8,使用防爆型的通风系统和设备
20324,98-08-8,防止蒸气泄漏到工作场所空气中
20325,98-08-8,避免与氧化剂、还原剂、碱类接触
20326,98-08-8,灌装时应控制流速，且有接地装置，防止静电积聚
20327,98-08-8,搬运时要轻装轻卸，防止包装及容器损坏
20328,98-08-8,配备相应品种和数量的消防器材及泄漏应急处理设备
20329,98-08-8,倒空的容器可能残留有害物
20330,98-09-9,密闭操作，局部排风
20331,98-09-9,操作人员必须经过专门培训，严格遵守操作规程
20332,98-09-9,建议操作人员佩戴自吸过滤式防毒面具(全面罩)，穿橡胶耐酸碱服，戴橡胶耐酸碱手套
20333,98-09-9,远离火种、热源
20334,98-09-9,工作场所严禁吸烟
20335,98-09-9,使用防爆型的通风系统和设备
20336,98-09-9,防止蒸气泄漏到工作场所空气中
20337,98-09-9,避免与氧化剂、碱类接触
20338,98-09-9,搬运时要轻装轻卸，防止包装及容器损坏
20339,98-09-9,配备相应品种和数量的消防器材及泄漏应急处理设备
20340,98-09-9,倒空的容器可能残留有害物
20341,98-12-4,严加密闭，提供充分的局部排风和全面通风
20342,98-12-4,操作人员必须经过专门培训，严格遵守操作规程
20343,98-12-4,建议操作人员佩戴自吸过滤式防毒面具（全面罩），穿橡胶耐酸碱服，戴橡胶耐酸碱手套
20344,98-12-4,远离火种、热源，工作场所严禁吸烟
20345,98-12-4,使用防爆型的通风系统和设备
20346,98-12-4,避免产生烟雾
20347,98-12-4,防止烟雾和蒸气释放到工作场所空气中
20348,98-12-4,避免与氧化剂接触
20349,98-12-4,尤其要注意避免与水接触
20350,98-12-4,搬运时要轻装轻卸，防止包装及容器损坏
20351,98-12-4,配备相应品种和数量的消防器材及泄漏应急处理设备
20352,98-12-4,倒空的容器可能残留有害物
20353,98-13-5,密闭操作，注意通风
20354,98-13-5,操作尽可能机械化、自动化
20355,98-13-5,操作人员必须经过专门培训，严格遵守操作规程
20356,98-13-5,建议操作人员佩戴自吸过滤式防毒面具(半面罩)，戴化学安全防护眼镜，穿橡胶耐酸碱服，戴橡胶耐酸碱手套
20357,98-13-5,远离火种、热源
20358,98-13-5,工作场所严禁吸烟
20359,98-13-5,使用防爆型的通风系统和设备
20360,98-13-5,避免产生烟雾
20361,98-13-5,防止烟雾和蒸气释放到工作场所空气中
20362,98-13-5,避免与氧化剂、酸类、碱类、醇类接触
20363,98-13-5,尤其要注意避免与水接触
20364,98-13-5,搬运时要轻装轻卸，防止包装及容器损坏
20365,98-13-5,配备相应品种和数量的消防器材及泄漏应急处理设备
20366,98-13-5,倒空的容器可能残留有害物
20367,98-15-7,密闭操作，提供充分的局部排风
20368,98-15-7,防止蒸气泄漏到工作场所空气中
20369,98-15-7,操作人员必须经过专门培训，严格遵守操作规程
20370,98-15-7,建议操作人员佩戴自吸过滤式防毒面具（全面罩），穿胶布防毒衣，戴橡胶手套
20371,98-15-7,远离火种、热源，工作场所严禁吸烟
20372,98-15-7,使用防爆型的通风系统和设备
20373,98-15-7,在清除液体和蒸气前不能进行焊接、切割等作业
20374,98-15-7,避免产生烟雾
20375,98-15-7,避免与氧化剂接触
20376,98-15-7,尤其要注意避免与水接触
20377,98-15-7,容器与传送设备要接地，防止产生静电
20378,98-15-7,灌装时应控制流速，且有接地装置，防止静电积聚
20379,98-15-7,配备相应品种和数量的消防器材及泄漏应急处理设备
20380,98-15-7,倒空的容器可能残留有害物
20381,98-16-8,密闭操作，提供充分的局部排风
20382,98-16-8,防止蒸气泄漏到工作场所空气中
20383,98-16-8,操作人员必须经过专门培训，严格遵守操作规程
20384,98-16-8,建议操作人员佩戴自吸过滤式防毒面具（全面罩），穿胶布防毒衣，戴橡胶手套
20385,98-16-8,远离火种、热源，工作场所严禁吸烟
20386,98-16-8,使用防爆型的通风系统和设备
20387,98-16-8,在清除液体和蒸气前不能进行焊接、切割等作业
20388,98-16-8,避免产生烟雾
20389,98-16-8,避免与氧化剂接触
20390,98-16-8,配备相应品种和数量的消防器材及泄漏应急处理设备
20391,98-16-8,倒空的容器可能残留有害物
20392,98-47-5,密闭操作，提供充分的局部排风
20393,98-47-5,防止粉尘释放到车间空气中
20394,98-47-5,操作人员必须经过专门培训，严格遵守操作规程
20395,98-47-5,建议操作人员佩戴防尘面具（全面罩），穿橡胶耐酸碱服，戴橡胶耐酸碱手套
20396,98-47-5,远离火种、热源，工作场所严禁吸烟
20397,98-47-5,使用防爆型的通风系统和设备
20398,98-47-5,避免产生粉尘
20399,98-47-5,避免与氧化剂、碱类接触
20400,98-47-5,配备相应品种和数量的消防器材及泄漏应急处理设备
20401,98-47-5,倒空的容器可能残留有害物
20402,98-50-0,严加密闭，提供充分的局部排风和全面通风
20403,98-50-0,操作人员必须经过专门培训，严格遵守操作规程
20404,98-50-0,建议操作人员佩戴自吸过滤复式防尘口罩，戴化学安全防护眼镜，穿聚乙烯防毒服，戴橡胶手套
20405,98-50-0,远离火种、热源，工作场所严禁吸烟
20406,98-50-0,使用防爆型的通风系统和设备
20407,98-50-0,避免产生粉尘
20408,98-50-0,避免与氧化剂接触
20409,98-50-0,搬运时要轻装轻卸，防止包装及容器损坏
20410,98-50-0,配备相应品种和数量的消防器材及泄漏应急处理设备
20411,98-50-0,倒空的容器可能残留有害物
20412,98-54-4,密闭操作，注意通风
20413,98-54-4,操作人员必须经过专门培训，严格遵守操作规程
20414,98-54-4,建议操作人员佩戴自吸过滤式防尘口罩，戴化学安全防护眼镜，穿防毒物渗透工作服，戴橡胶手套
20415,98-54-4,远离火种、热源
20416,98-54-4,工作场所严禁吸烟
20417,98-54-4,使用防爆型的通风系统和设备
20418,98-54-4,避免产生粉尘
20419,98-54-4,避免与氧化剂、碱类接触
20420,98-54-4,搬运时要轻装轻卸，防止包装及容器损坏
20421,98-54-4,配备相应品种和数量的消防器材及泄漏应急处理设备
20422,98-54-4,倒空的容器可能残留有害物
20423,98-56-6,密闭操作，局部排风
20424,98-56-6,防止蒸气泄漏到工作场所空气中
20425,98-56-6,操作人员必须经过专门培训，严格遵守操作规程
20426,98-56-6,建议操作人员佩戴自吸过滤式防毒面具（半面罩），戴化学安全防护眼镜，穿防静电工作服，戴橡胶手套
20427,98-56-6,远离火种、热源，工作场所严禁吸烟
20428,98-56-6,使用防爆型的通风系统和设备
20429,98-56-6,在清除液体和蒸气前不能进行焊接、切割等作业
20430,98-56-6,避免产生烟雾
20431,98-56-6,避免与氧化剂、碱类接触
20432,98-56-6,尤其要注意避免与水接触
20433,98-56-6,容器与传送设备要接地，防止产生静电
20434,98-56-6,灌装时应控制流速，且有接地装置，防止静电积聚
20435,98-56-6,配备相应品种和数量的消防器材及泄漏应急处理设备
20436,98-56-6,倒空的容器可能残留有害物
20437,98-58-8,密闭操作，提供充分的局部排风
20438,98-58-8,操作人员必须经过专门培训，严格遵守操作规程
20439,98-58-8,建议操作人员佩戴防尘面具（全面罩），穿胶布防毒衣，戴橡胶手套
20440,98-58-8,远离火种、热源，工作场所严禁吸烟
20441,98-58-8,使用防爆型的通风系统和设备
20442,98-58-8,避免产生粉尘
20443,98-58-8,避免与氧化剂、酸类、碱类接触
20444,98-58-8,尤其要注意避免与水接触
20445,98-58-8,搬运时要轻装轻卸，防止包装及容器损坏
20446,98-58-8,配备相应品种和数量的消防器材及泄漏应急处理设备
20447,98-58-8,倒空的容器可能残留有害物
20448,98-59-9,密闭操作，提供充分的局部排风
20449,98-59-9,操作人员必须经过专门培训，严格遵守操作规程
20450,98-59-9,建议操作人员佩戴自吸过滤式防尘口罩，戴化学安全防护眼镜，穿防毒物渗透工作服，戴橡胶手套
20451,98-59-9,远离火种、热源
20452,98-59-9,工作场所严禁吸烟
20453,98-59-9,使用防爆型的通风系统和设备
20454,98-59-9,避免产生粉尘
20455,98-59-9,避免与氧化剂、碱类接触
20456,98-59-9,搬运时要轻装轻卸，防止包装及容器损坏
20457,98-59-9,配备相应品种和数量的消防器材及泄漏应急处理设备
20458,98-59-9,倒空的容器可能残留有害物
20459,98-72-6,密闭操作，局部排风
20460,98-72-6,防止粉尘释放到车间空气中
20461,98-72-6,操作人员必须经过专门培训，严格遵守操作规程
20462,98-72-6,建议操作人员佩戴自吸过滤式防尘口罩，戴化学安全防护眼镜，穿防毒物渗透工作服，戴乳胶手套
20463,98-72-6,远离火种、热源，工作场所严禁吸烟
20464,98-72-6,使用防爆型的通风系统和设备
20465,98-72-6,避免产生粉尘
20466,98-72-6,避免与氧化剂接触
20467,98-72-6,配备相应品种和数量的消防器材及泄漏应急处理设备
20468,98-72-6,倒空的容器可能残留有害物
20469,98-74-8,密闭操作，局部排风
20470,98-74-8,防止粉尘释放到车间空气中
20471,98-74-8,操作人员必须经过专门培训，严格遵守操作规程
20472,98-74-8,建议操作人员佩戴自吸过滤式防尘口罩，戴化学安全防护眼镜，穿橡胶耐酸碱服，戴橡胶耐酸碱手套
20473,98-74-8,远离火种、热源，工作场所严禁吸烟
20474,98-74-8,使用防爆型的通风系统和设备
20475,98-74-8,避免产生粉尘
20476,98-74-8,避免与氧化剂、碱类接触
20477,98-74-8,配备相应品种和数量的消防器材及泄漏应急处理设备
20478,98-74-8,倒空的容器可能残留有害物
20479,98-82-8,密闭操作，加强通风
20480,98-82-8,操作人员必须经过专门培训，严格遵守操作规程
20481,98-82-8,建议操作人员佩戴过滤式防毒面具(半面罩)，戴化学安全防护眼镜，穿防毒物渗透工作服，戴橡胶耐油手套
20482,98-82-8,远离火种、热源
20483,98-82-8,工作场所严禁吸烟
20484,98-82-8,使用防爆型的通风系统和设备
20485,98-82-8,防止蒸气泄漏到工作场所空气中
20486,98-82-8,避免与氧化剂接触
20487,98-82-8,灌装时应控制流速，且有接地装置，防止静电积聚
20488,98-82-8,搬运时要轻装轻卸，防止包装及容器损坏
20489,98-82-8,配备相应品种和数量的消防器材及泄漏应急处理设备
20490,98-82-8,倒空的容器可能残留有害物
20491,98-83-9,密闭操作，注意通风
20492,98-83-9,操作人员必须经过专门培训，严格遵守操作规程
20493,98-83-9,建议操作人员佩戴自吸过滤式防毒面具（半面罩），戴化学安全防护眼镜，穿防毒物渗透工作服，戴橡胶耐油手套
20494,98-83-9,远离火种、热源，工作场所严禁吸烟
20495,98-83-9,使用防爆型的通风系统和设备
20496,98-83-9,防止蒸气泄漏到工作场所空气中
20497,98-83-9,避免与氧化剂接触
20498,98-83-9,充装要控制流速，防止静电积聚
20499,98-83-9,搬运时要轻装轻卸，防止包装及容器损坏
20500,98-83-9,配备相应品种和数量的消防器材及泄漏应急处理设备
20501,98-83-9,倒空的容器可能残留有害物
20502,98-85-1,密闭操作，提供充分的局部排风
20503,98-85-1,防止蒸气泄漏到工作场所空气中
20504,98-85-1,操作人员必须经过专门培训，严格遵守操作规程
20505,98-85-1,建议操作人员佩戴自吸过滤式防毒面具（全面罩），穿防毒物渗透工作服，戴橡胶手套
20506,98-85-1,远离火种、热源，工作场所严禁吸烟
20507,98-85-1,使用防爆型的通风系统和设备
20508,98-85-1,在清除液体和蒸气前不能进行焊接、切割等作业
20509,98-85-1,避免产生烟雾
20510,98-85-1,避免与氧化剂、酸类接触
20511,98-85-1,配备相应品种和数量的消防器材及泄漏应急处理设备
20512,98-85-1,倒空的容器可能残留有害物
20513,98-87-3,密闭操作，局部排风
20514,98-87-3,防止蒸气泄漏到工作场所空气中
20515,98-87-3,操作人员必须经过专门培训，严格遵守操作规程
20516,98-87-3,建议操作人员佩戴自吸过滤式防毒面具（半面罩），戴化学安全防护眼镜，穿橡胶防腐工作服，戴橡胶手套
20517,98-87-3,远离火种、热源，工作场所严禁吸烟
20518,98-87-3,使用防爆型的通风系统和设备
20519,98-87-3,在清除液体和蒸气前不能进行焊接、切割等作业
20520,98-87-3,避免产生烟雾
20521,98-87-3,避免与氧化剂、碱类接触
20522,98-87-3,配备相应品种和数量的消防器材及泄漏应急处理设备
20523,98-87-3,倒空的容器可能残留有害物
20524,98-88-4,密闭操作，局部排风
20525,98-88-4,操作尽可能机械化、自动化
20526,98-88-4,操作人员必须经过专门培训，严格遵守操作规程
20527,98-88-4,建议操作人员佩戴自吸过滤式防毒面具(全面罩)，穿橡胶耐酸碱服，戴橡胶耐酸碱手套
20528,98-88-4,远离火种、热源
20529,98-88-4,工作场所严禁吸烟
20530,98-88-4,使用防爆型的通风系统和设备
20531,98-88-4,避免产生烟雾
20532,98-88-4,防止烟雾和蒸气释放到工作场所空气中
20533,98-88-4,避免与氧化剂、碱类、醇类接触
20534,98-88-4,尤其要注意避免与水接触
20535,98-88-4,在氮气中操作处置
20536,98-88-4,搬运时要轻装轻卸，防止包装及容器损坏
20537,98-88-4,配备相应品种和数量的消防器材及泄漏应急处理设备
20538,98-88-4,倒空的容器可能残留有害物
20539,98-94-2,密闭操作，注意通风
20540,98-94-2,操作人员必须经过专门培训，严格遵守操作规程
