,CAS,灭火方法
4205,78-53-5,尽可能将容器从火场移至空旷处
4206,78-53-5,喷水保持火场容器冷却，直至灭火结束
4207,78-53-5,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4208,78-53-5,用水喷射逸出液体，使其稀释成不燃性混合物，并用雾状水保护消防人员
4209,78-53-5,灭火剂：水、雾状水、抗溶性泡沫、干粉、二氧化碳、砂土
4210,78-62-6,用二氧化碳、干粉、干砂灭火
4211,78-63-7,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4212,78-63-7,尽可能将容器从火场移至空旷处
4213,78-63-7,喷水保持火场容器冷却，直至灭火结束
4214,78-63-7,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4215,78-63-7,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4216,78-63-7,不宜用水
4217,78-67-1,用水、泡沫、二氧化碳、干粉、砂土灭火
4218,78-75-1,用泡沫、干粉、二氧化碳、砂土灭火
4219,78-77-3,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
4220,78-77-3,尽可能将容器从火场移至空旷处
4221,78-77-3,喷水保持火场容器冷却，直至灭火结束
4222,78-77-3,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4223,78-77-3,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4224,78-78-4,用泡沫、二氧化碳、干粉、砂土灭火
4225,78-79-5,用泡沫、二氧化碳、干粉、砂土灭火
4226,78-80-8,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4227,78-80-8,尽可能将容器从火场移至空旷处
4228,78-80-8,喷水保持火场容器冷却，直至灭火结束
4229,78-80-8,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4230,78-80-8,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4231,78-81-9,用抗溶性泡沫、二氧化碳、于粉、砂土灭火
4232,78-82-0,用二氧化碳、干粉、砂土灭火
4233,78-83-1,用抗溶性泡沫、干粉、二氧化碳、雾状水、砂土灭火
4234,78-84-2,遇到大火，用泡沫、二氧化碳、干粉、砂土灭火
4235,78-85-3,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
4236,78-85-3,尽可能将容器从火场移至空旷处
4237,78-85-3,喷水保持火场容器冷却，直至灭火结束
4238,78-85-3,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4239,78-85-3,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4240,78-86-4,用泡沫、干粉、二氧化碳、砂土灭火
4241,78-87-5,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4242,78-87-5,尽可能将容器从火场移至空旷处
4243,78-87-5,喷水保持火场容器冷却，直至灭火结束
4244,78-87-5,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4245,78-87-5,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4246,78-88-6,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
4247,78-88-6,尽可能将容器从火场移至空旷处
4248,78-88-6,喷水保持火场容器冷却，直至灭火结束
4249,78-88-6,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4250,78-88-6,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4251,78-89-7,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4252,78-89-7,尽可能将容器从火场移至空旷处
4253,78-89-7,喷水保持火场容器冷却，直至灭火结束
4254,78-89-7,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4255,78-89-7,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4256,78-90-0,用水、抗溶性泡沫、干粉、二氧化碳、砂土灭火
4257,78-92-2,用抗溶性泡沫、干粉、二氧化碳、雾状水、1211灭火剂、砂土灭火
4258,78-93-3,用抗溶性泡沫、干粉、二氧化碳、砂土灭火
4259,78-94-4,用抗溶性泡沫、干粉、二氧化碳、砂土灭火
4260,78-95-5,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4261,78-95-5,尽可能将容器从火场移至空旷处
4262,78-95-5,喷水保持火场容器冷却，直至灭火结束
4263,78-95-5,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4264,78-95-5,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4265,78-97-7,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4266,78-97-7,尽可能将容器从火场移至空旷处
4267,78-97-7,喷水保持火场容器冷却，直至灭火结束
4268,78-97-7,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4269,78-97-7,用水喷射逸出液体，使其稀释成不燃性混合物，并用雾状水保护消防人员
4270,78-97-7,灭火剂：水、雾状水、抗溶性泡沫、干粉、二氧化碳、砂土
4271,7803-51-2,用雾状水、泡沫、干粉、二氧化碳灭火
4272,7803-52-3,用雾状水、泡沫、二氧化碳灭火
4273,7803-55-6,消防人员必须穿全身防火防毒服，在上风向灭火
4274,7803-55-6,灭火时尽可能将容器从火场移至空旷处
4275,7803-55-6,然后根据着火原因选择适当灭火剂灭火
4276,7803-62-5,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4277,7803-62-5,切断气源，若不能切断气源，则不允许熄灭泄漏处的火焰
4278,7803-62-5,尽可能将容器从火场移至空旷处
4279,7803-62-5,喷水保持火场容器冷却，直至灭火结束
4280,7803-62-5,灭火剂：水、泡沫、干粉、二氧化碳
4281,786-19-6,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
4282,786-19-6,尽可能将容器从火场移至空旷处
4283,786-19-6,喷水保持火场容器冷却，直至灭火结束
4284,786-19-6,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4285,786-19-6,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4286,79-00-5,用雾状水、泡沫、二氧化碳、砂土灭火
4287,79-01-6,用雾状水、泡沫、干粉、二氧化碳、砂土灭火
4288,79-03-8,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
4289,79-03-8,尽可能将容器从火场移至空旷处
4290,79-03-8,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4291,79-03-8,灭火剂：干粉、二氧化碳、砂土
4292,79-03-8,禁止用水和泡沫灭火
4293,79-04-9,用干粉、二氧化碳、砂土灭火
4294,79-06-1,用雾状水、抗溶性泡沫、二氧化碳、干粉、砂土灭火
4295,79-08-3,用雾状水、泡沫、二氧化碳灭火
4296,79-09-4,用雾状水、抗溶性泡沫、干粉、二氧化碳、砂土灭火
4297,79-10-7,用雾状水、抗溶性泡沫、干粉、二氧化碳灭火
4298,79-11-8,用雾状水、泡沫、二氧化碳灭火
4299,79-20-9,用泡沫、二氧化碳、干粉、砂土灭火
4300,79-21-0,用水、雾状水、抗溶性泡沫、二氧化碳灭火
4301,79-22-1,用二氧化碳、干粉、砂土灭火
4302,79-24-3,用雾状水、泡沫、二氧化碳、干粉灭火
4303,79-27-6,用泡沫、干粉、二氧化碳、砂土灭火
4304,79-29-8,尽可能将容器从火场移至空旷处
4305,79-29-8,喷水保持火场容器冷却，直至灭火结束
4306,79-29-8,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4307,79-29-8,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4308,79-29-8,不宜用水
4309,79-30-1,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
4310,79-30-1,尽可能将容器从火场移至空旷处
4311,79-30-1,喷水保持火场容器冷却，直至灭火结束
4312,79-30-1,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4313,79-30-1,灭火剂：泡沫、干粉、二氧化碳、砂土
4314,79-30-1,禁止用水
4315,79-31-2,用雾状水、抗溶性泡沫、二氧化碳、干粉、砂土灭火
4316,79-34-5,用雾状水、泡沫、二氧化碳、砂土灭火
4317,79-36-7,消防人员必须穿全身耐酸碱消防服
4318,79-36-7,尽可能将容器从火场移至空旷处
4319,79-36-7,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4320,79-36-7,灭火剂：干粉、二氧化碳、砂土
4321,79-36-7,禁止用水和泡沫灭火
4322,79-38-9,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4323,79-38-9,切断气源，若不能切断气源，则不允许熄灭泄漏处的火焰
4324,79-38-9,尽可能将容器从火场移至空旷处
4325,79-38-9,喷水保持火场容器冷却，直至灭火结束
4326,79-38-9,灭火剂：泡沫、干粉、二氧化碳
4327,79-41-4,用雾状水、抗溶性泡沫、干粉、二氧化碳灭火
4328,79-43-6,用雾状水、泡沫、二氧化碳灭火
4329,79-46-9,用雾状水、泡沫、二氧化碳、干粉、砂土灭火
4330,79-52-7,消防人员须佩戴防毒面具，穿全身消防服，在上风向灭火；尽可能将容器从火场移至空旷处；喷水保持火场容器冷却，直至灭火结束；处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离；用水喷射溢出液体，使其稀释成不燃性混合物，并用雾状水保护消防人员；灭火剂使用泡沫、二氧化碳、干粉、沙土
4331,79-92-5,用雾状水、二氧化碳、干粉、泡沫、砂土灭火
4332,80-10-4,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
4333,80-10-4,尽可能将容器从火场移至空旷处
4334,80-10-4,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4335,80-10-4,灭火剂：干粉、二氧化碳、砂土
4336,80-10-4,禁止用水、泡沫和酸碱灭火剂灭火
4337,80-12-6,"用水雾,耐醇泡沫,干粉或二氧化碳灭火"
4338,80-15-9,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
4339,80-15-9,尽可能将容器从火场移至空旷处
4340,80-15-9,喷水保持火场容器冷却，直至灭火结束
4341,80-15-9,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4342,80-15-9,灭火剂：雾状水、泡沫、干粉、二氧化碳
4343,80-15-9,禁止用砂土压盖
4344,80-17-1,用雾状水、二氧化碳、泡沫、干粉、砂土灭火
4345,80-51-3,"Use water in flooding quantities as fog. Use alcohol foam, dry chemical or carbon dioxide. Cool all affected containers with flooding quantities of water. Apply water from as far a distance as possible. Keep run-off water out of sewers and water sources."
4346,80-55-7,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4347,80-55-7,尽可能将容器从火场移至空旷处
4348,80-55-7,喷水保持火场容器冷却，直至灭火结束
4349,80-55-7,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4350,80-55-7,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4351,80-56-8,用泡沫、干粉、二氧化碳、砂土灭火
4352,80-62-6,用泡沫、二氧化碳、干粉、砂土灭火
4353,8001-35-2,消防人员须戴好防毒面具，在安全距离以外，在上风向灭火
4354,8001-35-2,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4355,8006-64-2,用泡沫、二氧化碳、干粉、砂土灭火
4356,8014-95-7,用干粉、二氧化碳、砂土灭火
4357,8017-16-1,用大量水灭火
4358,8030-30-6,用泡沫、二氧化碳、干粉、砂土灭火
4359,8032-32-4,用泡沫、二氧化碳、干粉、砂土灭火
4360,81-20-9,用泡沫、雾状水、干粉、二氧化碳、砂土灭火
4361,81-84-5,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4362,81-84-5,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4363,814-49-3,"用水雾,抗乙醇泡沫,干粉或二氧化碳灭火"
4364,814-78-8,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4365,814-78-8,尽可能将容器从火场移至空旷处
4366,814-78-8,喷水保持火场容器冷却，直至灭火结束
4367,814-78-8,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4368,814-78-8,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4369,818-08-6,消防人员须戴好防毒面具，在安全距离以外，在上风向灭火
4370,818-08-6,切勿将水流直接射至熔融物，以免引起严重的流淌火灾或引起剧烈的沸溅
4371,818-08-6,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4372,82-66-6,消防人员须戴好防毒面具，在安全距离以外，在上风向灭火
4373,82-66-6,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4374,82-68-8,尽可能将容器从火场移至空旷处
4375,82-68-8,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4376,823-40-5,"Wear a self-contained breathing apparatus in pressure-demand, MSHA/NIOSH (approved or equivalent), and full protective gear. To extinguish fire, use water, dry chemical, chemical foam, or alcohol-resistant foam."
4377,824-72-6,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
4378,824-72-6,尽可能将容器从火场移至空旷处
4379,824-72-6,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4380,824-72-6,灭火剂：干粉、二氧化碳、砂土
4381,824-72-6,禁止用水和泡沫灭火
4382,824-78-2,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4383,824-78-2,切勿将水流直接射至熔融物，以免引起严重的流淌火灾或引起剧烈的沸溅
4384,824-78-2,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4385,83-26-1,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4386,83-26-1,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4387,83-32-9,用雾状水、泡沫、二氧化碳、干粉、砂土灭火
4388,83-41-0,用泡沫、雾状水、干粉、二氧化碳、砂土灭火
4389,84-58-2,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4390,84-58-2,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4391,84-69-5,尽可能将容器从火场移至空旷处
4392,84-69-5,喷水保持火场容器冷却，直至灭火结束
4393,84-69-5,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4394,84-69-5,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4395,85-41-6,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4396,85-41-6,切勿将水流直接射至熔融物，以免引起严重的流淌火灾或引起剧烈的沸溅
4397,85-41-6,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4398,85-44-9,用抗溶性泡沫、干粉、二氧化碳灭火
4399,86-00-0,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4400,86-00-0,尽可能将容器从火场移至空旷处
4401,86-00-0,喷水保持火场容器冷却，直至灭火结束
4402,86-00-0,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4403,86-00-0,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4404,86-30-6,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4405,86-30-6,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4406,86-50-0,消防人员须戴好防毒面具，在安全距离以外，在上风向灭火
4407,86-50-0,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4408,86-53-3,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4409,86-53-3,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4410,86-57-7,用雾状水、二氧化碳、干粉、砂土灭火
4411,86-74-8,消防人员须戴好防毒面具，在安全距离以外，在上风向灭火
4412,86-74-8,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4413,865-33-8,"Wear a self-contained breathing apparatus in pressure-demand, MSHA/NIOSH (approved or equivalent), and full protective gear. During a fire, irritating and highly toxic gases may be generated by thermal decomposition or combustion. Will burn if involved in a fire. Use water spray to keep fire-exposed containers cool. Containers may explode in the heat of a fire. Dust can be an explosion hazard when exposed to heat or flame. Extinguishing media: For small fires, use dry chemical, carbon dioxide, water spray or alcohol-resistant foam. For large fires, use water spray, fog, or alcohol-resistant foam. Use water spray to cool fire-exposed containers. Water may be ineffective. DO NOT USE WATER! Do NOT use straight streams of water."
4414,865-44-1,用二氧化碳、砂土灭火
4415,87-56-9,用抗溶性泡沫、二氧化碳、砂土灭火
4416,87-59-2,用泡沫、干粉、二氧化碳、砂土灭火
4417,87-61-6,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
4418,87-61-6,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4419,87-62-7,用泡沫、干粉、二氧化碳、砂土灭火
4420,87-65-0,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4421,87-65-0,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4422,87-68-3,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
4423,87-68-3,尽可能将容器从火场移至空旷处
4424,87-68-3,喷水保持火场容器冷却，直至灭火结束
4425,87-68-3,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4426,87-68-3,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4427,87-86-5,消防人员必须穿全身防火防毒服，在上风向灭火
4428,87-86-5,灭火时尽可能将容器从火场移至空旷处
4429,87-90-1,消防人员必须穿全身防火防毒服，在上风向灭火
4430,87-90-1,灭火时尽可能将容器从火场移至空旷处
4431,87-90-1,然后根据着火原因选择适当灭火剂灭火
4432,870-23-5,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4433,870-23-5,尽可能将容器从火场移至空旷处
4434,870-23-5,喷水保持火场容器冷却，直至灭火结束
4435,870-23-5,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4436,870-23-5,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4437,872-05-9,用泡沫、二氧化碳、干粉、砂土灭火
4438,88-06-2,消防人员须佩戴防毒面具，穿全身消防服，在上风向灭火；灭火剂使用雾状水、泡沫、二氧化碳、沙土
4439,88-16-4,灭火剂使用雾状水、泡沫、二氧化碳、干粉、沙土
4440,88-18-6,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4441,88-18-6,尽可能将容器从火场移至空旷处
4442,88-18-6,喷水保持火场容器冷却，直至灭火结束
4443,88-18-6,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4444,88-18-6,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4445,88-18-6,不宜用水
4446,88-69-7,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
4447,88-69-7,尽可能将容器从火场移至空旷处
4448,88-69-7,喷水保持火场容器冷却，直至灭火结束
4449,88-69-7,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4450,88-69-7,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4451,88-72-2,用泡沫、干粉、二氧化碳灭火
4452,88-73-3,灭火刺使用雾状水、泡沫、二氧化碳、干粉、沙土
4453,88-74-4,用雾状水、泡沫、干粉、二氧化碳灭火
4454,88-75-5,用雾状水、泡沫、二氧化碳、砂土灭火
4455,88-85-7,消防人员须戴好防毒面具，在安全距离以外，在上风向灭火
4456,88-85-7,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4457,88-88-0,用大量水灭火
4458,88-89-1,用大量水灭火
4459,88-95-9,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
4460,88-95-9,尽可能将容器从火场移至空旷处
4461,88-95-9,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4462,88-95-9,灭火剂：泡沫、干粉、二氧化碳、砂土
4463,88-95-9,禁止用水
4464,89-32-7,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4465,89-32-7,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4466,89-59-8,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4467,89-59-8,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4468,89-61-2,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4469,89-61-2,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4470,89-62-3,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4471,89-62-3,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4472,89-63-4,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4473,89-63-4,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4474,89-64-5,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4475,89-64-5,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4476,89-75-8,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
4477,89-75-8,尽可能将容器从火场移至空旷处
4478,89-75-8,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4479,89-75-8,灭火剂：干粉、二氧化碳、砂土
4480,89-75-8,禁止用水和泡沫灭火
4481,89-87-2,用泡沫、雾状水、干粉、二氧化碳、砂土灭火
4482,89-92-9,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
4483,89-92-9,尽可能将容器从火场移至空旷处
4484,89-92-9,喷水保持火场容器冷却，直至灭火结束
4485,89-92-9,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4486,89-92-9,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4487,90-02-8,用雾状水、泡沫、二氧化碳、干粉、砂土灭火
4488,90-03-9,消防人员须戴好防毒面具，在安全距离以外，在上风向灭火
4489,90-03-9,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4490,90-04-0,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4491,90-04-0,尽可能将容器从火场移至空旷处
4492,90-04-0,喷水保持火场容器冷却，直至灭火结束
4493,90-04-0,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4494,90-04-0,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4495,90-12-0,用二氧化碳、雾状水、砂土灭火
4496,90-13-1,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4497,90-13-1,尽可能将容器从火场移至空旷处
4498,90-13-1,喷水保持火场容器冷却，直至灭火结束
4499,90-13-1,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4500,90-13-1,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4501,90-41-5,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4502,90-41-5,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4503,90-43-7,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4504,90-43-7,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4505,900-95-8,消防人员须戴好防毒面具，在安全距离以外，在上风向灭火
4506,900-95-8,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4507,9004-70-0,消防人员须在有防爆掩蔽处操作
4508,9004-70-0,尽可能将容器从火场移至空旷处
4509,9004-70-0,灭火剂：水、雾状水、泡沫、干粉、二氧化碳
4510,9004-70-0,禁止用砂土压盖
4511,9007-13-0,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4512,9007-13-0,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4513,9016-45-9,"Fire Extinguishing Agents Not to Be Used: Water may be ineffective on fire.Fire Extinguishing Agents: Dry chemicals, foam, carbon dioxide"
4514,91-17-8,用雾状水、泡沫、干粉、二氧化碳、砂土灭火
4515,91-20-3,用二氧化碳、雾状水、砂土灭火
4516,91-22-5,用雾状水、泡沫、干粉、二氧化碳、砂土灭火
4517,91-23-6,用雾状水、泡沫、干粉、二氧化碳、砂土灭火
4518,91-57-6,用雾状水、二氧化碳、砂土灭火
4519,91-59-8,用雾状水、泡沫、二氧化碳、砂土灭火
4520,91-62-3,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4521,91-62-3,尽可能将容器从火场移至空旷处
4522,91-62-3,喷水保持火场容器冷却，直至灭火结束
4523,91-62-3,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4524,91-62-3,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4525,91-62-3,不宜用水
4526,91-63-4,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4527,91-63-4,尽可能将容器从火场移至空旷处
4528,91-63-4,喷水保持火场容器冷却，直至灭火结束
4529,91-63-4,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4530,91-63-4,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4531,91-66-7,用泡沫、二氧化碳、干粉、砂土灭火
4532,91-94-1,消防人员须戴好防毒面具，在安全距离以外，在上风向灭火
4533,91-94-1,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4534,91270-74-5,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
4535,91270-74-5,尽可能将容器从火场移至空旷处
4536,91270-74-5,喷水保持火场容器冷却，直至灭火结束
4537,91270-74-5,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4538,91270-74-5,灭火剂：干粉、二氧化碳、砂土
4539,91270-74-5,禁止用水和泡沫灭火
4540,91724-16-2,消防人员必须穿全身防火防毒服，在上风向灭火
4541,91724-16-2,灭火时尽可能将容器从火场移至空旷处
4542,91724-16-2,然后根据着火原因选择适当灭火剂灭火
4543,92-52-4,尽可能将容器从火场移至空旷处
4544,92-52-4,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4545,92-67-1,用泡沫、二氧化碳、砂土灭火
4546,92-87-5,消防人员须戴好防毒面具，在安全距离以外，在上风向灭火
4547,92-87-5,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4548,92-93-3,尽可能将容器从火场移至空旷处
4549,92-93-3,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4550,922-61-2,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4551,922-61-2,尽可能将容器从火场移至空旷处
4552,922-61-2,喷水保持火场容器冷却，直至灭火结束
4553,922-61-2,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4554,922-61-2,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4555,926-57-8,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4556,926-57-8,尽可能将容器从火场移至空旷处
4557,926-57-8,喷水保持火场容器冷却，直至灭火结束
4558,926-57-8,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4559,926-57-8,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4560,926-64-7,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
4561,926-64-7,尽可能将容器从火场移至空旷处
4562,926-64-7,喷水保持火场容器冷却，直至灭火结束
4563,926-64-7,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4564,926-64-7,灭火剂：干粉、二氧化碳、砂土
4565,926-64-7,禁止用水和泡沫灭火
4566,926-82-9,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4567,926-82-9,尽可能将容器从火场移至空旷处
4568,926-82-9,喷水保持火场容器冷却，直至灭火结束
4569,926-82-9,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4570,926-82-9,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4571,926-82-9,不宜用水
