,CAS,储存注意事项
11267,7789-24-4,储区应备有合适的材料收容泄漏物
11268,7789-29-9,储存于阴凉、干燥、通风良好的库房
11269,7789-29-9,远离火种、热源
11270,7789-29-9,防止阳光直射
11271,7789-29-9,包装必须密封，切勿受潮
11272,7789-29-9,应与酸类、食用化学品等分开存放，切忌混储
11273,7789-29-9,储区应备有合适的材料收容泄漏物
11274,7789-30-2,储存于阴凉、干燥、通风良好的库房
11275,7789-30-2,远离火种、热源
11276,7789-30-2,防止阳光直射
11277,7789-30-2,包装必须密封，切勿受潮
11278,7789-30-2,应与酸类、易（可）燃物、卤素、卤化物、氧、食用化学品等分开存放，切忌混储
11279,7789-30-2,储区应备有泄漏应急处理设备和合适的收容材料
11280,7789-33-5,储存于阴凉、干燥、通风良好的库房
11281,7789-33-5,远离火种、热源
11282,7789-33-5,保持容器密封
11283,7789-33-5,应与易（可）燃物等分开存放，切忌混储
11284,7789-33-5,储区应备有合适的材料收容泄漏物
11285,7789-36-8,储存于阴凉、通风的库房
11286,7789-36-8,远离火种、热源
11287,7789-36-8,库温不超过30℃，相对湿度不超过80%
11288,7789-36-8,包装密封
11289,7789-36-8,应与易(可)燃物、还原剂等分开存放，切忌混储
11290,7789-36-8,储区应备有合适的材料收容泄漏物
11291,7789-38-0,储存于阴凉、通风的库房
11292,7789-38-0,远离火种、热源
11293,7789-38-0,库温不超过30℃，相对湿度不超过80%
11294,7789-38-0,包装密封
11295,7789-38-0,应与易(可)燃物、还原剂等分开存放，切忌混储
11296,7789-38-0,储区应备有合适的材料收容泄漏物
11297,7789-40-4,储存于阴凉、通风的库房
11298,7789-40-4,远离火种、热源
11299,7789-40-4,包装密封
11300,7789-40-4,应与氧化剂、酸类、食用化学品分开存放，切忌混储
11301,7789-40-4,储区应备有合适的材料收容泄漏物
11302,7789-47-1,储存于阴凉、通风的库房
11303,7789-47-1,远离火种、热源
11304,7789-47-1,避光保存
11305,7789-47-1,包装密封
11306,7789-47-1,应与钾、钠、氧化剂、食用化学品分开存放，切忌混储
11307,7789-47-1,储区应备有合适的材料收容泄漏物
11308,7789-58-4,储存于阴凉、通风的库房
11309,7789-58-4,远离火种、热源
11310,7789-58-4,应与还原剂、酸类、碱类分开存放，切忌混储
11311,7789-58-4,储区应备有泄漏应急处理设备和合适的收容材料
11312,7789-59-5,储存于通风、低温的库房内
11313,7789-59-5,远离火种、热源
11314,7789-59-5,防止阳光直射
11315,7789-59-5,包装密封
11316,7789-59-5,应与还原剂、醇类、食用化学品等分开存放，切忌混储
11317,7789-59-5,储区应备有合适的材料收容泄漏物
11318,7789-60-8,储存于阴凉、干燥、通风良好的库房
11319,7789-60-8,远离火种、热源
11320,7789-60-8,库温不超过25℃，相对湿度不超过75%
11321,7789-60-8,包装必须密封，切勿受潮
11322,7789-60-8,应与氧化剂、酸类、碱类等分开存放，切忌混储
11323,7789-60-8,不宜久存，以免变质
11324,7789-60-8,储区应备有泄漏应急处理设备和合适的收容材料
11325,7789-61-9,储存于阴凉、通风的库房
11326,7789-61-9,远离火种、热源
11327,7789-61-9,包装密封，切勿受潮
11328,7789-61-9,应与氧化剂、碱类分开存放，切忌混储
11329,7789-61-9,储区应备有合适的材料收容泄漏物
11330,7789-67-5,储存于阴凉、干燥、通风良好的库房
11331,7789-67-5,远离火种、热源
11332,7789-67-5,包装必须完整密封，防止吸潮
11333,7789-67-5,应与氧化剂、酸类、碱类等分开存放，切忌混储
11334,7789-67-5,储区应备有合适的材料收容泄漏物
11335,7789-69-7,储存于阴凉、干燥、通风良好的库房
11336,7789-69-7,库温不超过25℃，相对湿度不超过75%
11337,7789-69-7,包装必须完整密封，防止吸潮
11338,7789-69-7,应与易(可)燃物、氧化剂、碱类、食用化学品分开存放，切忌混储
11339,7789-69-7,不宜久存，以免变质
11340,7789-69-7,储区应备有合适的材料收容泄漏物
11341,7789-78-8,储存于阴凉、干燥、通风良好的专用库房内，远离火种、热源
11342,7789-78-8,库温不超过32℃，相对湿度不超过75%
11343,7789-78-8,包装必须密封，切勿受潮
11344,7789-78-8,应与氧化剂、酸类、醇类、卤素等分开存放，切忌混储
11345,7789-78-8,采用防爆型照明、通风设施
11346,7789-78-8,禁止使用易产生火花的机械设备和工具
11347,7789-78-8,储区应备有合适的材料收容泄漏物
11348,7789-80-2,储存于阴凉、通风的库房
11349,7789-80-2,远离火种、热源
11350,7789-80-2,库温不超过30℃，相对湿度不超过80%
11351,7789-80-2,包装密封
11352,7789-80-2,应与易(可)燃物、还原剂等分开存放，切忌混储
11353,7789-80-2,储区应备有合适的材料收容泄漏物
11354,7790-21-8,储存于阴凉、通风的库房
11355,7790-21-8,远离火种、热源
11356,7790-21-8,库温不超过30℃，相对湿度不超过80%
11357,7790-21-8,避免光照
11358,7790-21-8,包装密封
11359,7790-21-8,应与易(可)燃物、还原剂等分开存放，切忌混储
11360,7790-21-8,储区应备有合适的材料收容泄漏物
11361,7790-28-5,储存于阴凉、通风的库房
11362,7790-28-5,远离火种、热源
11363,7790-28-5,库温不超过30℃，相对湿度不超过80%
11364,7790-28-5,避免光照
11365,7790-28-5,包装密封
11366,7790-28-5,应与易(可)燃物、活性金属粉末等分开存放，切忌混储
11367,7790-28-5,储区应备有合适的材料收容泄漏物
11368,7790-30-9,储存于阴凉、通风的库房
11369,7790-30-9,远离火种、热源
11370,7790-30-9,包装密封
11371,7790-30-9,应与氧化剂、食用化学品分开存放，切忌混储
11372,7790-30-9,储区应备有合适的材料收容泄漏物
11373,7790-37-6,储存于阴凉、通风的库房
11374,7790-37-6,远离火种、热源
11375,7790-37-6,库温不超过30℃，相对湿度不超过80%
11376,7790-37-6,包装密封
11377,7790-37-6,应与易(可)燃物、还原剂、食用化学品分开存放，切忌混储
11378,7790-37-6,储区应备有合适的材料收容泄漏物
11379,7790-47-8,储存于阴凉、干燥、通风良好的库房
11380,7790-47-8,远离火种、热源
11381,7790-47-8,包装必须完整密封，防止吸潮
11382,7790-47-8,应与氧化剂、碱类等分开存放，切忌混储
11383,7790-47-8,储区应备有合适的材料收容泄漏物
11384,7790-59-2,储存于阴凉、通风的库房
11385,7790-59-2,远离火种、热源
11386,7790-59-2,防止阳光直射
11387,7790-59-2,包装密封
11388,7790-59-2,应与氧化剂、食用化学品分开存放，切忌混储
11389,7790-59-2,储区应备有合适的材料收容泄漏物
11390,7790-59-2,应严格执行极毒物品“五双”管理制度
11391,7790-69-4,储存于阴凉、通风的库房
11392,7790-69-4,库温不超过30℃，相对湿度不超过80%
11393,7790-69-4,远离火种、热源
11394,7790-69-4,包装必须完整密封，防止吸潮
11395,7790-69-4,应与易(可)燃物、还原剂分开存放，切忌混储
11396,7790-69-4,储区应备有合适的材料收容泄漏物
11397,7790-79-6,储存于阴凉、通风的库房
11398,7790-79-6,远离火种、热源
11399,7790-79-6,防止阳光直射
11400,7790-79-6,包装密封
11401,7790-79-6,应与钾、氧化剂、食用化学品分开存放，切忌混储
11402,7790-79-6,储区应备有合适的材料收容泄漏物
11403,7790-81-0,储存于阴凉、通风的库房
11404,7790-81-0,远离火种、热源
11405,7790-81-0,库温不超过30℃，相对湿度不超过80%
11406,7790-81-0,包装密封
11407,7790-81-0,应与易(可)燃物、还原剂、食用化学品分开存放，切忌混储
11408,7790-81-0,储区应备有合适的材料收容泄漏物
11409,7790-91-2,储存于阴凉、通风的库房
11410,7790-91-2,远离火种、热源
11411,7790-91-2,库温不宜超过30℃
11412,7790-91-2,应与易（可）燃物、氧化剂、食用化学品分开存放，切忌混储
11413,7790-91-2,储区应备有泄漏应急处理设备
11414,7790-91-2,应严格执行极毒物品“五双”管理制度
11415,7790-94-5,储存于阴凉、干燥、通风良好的专用库房内，实行“双人收发、双人保管”制度
11416,7790-94-5,库温不超过30℃，相对湿度不超过75%
11417,7790-94-5,包装必须密封，切勿受潮
11418,7790-94-5,应与易(可)燃物、酸类、碱类、醇类、活性金属粉末等分开存放，切忌混储
11419,7790-94-5,储区应备有泄漏应急处理设备和合适的收容材料
11420,7790-98-9,储存于阴凉、通风的库房
11421,7790-98-9,库温不超过30℃，相对湿度不超过80%
11422,7790-98-9,远离火种、热源
11423,7790-98-9,包装密封
11424,7790-98-9,应与易(可)燃物、还原剂、酸类、卤素、金属氧化物等分开存放，切忌混储
11425,7790-98-9,储区应备有合适的材料收容泄漏物
11426,7790-99-0,储存于阴凉、干燥、通风良好的库房
11427,7790-99-0,远离火种、热源
11428,7790-99-0,防止阳光直射
11429,7790-99-0,包装必须密封，切勿受潮
11430,7790-99-0,应与碱类、食用化学品等分开存放，切忌混储
11431,7790-99-0,储区应备有泄漏应急处理设备和合适的收容材料
11432,7791-03-9,储存于阴凉、通风的库房
11433,7791-03-9,库温不超过30℃，相对湿度不超过80%
11434,7791-03-9,远离火种、热源
11435,7791-03-9,包装必须密封，切勿受潮
11436,7791-03-9,应与易(可)燃物、活性金属粉末等分开存放，切忌混储
11437,7791-03-9,储区应备有合适的材料收容泄漏物
11438,7791-10-8,储存于阴凉、通风的库房
11439,7791-10-8,远离火种、热源
11440,7791-10-8,防止阳光直射
11441,7791-10-8,包装密封
11442,7791-10-8,应与还原剂、酸类、易（可）燃物、铵盐、活性金属粉末、硫、磷、食用化学品分开存放，切忌混储
11443,7791-10-8,储区应备有合适的材料收容泄漏物
11444,7791-12-0,储存于阴凉、通风的库房
11445,7791-12-0,远离火种、热源
11446,7791-12-0,防止阳光直射
11447,7791-12-0,包装密封
11448,7791-12-0,应与氧化剂、氟、食用化学品分开存放，切忌混储
11449,7791-12-0,储区应备有合适的材料收容泄漏物
11450,7791-23-3,储存于阴凉、干燥、通风良好的库房
11451,7791-23-3,远离火种、热源
11452,7791-23-3,包装必须密封，切勿受潮
11453,7791-23-3,应与碱类、碱金属、食用化学品分开存放，切忌混储
11454,7791-23-3,储区应备有泄漏应急处理设备和合适的收容材料
11455,7791-25-5,储存于阴凉、干燥、通风良好的库房
11456,7791-25-5,远离火种、热源
11457,7791-25-5,库温不超过30℃，相对湿度不超过75%
11458,7791-25-5,包装必须密封，切勿受潮
11459,7791-25-5,应与酸类、碱类、醇类、活性金属粉末等分开存放，切忌混储
11460,7791-25-5,储区应备有泄漏应急处理设备和合适的收容材料
11461,7791-27-7,储存于阴凉、干燥、通风良好的库房
11462,7791-27-7,远离火种、热源
11463,7791-27-7,防止阳光直射
11464,7791-27-7,保持容器密封
11465,7791-27-7,应与磷、食用化学品等分开存放，切忌混储
11466,7791-27-7,储区应备有泄漏应急处理设备和合适的收容材料
11467,78-00-2,储存于阴凉、通风良好的专用库房内，实行“双人收发、双人保管”制度
11468,78-00-2,远离火种、热源
11469,78-00-2,库温不超过35℃，相对湿度不超过80%
11470,78-00-2,保持容器密封
11471,78-00-2,应与氧化剂、酸类、碱类、食用化学品分开存放，切忌混储
11472,78-00-2,配备相应品种和数量的消防器材
11473,78-00-2,储区应备有泄漏应急处理设备和合适的收容材料
11474,78-07-9,储存于阴凉、干燥、通风良好的库房
11475,78-07-9,远离火种、热源
11476,78-07-9,库温不宜超过30℃
11477,78-07-9,包装必须密封，切勿受潮
11478,78-07-9,应与氧化剂、酸类分开存放，切忌混储
11479,78-07-9,采用防爆型照明、通风设施
11480,78-07-9,禁止使用易产生火花的机械设备和工具
11481,78-07-9,储区应备有泄漏应急处理设备和合适的收容材料
11482,78-10-4,储存于阴凉、干燥、通风良好的库房
11483,78-10-4,远离火种、热源
11484,78-10-4,库温不宜超过37℃
11485,78-10-4,保持容器密封
11486,78-10-4,应与氧化剂、酸类、碱类分开存放，切忌混储
11487,78-10-4,采用防爆型照明、通风设施
11488,78-10-4,禁止使用易产生火花的机械设备和工具
11489,78-10-4,储区应备有泄漏应急处理设备和合适的收容材料
11490,78-11-5,通常商品加有水或钝感剂
11491,78-11-5,储存于阴凉、干燥、通风的专用爆炸品库房
11492,78-11-5,远离火种、热源
11493,78-11-5,防止阳光直射
11494,78-11-5,库温不宜超过30℃
11495,78-11-5,包装密封
11496,78-11-5,应与酸类、碱类分开存放，切忌混储
11497,78-11-5,配备相应品种和数量的消防器材
11498,78-11-5,储区应备有合适的材料收容泄漏物
11499,78-11-5,禁止震动、撞击和摩擦
11500,78-18-2,储存于阴凉、通风的库房
11501,78-18-2,远离火种、热源
11502,78-18-2,库温不超过30℃，相对湿度不超过80%
11503,78-18-2,包装密封
11504,78-18-2,应与易(可)燃物、还原剂分开存放，切忌混储
11505,78-18-2,采用防爆型照明、通风设施
11506,78-18-2,禁止使用易产生火花的机械设备和工具
11507,78-18-2,储区应备有合适的材料收容泄漏物
11508,78-18-2,禁止震动、撞击和摩擦
11509,78-34-2,储存于阴凉、通风的库房
11510,78-34-2,远离火种、热源
11511,78-34-2,防止阳光直射
11512,78-34-2,保持容器密封
11513,78-34-2,应与氧化剂、碱类、食用化学品分开存放，切忌混储
11514,78-34-2,配备相应品种和数量的消防器材
11515,78-34-2,储区应备有泄漏应急处理设备和合适的收容材料
11516,78-53-5,储存于阴凉、通风的库房
11517,78-53-5,远离火种、热源
11518,78-53-5,防止阳光直射
11519,78-53-5,保持容器密封
11520,78-53-5,应与氧化剂、酸类、食用化学品分开存放，切忌混储
11521,78-53-5,配备相应品种和数量的消防器材
11522,78-53-5,储区应备有泄漏应急处理设备和合适的收容材料
11523,78-53-5,应严格执行极毒物品“五双”管理制度
11524,78-62-6,储存于阴凉、干燥、通风良好的库房
11525,78-62-6,远离火种、热源
11526,78-62-6,库温不宜超过37℃
11527,78-62-6,包装必须密封，切勿受潮
11528,78-62-6,应与氧化剂、酸类等分开存放，切忌混储
11529,78-62-6,不宜大量储存或久存
11530,78-62-6,采用防爆型照明、通风设施
11531,78-62-6,禁止使用易产生火花的机械设备和工具
11532,78-62-6,储区应备有泄漏应急处理设备和合适的收容材料
11533,78-63-7,商品通常稀释后储装
11534,78-63-7,储存于阴凉、通风的库房
11535,78-63-7,远离火种、热源
11536,78-63-7,防止阳光直射
11537,78-63-7,库温不宜超过30℃
11538,78-63-7,保持容器密封
11539,78-63-7,应与还原剂、酸类、碱类、易（可）燃物、硫、磷分开存放，切忌混储
11540,78-63-7,不宜久存
11541,78-63-7,采用防爆型照明、通风设施
11542,78-63-7,禁止使用易产生火花的机械设备和工具
11543,78-67-1,储存于阴凉、通风的库房
11544,78-67-1,远离火种、热源
11545,78-67-1,库温不宜超过35℃
11546,78-67-1,包装密封
11547,78-67-1,应与氧化剂分开存放，切忌混储
11548,78-67-1,采用防爆型照明、通风设施
11549,78-67-1,禁止使用易产生火花的机械设备和工具
11550,78-67-1,储区应备有合适的材料收容泄漏物
11551,78-75-1,储存于阴凉、通风的库房
11552,78-75-1,远离火种、热源
11553,78-75-1,保持容器密封
11554,78-75-1,应与氧化剂、碱类、食用化学品分开存放，切忌混储
11555,78-75-1,采用防爆型照明、通风设施
11556,78-75-1,禁止使用易产生火花的机械设备和工具
11557,78-75-1,储区应备有泄漏应急处理设备和合适的收容材料
11558,78-77-3,储存于阴凉、通风的库房
11559,78-77-3,远离火种、热源
11560,78-77-3,库温不宜超过30℃
11561,78-77-3,应与氧化剂分开存放，切忌混储
11562,78-77-3,采用防爆型照明、通风设施
11563,78-77-3,禁止使用易产生火花的机械设备和工具
11564,78-77-3,储区应备有泄漏应急处理设备和合适的收容材料
11565,78-78-4,储存于阴凉、通风的库房
11566,78-78-4,远离火种、热源
11567,78-78-4,库温不宜超过29℃
11568,78-78-4,保持容器密封
11569,78-78-4,应与氧化剂分开存放，切忌混储
11570,78-78-4,采用防爆型照明、通风设施
11571,78-78-4,禁止使用易产生火花的机械设备和工具
11572,78-78-4,储区应备有泄漏应急处理设备和合适的收容材料
11573,78-79-5,通常商品加有阻聚剂
11574,78-79-5,储存于阴凉、通风的库房
11575,78-79-5,库温不宜超过29℃
11576,78-79-5,远离火种、热源
11577,78-79-5,包装要求密封，不可与空气接触
11578,78-79-5,应与氧化剂、酸类、卤素等分开存放，切忌混储
11579,78-79-5,不宜大量储存或久存
11580,78-79-5,采用防爆型照明、通风设施
11581,78-79-5,禁止使用易产生火花的机械设备和工具
11582,78-79-5,储区应备有泄漏应急处理设备和合适的收容材料
11583,78-80-8,储存于阴凉、通风的库房
11584,78-80-8,远离火种、热源
11585,78-80-8,库温不宜超过30℃
11586,78-80-8,保持容器密封
11587,78-80-8,应与氧化剂、食用化学品分开存放，切忌混储
11588,78-80-8,不宜久存，以免变质
11589,78-80-8,采用防爆型照明、通风设施
11590,78-80-8,禁止使用易产生火花的机械设备和工具
11591,78-80-8,储区应备有泄漏应急处理设备和合适的收容材料
11592,78-81-9,储存于阴凉、通风的库房
11593,78-81-9,远离火种、热源
11594,78-81-9,库温不宜超过37℃
11595,78-81-9,保持容器密封
11596,78-81-9,应与氧化剂、酸类分开存放，切忌混储
11597,78-81-9,采用防爆型照明、通风设施
11598,78-81-9,禁止使用易产生火花的机械设备和工具
11599,78-81-9,储区应备有泄漏应急处理设备和合适的收容材料
11600,78-82-0,储存于阴凉、通风良好的专用库房内，实行“双人收发、双人保管”制度
11601,78-82-0,远离火种、热源
11602,78-82-0,库温不宜超过37℃
11603,78-82-0,保持容器密封
11604,78-82-0,应与氧化剂、还原剂、酸类、碱类、食用化学品分开存放，切忌混储
11605,78-82-0,采用防爆型照明、通风设施
11606,78-82-0,禁止使用易产生火花的机械设备和工具
11607,78-82-0,储区应备有泄漏应急处理设备和合适的收容材料
11608,78-83-1,储存于阴凉、通风的库房
11609,78-83-1,远离火种、热源
11610,78-83-1,库温不宜超过37℃
11611,78-83-1,保持容器密封
11612,78-83-1,应与氧化剂、酸类等分开存放，切忌混储
11613,78-83-1,采用防爆型照明、通风设施
11614,78-83-1,禁止使用易产生火花的机械设备和工具
11615,78-83-1,储区应备有泄漏应急处理设备和合适的收容材料
11616,78-84-2,储存于阴凉、通风的库房
11617,78-84-2,远离火种、热源
11618,78-84-2,库温不宜超过29℃
11619,78-84-2,包装要求密封，不可与空气接触
11620,78-84-2,应与氧化剂、还原剂、碱类等分开存放，切忌混储
11621,78-84-2,不宜大量储存或久存
11622,78-84-2,采用防爆型照明、通风设施
11623,78-84-2,禁止使用易产生火花的机械设备和工具
11624,78-84-2,储区应备有泄漏应急处理设备和合适的收容材料
11625,78-85-3,储存于阴凉、通风的库房
11626,78-85-3,远离火种、热源
11627,78-85-3,库温不宜超过30℃
11628,78-85-3,包装要求密封，不可与空气接触
11629,78-85-3,应与氧化剂、还原剂、碱类、食用化学品分开存放，切忌混储
11630,78-85-3,采用防爆型照明、通风设施
11631,78-85-3,禁止使用易产生火花的机械设备和工具
11632,78-85-3,储区应备有泄漏应急处理设备和合适的收容材料
11633,78-86-4,储存于阴凉、通风的库房
11634,78-86-4,远离火种、热源
11635,78-86-4,库温不宜超过37℃
11636,78-86-4,保持容器密封
11637,78-86-4,应与氧化剂、碱类分开存放，切忌混储
11638,78-86-4,采用防爆型照明、通风设施
11639,78-86-4,禁止使用易产生火花的机械设备和工具
11640,78-86-4,储区应备有泄漏应急处理设备和合适的收容材料
11641,78-87-5,储存于阴凉、通风的库房
11642,78-87-5,远离火种、热源
11643,78-87-5,库温不宜超过30℃
11644,78-87-5,应与氧化剂、酸类、碱类等分开存放，切忌混储
11645,78-87-5,采用防爆型照明、通风设施
11646,78-87-5,禁止使用易产生火花的机械设备和工具
11647,78-87-5,储区应备有泄漏应急处理设备和合适的收容材料
11648,78-88-6,储存于阴凉、通风的库房
11649,78-88-6,远离火种、热源
11650,78-88-6,防止阳光直射
11651,78-88-6,库温不宜超过30℃
11652,78-88-6,保持容器密封，严禁与空气接触
11653,78-88-6,应与氧化剂、碱类、食用化学品分开存放，切忌混储
11654,78-88-6,不宜大量储存或久存
11655,78-88-6,采用防爆型照明、通风设施
11656,78-88-6,禁止使用易产生火花的机械设备和工具
11657,78-88-6,储区应备有泄漏应急处理设备和合适的收容材料
11658,78-89-7,储存于阴凉、干燥、通风良好的库房
11659,78-89-7,远离火种、热源
11660,78-89-7,保持容器密封
11661,78-89-7,应与氧化剂、碱类、食用化学品分开存放，切忌混储
11662,78-89-7,采用防爆型照明、通风设施
11663,78-89-7,禁止使用易产生火花的机械设备和工具
11664,78-89-7,储区应备有泄漏应急处理设备和合适的收容材料
11665,78-90-0,储存于阴凉、干燥、通风良好的库房
11666,78-90-0,远离火种、热源
11667,78-90-0,库温不超过32℃，相对湿度不超过80%
11668,78-90-0,保持容器密封
11669,78-90-0,应与氧化剂、酸类、食用化学品分开存放，切忌混储
11670,78-90-0,采用防爆型照明、通风设施
11671,78-90-0,禁止使用易产生火花的机械设备和工具
11672,78-90-0,储区应备有泄漏应急处理设备和合适的收容材料
11673,78-92-2,储存于阴凉、通风的库房
11674,78-92-2,远离火种、热源
11675,78-92-2,库温不宜超过37℃
11676,78-92-2,保持容器密封
11677,78-92-2,应与氧化剂、酸类、卤素等分开存放，切忌混储
11678,78-92-2,采用防爆型照明、通风设施
11679,78-92-2,禁止使用易产生火花的机械设备和工具
11680,78-92-2,储区应备有泄漏应急处理设备和合适的收容材料
11681,78-93-3,储存于阴凉、通风的库房
11682,78-93-3,远离火种、热源
11683,78-93-3,库温不宜超过37℃
11684,78-93-3,保持容器密封
11685,78-93-3,应与氧化剂、还原剂、碱类分开存放，切忌混储
11686,78-93-3,采用防爆型照明、通风设施
11687,78-93-3,禁止使用易产生火花的机械设备和工具
11688,78-93-3,储区应备有泄漏应急处理设备和合适的收容材料
11689,78-94-4,通常商品加有阻聚剂
11690,78-94-4,储存于阴凉、通风良好的专用库房内，实行“双人收发、双人保管”制度
11691,78-94-4,远离火种、热源
11692,78-94-4,库温不宜超过37℃
11693,78-94-4,保持容器密封
11694,78-94-4,应与氧化剂、酸类、食用化学品分开存放，切忌混储
11695,78-94-4,采用防爆型照明、通风设施
11696,78-94-4,禁止使用易产生火花的机械设备和工具
11697,78-94-4,储区应备有泄漏应急处理设备和合适的收容材料
11698,78-95-5,储存于阴凉、通风的库房
11699,78-95-5,远离火种、热源
11700,78-95-5,库温不宜超过30℃
11701,78-95-5,保持容器密封
11702,78-95-5,应与氧化剂、碱类、食用化学品分开存放，切忌混储
11703,78-95-5,采用防爆型照明、通风设施
11704,78-95-5,禁止使用易产生火花的机械设备和工具
11705,78-95-5,储区应备有泄漏应急处理设备和合适的收容材料
11706,78-97-7,储存于阴凉、通风的库房
11707,78-97-7,远离火种、热源
11708,78-97-7,应与氧化剂、还原剂、酸类、碱类、食用化学品分开存放，切忌混储
11709,78-97-7,配备相应品种和数量的消防器材
11710,78-97-7,储区应备有泄漏应急处理设备和合适的收容材料
11711,7803-51-2,储存于阴凉、通风的有毒气体专用库房
11712,7803-51-2,实行“双人收发、双人保管”制度
11713,7803-51-2,远离火种、热源
11714,7803-51-2,库温不宜超过30℃
11715,7803-51-2,应与氧化剂、食用化学品分开存放，切忌混储
11716,7803-51-2,采用防爆型照明、通风设施
11717,7803-51-2,禁止使用易产生火花的机械设备和工具
11718,7803-51-2,储区应备有泄漏应急处理设备
11719,7803-52-3,储存于阴凉、通风的有毒气体专用库房
11720,7803-52-3,库温不宜超过30℃
11721,7803-52-3,远离火种、热源
11722,7803-52-3,包装要求密封，不可与空气接触
11723,7803-52-3,应与氧化剂、酸类、碱类、食用化学品分开存放，切忌混储
11724,7803-52-3,采用防爆型照明、通风设施
11725,7803-52-3,禁止使用易产生火花的机械设备和工具
11726,7803-52-3,储区应备有泄漏应急处理设备
11727,7803-55-6,储存于阴凉、通风的库房
11728,7803-55-6,远离火种、热源
11729,7803-55-6,防止阳光直射
11730,7803-55-6,包装密封
11731,7803-55-6,应与还原剂、易（可）燃物、食用化学品分开存放，切忌混储
11732,7803-55-6,储区应备有合适的材料收容泄漏物
11733,7803-62-5,储存于阴凉、干燥、通风良好的库房
11734,7803-62-5,远离火种、热源
11735,7803-62-5,钢瓶温度不应超过52℃
11736,7803-62-5,保持容器密封
11737,7803-62-5,应与氧化剂、碱类、卤素、食用化学品分开存放，切忌混储
11738,7803-62-5,采用防爆型照明、通风设施
11739,7803-62-5,禁止使用易产生火花的机械设备和工具
11740,7803-62-5,储区应备有泄漏应急处理设备
11741,786-19-6,储存于阴凉、通风的库房
11742,786-19-6,远离火种、热源
11743,786-19-6,应与氧化剂、碱类、食用化学品分开存放，切忌混储
11744,786-19-6,配备相应品种和数量的消防器材
11745,786-19-6,储区应备有泄漏应急处理设备和合适的收容材料
11746,786-19-6,应严格执行极毒物品“五双”管理制度
11747,79-00-5,储存于阴凉、通风的库房
11748,79-00-5,远离火种、热源
11749,79-00-5,保持容器密封
11750,79-00-5,应与氧化剂、碱类、食用化学品分开存放，切忌混储
11751,79-00-5,配备相应品种和数量的消防器材
11752,79-00-5,储区应备有泄漏应急处理设备和合适的收容材料
11753,79-01-6,储存于阴凉、通风的库房
11754,79-01-6,远离火种、热源
11755,79-01-6,库温不超过32℃，相对湿度不超过80%
11756,79-01-6,包装要求密封，不可与空气接触
11757,79-01-6,应与氧化剂、还原剂、碱类、金属粉末、食用化学品分开存放，切忌混储
11758,79-01-6,不宜大量储存或久存
11759,79-01-6,配备相应品种和数量的消防器材
11760,79-01-6,储区应备有泄漏应急处理设备和合适的收容材料
11761,79-03-8,储存于阴凉、干燥、通风良好的库房
11762,79-03-8,远离火种、热源
11763,79-03-8,库温不宜超过30℃
11764,79-03-8,保持容器密封
11765,79-03-8,应与氧化剂、醇类、碱类、食用化学品分开存放，切忌混储
11766,79-03-8,不宜久存，以免变质
11767,79-03-8,采用防爆型照明、通风设施
11768,79-03-8,禁止使用易产生火花的机械设备和工具
11769,79-03-8,储区应备有泄漏应急处理设备和合适的收容材料
11770,79-04-9,储存于阴凉、干燥、通风良好的库房
11771,79-04-9,远离火种、热源
11772,79-04-9,包装必须密封，切勿受潮
11773,79-04-9,应与氧化剂、醇类等分开存放，切忌混储
11774,79-04-9,储区应备有泄漏应急处理设备和合适的收容材料
11775,79-06-1,储存于阴凉、通风的库房
11776,79-06-1,远离火种、热源
11777,79-06-1,包装要求密封，不可与空气接触
11778,79-06-1,应与氧化剂、酸类、碱类、食用化学品分开存放，切忌混储
11779,79-06-1,不宜大量储存或久存
11780,79-06-1,配备相应品种和数量的消防器材
11781,79-06-1,储区应备有合适的材料收容泄漏物
11782,79-08-3,储存于阴凉、通风的库房
11783,79-08-3,远离火种、热源
11784,79-08-3,包装密封
11785,79-08-3,应与氧化剂、碱类、食用化学品分开存放，切忌混储
11786,79-08-3,配备相应品种和数量的消防器材
11787,79-08-3,储区应备有合适的材料收容泄漏物
11788,79-09-4,储存于阴凉、通风的库房
11789,79-09-4,远离火种、热源
11790,79-09-4,库温不超过32℃，相对湿度不超过80%
11791,79-09-4,保持容器密封
11792,79-09-4,应与氧化剂、还原剂、碱类分开存放，切忌混储
11793,79-09-4,采用防爆型照明、通风设施
11794,79-09-4,禁止使用易产生火花的机械设备和工具
11795,79-09-4,储区应备有泄漏应急处理设备和合适的收容材料
11796,79-10-7,通常商品加有阻聚剂
11797,79-10-7,储存于阴凉、通风的库房
11798,79-10-7,远离火种、热源
11799,79-10-7,库温不宜超过5℃(装于受压容器中例外)
11800,79-10-7,包装要求密封，不可与空气接触
11801,79-10-7,应与氧化剂、碱类分开存放，切忌混储
11802,79-10-7,不宜大量储存或久存
11803,79-10-7,采用防爆型照明、通风设施
11804,79-10-7,禁止使用易产生火花的机械设备和工具
11805,79-10-7,储区应备有泄漏应急处理设备和合适的收容材料
11806,79-11-8,储存于阴凉、通风良好的专用库房内，实行“双人收发、双人保管”制度
11807,79-11-8,远离火种、热源
11808,79-11-8,库温不超过32℃，相对湿度不超过80%
11809,79-11-8,包装密封
11810,79-11-8,应与氧化剂、还原剂、碱类、食用化学品分开存放，切忌混储
11811,79-11-8,配备相应品种和数量的消防器材
