,CAS,眼睛接触
2897,757-58-4,就医
2898,7578-36-1,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
2899,7578-36-1,就医
2900,12136-45-7,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
2901,12136-45-7,如有不适感，就医
2902,76-01-7,提起眼睑，用流动清水或生理盐水冲洗
2903,76-01-7,如有不适感，就医
2904,76-02-8,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
2905,76-02-8,就医
2906,76-03-9,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
2907,76-03-9,如有不适感，就医
2908,76-05-1,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
2909,76-05-1,如有不适感，就医
2910,76-06-2,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
2911,76-06-2,如有不适感，就医
2912,76-13-1,提起眼睑，用流动清水或生理盐水冲洗
2913,76-13-1,就医
2914,76-14-2,提起眼睑，用流动清水或生理盐水冲洗
2915,76-14-2,如有不适感，就医
2916,76-15-3,提起眼睑，用流动清水或生理盐水冲洗
2917,76-15-3,如有不适感，就医
2918,76-44-8,提起眼睑，用流动清水或生理盐水冲洗
2919,76-44-8,就医
2920,76-86-8,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
2921,76-86-8,就医
2922,76-87-9,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
2923,76-87-9,就医
2924,760-20-3,提起眼睑，用流动清水或生理盐水冲洗
2925,760-20-3,就医
2926,760-21-4,提起眼睑，用流动清水或生理盐水冲洗
2927,760-21-4,就医
2928,7601-89-0,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
2929,7601-89-0,如有不适感，就医
2930,7601-90-3,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
2931,7601-90-3,如有不适感，就医
2932,7616-94-6,提起眼睑，用流动清水或生理盐水冲洗
2933,7616-94-6,就医
2934,763-29-1,提起眼睑，用流动清水或生理盐水冲洗
2935,763-29-1,就医
2936,7631-90-5,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
2937,7631-90-5,就医
2938,7631-99-4,提起眼睑，用流动清水或生理盐水冲洗
2939,7631-99-4,如有不适感，就医
2940,7632-00-0,提起眼睑，用流动清水或生理盐水冲洗
2941,7632-00-0,如有不适感，就医
2942,7637-07-2,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
2943,7637-07-2,如有不适感，就医
2944,764-13-6,提起眼睑，用流动清水或生理盐水冲洗
2945,764-13-6,就医
2946,764-35-2,提起眼睑，用流动清水或生理盐水冲洗
2947,764-35-2,就医
2948,764-41-0,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
2949,764-41-0,就医
2950,7645-25-2,提起眼睑，用流动清水或生理盐水冲洗
2951,7645-25-2,如有不适感，就医
2952,7646-69-7,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
2953,7646-69-7,如有不适感，就医
2954,7646-78-8,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
2955,7646-78-8,如有不适感，就医
2956,7646-79-9,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
2957,7646-79-9,就医
2958,7646-85-7,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
2959,7646-85-7,就医
2960,7646-93-7,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
2961,7646-93-7,就医
2962,7647-01-0,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
2963,7647-01-0,如有不适感，就医
2964,7647-18-9,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
2965,7647-18-9,如有不适感，就医
2966,7647-19-0,提起眼睑，用流动清水或生理盐水冲洗
2967,7647-19-0,如有不适感，就医
2968,765-34-4,提起眼睑，用流动清水或生理盐水冲洗
2969,765-34-4,就医
2970,766-09-6,提起眼睑，用流动清水或生理盐水冲洗
2971,766-09-6,如有不适感，就医
2972,766-15-4,提起眼睑，用流动清水或生理盐水冲洗
2973,766-15-4,就医
2974,7664-38-2,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
2975,7664-38-2,如有不适感，就医
2976,7664-39-3,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
2977,7664-39-3,就医
2978,7664-41-7,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
2979,7664-41-7,如有不适感，就医
2980,7664-93-9,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
2981,7664-93-9,就医
2982,768-56-9,Flush with running water for at least 20 minutes.
2983,7681-38-1,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
2984,7681-38-1,就医
2985,7681-49-4,提起眼睑，用流动清水或生理盐水冲洗
2986,7681-49-4,如有不适感，就医
2987,7681-52-9,提起眼睑，用流动清水或生理盐水冲洗
2988,7681-52-9,如有不适感，就医
2989,7681-55-2,提起眼睑，用流动清水或生理盐水冲洗
2990,7681-55-2,如有不适感，就医
2991,7693-26-7,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
2992,7693-26-7,如有不适感，就医
2993,7697-37-2,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
2994,7697-37-2,如有不适感，就医
2995,77-47-4,提起眼睑，用流动清水或生理盐水冲洗
2996,77-47-4,就医
2997,77-58-7,提起眼睑，用流动清水或生理盐水冲洗
2998,77-58-7,就医
2999,77-73-6,提起眼睑，用流动清水或生理盐水冲洗
3000,77-73-6,就医
3001,77-74-7,提起眼睑，用流动清水或生理盐水冲洗
3002,77-74-7,就医
3003,77-75-8,提起眼睑，用流动清水或生理盐水冲洗
3004,77-75-8,就医
3005,77-76-9,提起眼睑，用流动清水或生理盐水冲洗
3006,77-76-9,如有不适感，就医
3007,77-77-0,提起眼睑，用流动清水或生理盐水冲洗至少15分钟
3008,77-77-0,就医
3009,77-78-1,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3010,77-78-1,如有不适感，就医
3011,77-98-5,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
3012,77-98-5,就医
3013,7700-17-6,提起眼睑，用流动清水或生理盐水冲洗
3014,7700-17-6,就医
3015,7704-34-9,提起眼睑，用流动清水或生理盐水冲洗
3016,7704-34-9,如有不适感，就医
3017,7704-98-5,提起眼睑，用流动清水或生理盐水冲洗
3018,7704-98-5,就医
3019,7704-99-6,提起眼睑，用流动清水或生理盐水冲洗
3020,7704-99-6,就医
3021,7705-07-9,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3022,7705-07-9,如有不适感，就医
3023,7705-08-0,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3024,7705-08-0,如有不适感，就医
3025,7718-54-9,提起眼睑，用流动清水或生理盐水冲洗
3026,7718-54-9,就医
3027,7718-98-1,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
3028,7718-98-1,就医
3029,7719-09-7,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3030,7719-09-7,如有不适感，就医
3031,7719-12-2,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3032,7719-12-2,如有不适感，就医
3033,7721-01-9,提起眼睑，用流动清水或生理盐水冲洗
3034,7721-01-9,就医
3035,7722-64-7,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3036,7722-64-7,如有不适感，就医
3037,7722-84-1,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3038,7722-84-1,如有不适感，就医
3039,7723-14-0,提起眼睑，用流动清水或生理盐水冲洗
3040,7723-14-0,如有不适感，就医
3041,7726-95-6,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3042,7726-95-6,如有不适感，就医
3043,7727-15-3,提起眼睑，用流动清水或生理盐水冲洗
3044,7727-15-3,如有不适感，就医
3045,7727-18-6,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
3046,7727-18-6,就医
3047,7727-21-1,提起眼睑，用流动清水或生理盐水冲洗
3048,7727-21-1,如有不适感，就医
3049,7727-54-0,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3050,7727-54-0,如有不适感，就医
3051,7757-79-1,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3052,7757-79-1,如有不适感，就医
3053,7758-01-2,提起眼睑，用流动清水或生理盐水冲洗
3054,7758-01-2,如有不适感，就医
3055,7758-05-6,提起眼睑，用流动清水或生理盐水冲洗
3056,7758-05-6,如有不适感，就医
3057,7758-09-0,提起眼睑，用流动清水或生理盐水冲洗
3058,7758-09-0,如有不适感，就医
3059,7758-97-6,提起眼睑，用流动清水或生理盐水冲洗
3060,7758-97-6,就医
3061,776-74-9,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
3062,776-74-9,就医
3063,7761-88-8,提起眼睑，用流动清水或生理盐水冲洗
3064,7761-88-8,如有不适感，就医
3065,7774-29-0,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3066,7774-29-0,如有不适感，就医
3067,7775-09-9,提起眼睑，用流动清水或生理盐水冲洗
3068,7775-09-9,如有不适感，就医
3069,7775-11-3,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
3070,7775-11-3,就医
3071,7775-14-6,提起眼睑，用流动清水或生理盐水冲洗
3072,7775-14-6,如有不适感，就医
3073,7775-27-1,提起眼睑，用流动清水或生理盐水冲洗
3074,7775-27-1,如有不适感，就医
3075,7778-39-4,提起眼睑，用流动清水或生理盐水冲洗
3076,7778-39-4,如有不适感，就医
3077,7778-43-0,提起眼睑，用流动清水或生理盐水冲洗
3078,7778-43-0,如有不适感，就医
3079,7778-44-1,提起眼睑，用流动清水或生理盐水冲洗
3080,7778-44-1,如有不适感，就医
3081,7778-50-9,提起眼睑，用流动清水或生理盐水冲洗
3082,7778-50-9,如有不适感，就医
3083,7778-54-3,提起眼睑，用流动清水或生理盐水冲洗
3084,7778-54-3,如有不适感，就医
3085,7778-74-7,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3086,7778-74-7,如有不适感，就医
3087,7779-88-6,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3088,7779-88-6,如有不适感，就医
3089,7782-41-4,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3090,7782-41-4,如有不适感，就医
3091,7782-44-7,不会通过该途径接触
3092,7782-50-5,提起眼睑，用流动清水或生理盐水冲洗
3093,7782-50-5,如有不适感，就医
3094,7782-68-5,提起眼睑，用流动清水或生理盐水冲洗
3095,7782-68-5,如有不适感，就医
3096,7782-82-3,拉开眼睑，用流动清水冲洗15min；就医
3097,7782-86-7,提起眼睑，用流动清水或生理盐水冲洗
3098,7782-86-7,如有不适感，就医
3099,7782-89-0,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
3100,7782-89-0,就医
3101,7782-99-2,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3102,7782-99-2,如有不适感，就医
3103,7783-00-8,拉开眼睑，用流动清水冲洗15min；就医
3104,7783-06-4,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3105,7783-06-4,如有不适感，就医
3106,7783-07-5,提起眼睑，用流动清水或生理盐水冲洗
3107,7783-07-5,就医
3108,7783-08-6,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3109,7783-08-6,如有不适感，就医
3110,7783-33-7,提起眼睑，用流动清水或生理盐水冲洗
3111,7783-33-7,就医
3112,7783-35-9,提起眼睑，用流动清水或生理盐水冲洗
3113,7783-35-9,就医
3114,7783-41-7,提起眼睑，用流动清水或生理盐水冲洗
3115,7783-41-7,如有不适感，就医
3116,7783-46-2,提起眼睑，用流动清水或生理盐水冲洗
3117,7783-46-2,如有不适感，就医
3118,7783-49-5,提起眼睑，用流动清水或生理盐水冲洗
3119,7783-49-5,如有不适感，就医
3120,7783-54-2,不会通过该途径接触
3121,7783-55-3,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
3122,7783-55-3,就医
3123,7783-56-4,提起眼睑，用流动清水或生理盐水冲洗
3124,7783-56-4,如有不适感，就医
3125,7783-61-1,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3126,7783-61-1,如有不适感，就医
3127,7783-64-4,提起眼睑，用流动清水或生理盐水冲洗
3128,7783-64-4,就医
3129,7783-66-6,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
3130,7783-66-6,就医
3131,7783-70-2,提起眼睑，用流动清水或生理盐水冲洗
3132,7783-70-2,就医
3133,7783-80-4,提起眼睑，用流动清水或生理盐水冲洗
3134,7783-80-4,就医
3135,7783-82-6,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
3136,7783-82-6,就医
3137,7783-89-3,提起眼睑，用流动清水或生理盐水冲洗
3138,7783-89-3,如有不适感，就医
3139,7783-92-8,提起眼睑，用流动清水或生理盐水冲洗
3140,7783-92-8,就医
3141,7783-93-9,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3142,7783-93-9,如有不适感，就医
3143,7783-97-3,提起眼睑，用流动清水或生理盐水冲洗
3144,7783-97-3,如有不适感，就医
3145,7784-21-6,提起眼睑，用流动清水或生理盐水冲洗
3146,7784-21-6,就医
3147,7784-27-2,提起眼睑，用流动清水或生理盐水冲洗
3148,7784-27-2,如有不适感，就医
3149,7784-33-0,提起眼睑，用流动清水或生理盐水冲洗
3150,7784-33-0,就医
3151,7784-34-1,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3152,7784-34-1,如有不适感，就医
3153,7784-35-2,提起眼睑，用流动清水或生理盐水冲洗
3154,7784-35-2,如有不适感，就医
3155,7784-42-1,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3156,7784-42-1,如有不适感，就医
3157,7784-44-3,提起眼睑，用流动清水或生理盐水冲洗
3158,7784-44-3,就医
3159,7784-45-4,提起眼睑，用流动清水或生理盐水冲洗
3160,7784-45-4,如有不适感，就医
3161,7784-46-5,提起眼睑，用流动清水或生理盐水冲洗
3162,7784-46-5,如有不适感，就医
3163,7786-34-7,提起眼睑，用流动清水或生理盐水冲洗
3164,7786-34-7,就医
3165,7786-81-4,提起眼睑，用流动清水或生理盐水冲洗
3166,7786-81-4,就医
3167,7787-32-8,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
3168,7787-32-8,就医
3169,7787-36-2,提起眼睑，用流动清水或生理盐水冲洗
3170,7787-36-2,就医
3171,7787-47-5,提起眼睑，用流动清水或生理盐水冲洗
3172,7787-47-5,就医
3173,7787-62-4,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
3174,7787-62-4,就医
3175,7787-71-5,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
3176,7787-71-5,就医
3177,7788-97-8,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3178,7788-97-8,如有不适感，就医
3179,7789-00-6,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
3180,7789-00-6,就医
3181,7789-09-5,提起眼睑，用流动清水或生理盐水冲洗
3182,7789-09-5,如有不适感，就医
3183,7789-18-6,提起眼睑，用流动清水或生理盐水冲洗
3184,7789-18-6,如有不适感，就医
3185,7789-19-7,提起眼睑，用流动清水或生理盐水冲洗
3186,7789-19-7,就医
3187,7789-21-1,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3188,7789-21-1,就医
3189,7789-23-3,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3190,7789-23-3,如有不适感，就医
3191,7789-24-4,提起眼睑，用流动清水或生理盐水冲洗
3192,7789-24-4,就医
3193,7789-29-9,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
3194,7789-29-9,就医
3195,7789-30-2,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
3196,7789-30-2,就医
3197,7789-33-5,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
3198,7789-33-5,就医
3199,7789-36-8,提起眼睑，用流动清水或生理盐水冲洗
3200,7789-36-8,如有不适感，就医
3201,7789-38-0,提起眼睑，用流动清水或生理盐水冲洗
3202,7789-38-0,如有不适感，就医
3203,7789-40-4,提起眼睑，用流动清水或生理盐水冲洗
3204,7789-40-4,如有不适感，就医
3205,7789-47-1,提起眼睑，用流动清水或生理盐水冲洗
3206,7789-47-1,就医
3207,7789-58-4,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
3208,7789-58-4,就医
3209,7789-59-5,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
3210,7789-59-5,就医
3211,7789-60-8,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3212,7789-60-8,如有不适感，就医
3213,7789-61-9,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3214,7789-61-9,如有不适感，就医
3215,7789-67-5,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3216,7789-67-5,如有不适感，就医
3217,7789-69-7,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3218,7789-69-7,如有不适感，就医
3219,7789-78-8,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3220,7789-78-8,如有不适感，就医
3221,7789-80-2,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3222,7789-80-2,如有不适感，就医
3223,7790-21-8,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3224,7790-21-8,如有不适感，就医
3225,7790-28-5,提起眼睑，用流动清水或生理盐水冲洗
3226,7790-28-5,如有不适感，就医
3227,7790-30-9,提起眼睑，用流动清水或生理盐水冲洗
3228,7790-30-9,如有不适感，就医
3229,7790-37-6,提起眼睑，用流动清水或生理盐水冲洗
3230,7790-37-6,如有不适感，就医
3231,7790-47-8,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3232,7790-47-8,如有不适感，就医
3233,7790-59-2,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
3234,7790-59-2,就医
3235,7790-69-4,提起眼睑，用流动清水或生理盐水冲洗
3236,7790-69-4,如有不适感，就医
3237,7790-79-6,提起眼睑，用流动清水或生理盐水冲洗
3238,7790-79-6,就医
3239,7790-81-0,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3240,7790-81-0,如有不适感，就医
3241,7790-91-2,提起眼睑，用流动清水或生理盐水冲洗
3242,7790-91-2,就医
3243,7790-94-5,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3244,7790-94-5,如有不适感，就医
3245,7790-98-9,提起眼睑，用流动清水或生理盐水冲洗
3246,7790-98-9,如有不适感，就医
3247,7790-99-0,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
3248,7790-99-0,就医
3249,7791-03-9,提起眼睑，用流动清水或生理盐水冲洗
3250,7791-03-9,如有不适感，就医
3251,7791-10-8,提起眼睑，用流动清水或生理盐水冲洗
3252,7791-10-8,就医
3253,7791-12-0,提起眼睑，用流动清水或生理盐水冲洗
3254,7791-12-0,就医
3255,7791-23-3,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3256,7791-23-3,如有不适感，就医
3257,7791-25-5,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3258,7791-25-5,如有不适感，就医
3259,7791-27-7,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
3260,7791-27-7,就医
3261,78-00-2,提起眼睑，用流动清水或生理盐水冲洗
3262,78-00-2,如有不适感，就医
3263,78-07-9,提起眼睑，用流动清水或生理盐水冲洗
3264,78-07-9,就医
3265,78-10-4,提起眼睑，用流动清水或生理盐水冲洗
3266,78-10-4,如有不适感，就医
3267,78-11-5,提起眼睑，用流动清水或生理盐水冲洗
3268,78-11-5,就医
3269,78-18-2,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3270,78-18-2,如有不适感，就医
3271,78-34-2,提起眼睑，用流动清水或生理盐水冲洗
3272,78-34-2,就医
3273,78-53-5,提起眼睑，用流动清水或生理盐水冲洗
3274,78-53-5,就医
3275,78-62-6,提起眼睑，用流动清水或生理盐水冲洗
3276,78-62-6,如有不适感，就医
3277,78-63-7,提起眼睑，用流动清水或生理盐水冲洗
3278,78-63-7,就医
3279,78-67-1,提起眼睑，用流动清水或生理盐水冲洗
3280,78-67-1,如有不适感，就医
3281,78-75-1,提起眼睑，用流动清水或生理盐水冲洗
3282,78-75-1,如有不适感，就医
3283,78-77-3,提起眼睑，用流动清水或生理盐水冲洗
3284,78-77-3,就医
3285,78-78-4,提起眼睑，用流动清水或生理盐水冲洗
3286,78-78-4,如有不适感，就医
3287,78-79-5,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3288,78-79-5,如有不适感，就医
3289,78-80-8,提起眼睑，用流动清水或生理盐水冲洗
3290,78-80-8,就医
3291,78-81-9,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3292,78-81-9,如有不适感，就医
3293,78-82-0,提起眼睑，用流动清水或生理盐水冲洗
3294,78-82-0,如有不适感，就医
3295,78-83-1,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3296,78-83-1,如有不适感，就医
3297,78-84-2,提起眼睑，用流动清水或生理盐水冲洗
3298,78-84-2,如有不适感，就医
3299,78-85-3,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
3300,78-85-3,就医
3301,78-86-4,提起眼睑，用流动清水或生理盐水冲洗
3302,78-86-4,如有不适感，就医
3303,78-87-5,提起眼睑，用流动清水或生理盐水冲洗
3304,78-87-5,就医
3305,78-88-6,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
3306,78-88-6,就医
3307,78-89-7,提起眼睑，用流动清水或生理盐水冲洗
3308,78-89-7,就医
3309,78-90-0,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3310,78-90-0,如有不适感，就医
3311,78-92-2,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3312,78-92-2,如有不适感，就医
3313,78-93-3,提起眼睑，用流动清水或生理盐水冲洗
3314,78-93-3,如有不适感，就医
3315,78-94-4,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3316,78-94-4,如有不适感，就医
3317,78-95-5,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
3318,78-95-5,就医
3319,78-97-7,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
3320,78-97-7,就医
3321,7803-51-2,提起眼睑，用流动清水或生理盐水冲洗
3322,7803-51-2,如有不适感，就医
3323,7803-52-3,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3324,7803-52-3,如有不适感，就医
3325,7803-55-6,提起眼睑，用流动清水或生理盐水冲洗
3326,7803-55-6,就医
3327,786-19-6,提起眼睑，用流动清水或生理盐水冲洗
3328,786-19-6,就医
3329,79-00-5,提起眼睑，用流动清水或生理盐水冲洗
3330,79-00-5,如有不适感，就医
3331,79-01-6,提起眼睑，用流动清水或生理盐水冲洗
3332,79-01-6,如有不适感，就医
3333,79-03-8,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
3334,79-03-8,就医
3335,79-04-9,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3336,79-04-9,如有不适感，就医
3337,79-06-1,提起眼睑，用流动清水或生理盐水冲洗
3338,79-06-1,如有不适感，就医
3339,79-08-3,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3340,79-08-3,如有不适感，就医
3341,79-09-4,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3342,79-09-4,如有不适感，就医
3343,79-10-7,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3344,79-10-7,如有不适感，就医
3345,79-11-8,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3346,79-11-8,如有不适感，就医
3347,79-20-9,提起眼睑，用流动清水或生理盐水冲洗
3348,79-20-9,如有不适感，就医
3349,79-21-0,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3350,79-21-0,如有不适感，就医
3351,79-22-1,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3352,79-22-1,如有不适感，就医
3353,79-24-3,提起眼睑，用流动清水或生理盐水冲洗
3354,79-24-3,如有不适感，就医
3355,79-27-6,提起眼睑，用流动清水或生理盐水冲洗
3356,79-27-6,如有不适感，就医
3357,79-29-8,提起眼睑，用流动清水或生理盐水冲洗
3358,79-29-8,就医
3359,79-30-1,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
3360,79-30-1,就医
3361,79-31-2,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3362,79-31-2,如有不适感，就医
3363,79-34-5,提起眼睑，用流动清水或生理盐水冲洗
3364,79-34-5,如有不适感，就医
3365,79-36-7,提起眼睑，用流动清水或生理盐水冲洗
3366,79-36-7,就医
3367,79-41-4,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3368,79-41-4,如有不适感，就医
3369,79-43-6,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3370,79-43-6,如有不适感，就医
3371,79-46-9,提起眼睑，用流动清水或生理盐水冲洗
3372,79-46-9,如有不适感，就医
3373,79-52-7,立即翻开上下眼睑，用流动清水冲洗15min；就医
3374,79-92-5,提起眼睑，用流动清水或生理盐水冲洗
3375,79-92-5,如有不适感，就医
3376,80-10-4,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
3377,80-10-4,就医
3378,80-12-6,提起眼睑，用流动清水或生理盐水冲洗至少15分钟
3379,80-12-6,就医
3380,80-15-9,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
3381,80-15-9,就医
3382,80-17-1,提起眼睑，用流动清水或生理盐水冲洗
3383,80-17-1,如有不适感，就医
3384,80-51-3,Immediately flush with running water for at least 20 minutes.
3385,80-55-7,提起眼睑，用流动清水或生理盐水冲洗
3386,80-55-7,就医
3387,80-56-8,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3388,80-56-8,如有不适感，就医
3389,80-62-6,提起眼睑，用流动清水或生理盐水冲洗
3390,80-62-6,如有不适感，就医
3391,8001-35-2,提起眼睑，用流动清水或生理盐水冲洗
3392,8001-35-2,就医
3393,8006-64-2,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3394,8006-64-2,如有不适感，就医
3395,8014-95-7,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3396,8014-95-7,如有不适感，就医
3397,8017-16-1,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3398,8017-16-1,如有不适感，就医
3399,8030-30-6,提起眼睑，用流动清水或生理盐水冲洗
3400,8030-30-6,如有不适感，就医
3401,8032-32-4,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
3402,8032-32-4,如有不适感，就医
3403,81-20-9,提起眼睑，用流动清水或生理盐水冲洗
3404,81-20-9,如有不适感，就医
3405,81-84-5,提起眼睑，用流动清水或生理盐水冲洗
3406,81-84-5,就医
3407,814-49-3,提起眼睑，用流动清水或生理盐水冲洗
3408,814-49-3,就医
3409,814-78-8,提起眼睑，用流动清水或生理盐水冲洗
3410,814-78-8,就医
3411,818-08-6,提起眼睑，用流动清水或生理盐水冲洗
3412,818-08-6,就医
3413,82-66-6,提起眼睑，用流动清水或生理盐水冲洗
