,CAS,皮肤接触
2719,7632-00-0,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2720,7632-00-0,如有不适感，就医
2721,7637-07-2,立即脱去污染的衣着，用大量流动清水冲洗
2722,7637-07-2,如有不适感，就医
2723,764-13-6,脱去污染的衣着，用大量流动清水冲洗
2724,764-35-2,脱去污染的衣着，用流动清水冲洗
2725,764-41-0,立即脱去污染的衣着，用大量流动清水冲洗
2726,764-41-0,就医
2727,7645-25-2,立即脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2728,7645-25-2,如有不适感，就医
2729,7646-69-7,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2730,7646-69-7,如有不适感，就医
2731,7646-78-8,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2732,7646-78-8,如有不适感，就医
2733,7646-79-9,脱去污染的衣着，用大量流动清水冲洗
2734,7646-85-7,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
2735,7646-85-7,就医
2736,7646-93-7,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
2737,7646-93-7,就医
2738,7647-01-0,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2739,7647-01-0,如有不适感，就医
2740,7647-18-9,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2741,7647-18-9,如有不适感，就医
2742,7647-19-0,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2743,7647-19-0,如有不适感，就医
2744,765-34-4,立即脱去污染的衣着，用大量流动清水冲洗
2745,765-34-4,就医
2746,766-09-6,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2747,766-09-6,如有不适感，就医
2748,766-15-4,脱去污染的衣着，用流动清水冲洗
2749,7664-38-2,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2750,7664-38-2,如有不适感，就医
2751,7664-39-3,立即脱去污染的衣着，用氯化钙溶液和大量流动清水冲洗20～30min
2752,7664-39-3,就医
2753,7664-41-7,立即脱去污染的衣着，应用2%硼酸液或大量清水彻底冲洗
2754,7664-41-7,如有不适感，就医
2755,7664-93-9,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2756,7664-93-9,就医
2757,768-56-9,Remove and isolate contaminated clothing and shoes. Wash skin with soap and water. Flush with running water for at least 20 minutes
2758,7681-38-1,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
2759,7681-38-1,就医
2760,7681-49-4,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2761,7681-49-4,如有不适感，就医
2762,7681-52-9,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2763,7681-52-9,如有不适感，就医
2764,7681-55-2,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2765,7681-55-2,如有不适感，就医
2766,7693-26-7,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2767,7693-26-7,如有不适感，就医
2768,7697-37-2,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2769,7697-37-2,如有不适感，就医
2770,77-47-4,脱去污染的衣着，用大量流动清水冲洗
2771,77-58-7,脱去污染的衣着，用大量流动清水冲洗
2772,77-73-6,脱去污染的衣着，用流动清水冲洗
2773,77-74-7,脱去污染的衣着，用大量流动清水冲洗
2774,77-75-8,脱去污染的衣着，用大量流动清水冲洗
2775,77-76-9,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2776,77-76-9,如有不适感，就医
2777,77-77-0,"染毒的服装或脱去,或剪去染毒部分,皮肤和伤口接触后应迅速以软纸、布、手帕等物轻轻吸去,继以肥皂水涂抹、清水冲洗15分钟,而后擦干"
2778,77-78-1,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2779,77-78-1,如有不适感，就医
2780,77-98-5,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
2781,77-98-5,就医
2782,7700-17-6,立即脱去污染的衣着，用肥皂水及流动清水彻底冲洗污染的皮肤、头发、指甲等
2783,7700-17-6,就医
2784,7704-34-9,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2785,7704-34-9,如有不适感，就医
2786,7704-98-5,脱去污染的衣着，用大量流动清水冲洗
2787,7704-99-6,脱去污染的衣着，用大量流动清水冲洗
2788,7705-07-9,立即脱去污染的衣着，尽快用软纸或棉花擦去毒物，然后用水冲洗
2789,7705-07-9,如有不适感，就医
2790,7705-08-0,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2791,7705-08-0,如有不适感，就医
2792,7718-54-9,脱去污染的衣着，用大量流动清水冲洗
2793,7718-98-1,立即脱去污染的衣着，用大量流动清水冲洗
2794,7718-98-1,就医
2795,7719-09-7,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2796,7719-09-7,如有不适感，就医
2797,7719-12-2,立即脱去污染的衣着，立即用清洁棉花或布等吸去液体
2798,7719-12-2,用大量流动清水冲洗
2799,7719-12-2,如有不适感，就医
2800,7721-01-9,脱去污染的衣着，用大量流动清水冲洗
2801,7722-64-7,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2802,7722-64-7,如有不适感，就医
2803,7722-84-1,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2804,7722-84-1,如有不适感，就医
2805,7723-14-0,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2806,7723-14-0,如有不适感，就医
2807,7726-95-6,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2808,7726-95-6,如有不适感，就医
2809,7727-15-3,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2810,7727-15-3,如有不适感，就医
2811,7727-18-6,立即脱去污染的衣着，用大量流动清水冲洗
2812,7727-18-6,就医
2813,7727-21-1,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2814,7727-21-1,如有不适感，就医
2815,7727-37-9,如果发生冻伤：将患部浸泡于保持在38～42℃的温水中复温
2816,7727-37-9,不要涂擦
2817,7727-37-9,不要使用热水或辐射热
2818,7727-37-9,使用清洁、干燥的敷料包扎
2819,7727-37-9,如有不适感，就医
2820,7727-54-0,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2821,7727-54-0,如有不适感，就医
2822,7757-79-1,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2823,7757-79-1,如有不适感，就医
2824,7758-01-2,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2825,7758-01-2,如有不适感，就医
2826,7758-05-6,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2827,7758-05-6,如有不适感，就医
2828,7758-09-0,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2829,7758-09-0,如有不适感，就医
2830,7758-97-6,脱去污染的衣着，用大量流动清水冲洗
2831,776-74-9,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
2832,776-74-9,就医
2833,7761-88-8,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2834,7761-88-8,如有不适感，就医
2835,7774-29-0,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2836,7774-29-0,如有不适感，就医
2837,7775-09-9,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2838,7775-09-9,如有不适感，就医
2839,7775-11-3,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
2840,7775-11-3,就医
2841,7775-14-6,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2842,7775-14-6,如有不适感，就医
2843,7775-27-1,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2844,7775-27-1,如有不适感，就医
2845,7778-39-4,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2846,7778-39-4,如有不适感，就医
2847,7778-43-0,立即脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2848,7778-43-0,如有不适感，就医
2849,7778-44-1,立即脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2850,7778-44-1,如有不适感，就医
2851,7778-50-9,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2852,7778-50-9,如有不适感，就医
2853,7778-54-3,立即脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2854,7778-54-3,如有不适感，就医
2855,7778-74-7,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2856,7778-74-7,如有不适感，就医
2857,7779-88-6,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2858,7779-88-6,如有不适感，就医
2859,7782-41-4,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2860,7782-41-4,如有不适感，就医
2861,7782-44-7,如果发生冻伤：将患部浸泡于保持在38～42℃的温水中复温
2862,7782-44-7,不要涂擦
2863,7782-44-7,不要使用热水或辐射热
2864,7782-44-7,使用清洁、干燥的敷料包扎
2865,7782-44-7,就医
2866,7782-50-5,立即脱去污染的衣着，用大量流动清水冲洗
2867,7782-50-5,如有不适感，就医
2868,7782-68-5,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2869,7782-68-5,如有不适感，就医
2870,7782-82-3,"马上 用 水 和 肥 皂 进 行 彻 底 的 冲 洗.
马上 寻 求 医 疗 的 建 议."
2871,7782-86-7,立即脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2872,7782-86-7,如有不适感，就医
2873,7782-89-0,立即脱去污染的衣着，用大量流动清水冲洗
2874,7782-89-0,就医
2875,7782-99-2,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2876,7782-99-2,如有不适感，就医
2877,7783-00-8,"马上 用 水 和 肥 皂 进 行 彻 底 的 冲 洗.
马上 寻 求 医 疗 的 建 议."
2878,7783-06-4,脱去污染衣着，用流动清水或肥皂水冲洗
2879,7783-08-6,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2880,7783-08-6,如有不适感，就医
2881,7783-33-7,立即脱去污染的衣着，用大量流动清水冲洗
2882,7783-33-7,就医
2883,7783-35-9,脱去污染的衣着，用大量流动清水冲洗
2884,7783-41-7,如果发生冻伤：将患部浸泡于保持在38～42℃的温水中复温
2885,7783-41-7,不要涂擦
2886,7783-41-7,不要使用热水或辐射热
2887,7783-41-7,使用清洁、干燥的敷料包扎
2888,7783-41-7,就医
2889,7783-46-2,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2890,7783-46-2,如有不适感，就医
2891,7783-49-5,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2892,7783-49-5,如有不适感，就医
2893,7783-54-2,不会通过该途径接触
2894,7783-55-3,立即脱去污染的衣着，用大量流动清水冲洗
2895,7783-55-3,就医
2896,7783-56-4,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2897,7783-56-4,如有不适感，就医
2898,7783-61-1,如果发生冻伤：将患部浸泡于保持在38～42℃的温水中复温
2899,7783-61-1,不要涂擦
2900,7783-61-1,不要使用热水或辐射热
2901,7783-61-1,使用清洁、干燥的敷料包扎
2902,7783-61-1,就医
2903,7783-64-4,脱去污染的衣着，用大量流动清水冲洗
2904,7783-66-6,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
2905,7783-66-6,就医
2906,7783-70-2,脱去污染的衣着，用大量流动清水冲洗
2907,7783-80-4,脱去污染的衣着，用大量流动清水冲洗
2908,7783-82-6,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
2909,7783-82-6,就医
2910,7783-89-3,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2911,7783-89-3,如有不适感，就医
2912,7783-92-8,脱去污染的衣着，用大量流动清水冲洗
2913,7783-93-9,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2914,7783-93-9,如有不适感，就医
2915,7783-97-3,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2916,7783-97-3,如有不适感，就医
2917,7784-21-6,脱去污染的衣着，用大量流动清水冲洗
2918,7784-27-2,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2919,7784-27-2,如有不适感，就医
2920,7784-33-0,立即脱去污染的衣着，用大量流动清水冲洗
2921,7784-33-0,就医
2922,7784-34-1,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2923,7784-34-1,如有不适感，就医
2924,7784-35-2,立即脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2925,7784-35-2,如有不适感，就医
2926,7784-42-1,如果发生冻伤：将患部浸泡于保持在38～42℃的温水中复温
2927,7784-42-1,不要涂擦
2928,7784-42-1,不要使用热水或辐射热
2929,7784-42-1,使用清洁、干燥的敷料包扎
2930,7784-42-1,就医
2931,7784-44-3,脱去污染的衣着，用大量流动清水冲洗
2932,7784-45-4,立即脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2933,7784-45-4,如有不适感，就医
2934,7784-46-5,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2935,7784-46-5,如有不适感，就医
2936,7786-34-7,立即脱去污染的衣着，用肥皂水及流动清水彻底冲洗污染的皮肤、头发、指甲等
2937,7786-34-7,就医
2938,7786-81-4,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2939,7787-32-8,立即脱去污染的衣着，用大量流动清水冲洗
2940,7787-32-8,就医
2941,7787-36-2,脱去污染的衣着，用大量流动清水冲洗
2942,7787-47-5,立即脱去污染的衣着，用大量流动清水冲洗
2943,7787-47-5,就医
2944,7787-62-4,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
2945,7787-62-4,就医
2946,7787-71-5,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
2947,7787-71-5,就医
2948,7788-97-8,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2949,7788-97-8,如有不适感，就医
2950,7789-00-6,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
2951,7789-00-6,就医
2952,7789-09-5,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2953,7789-09-5,如有不适感，就医
2954,7789-18-6,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2955,7789-18-6,如有不适感，就医
2956,7789-19-7,脱去污染的衣着，用大量流动清水冲洗
2957,7789-21-1,立即脱去污染的衣着，用氯化钙和大量流动清水冲洗20～30min
2958,7789-21-1,就医
2959,7789-23-3,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2960,7789-23-3,如有不适感，就医
2961,7789-24-4,立即脱去污染的衣着，用大量流动清水冲洗
2962,7789-24-4,就医
2963,7789-29-9,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
2964,7789-29-9,就医
2965,7789-30-2,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
2966,7789-30-2,就医
2967,7789-33-5,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
2968,7789-33-5,就医
2969,7789-36-8,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2970,7789-36-8,如有不适感，就医
2971,7789-38-0,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2972,7789-38-0,如有不适感，就医
2973,7789-40-4,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2974,7789-40-4,如有不适感，就医
2975,7789-47-1,脱去污染的衣着，用大量流动清水冲洗
2976,7789-58-4,立即脱去污染的衣着，用大量流动清水冲洗
2977,7789-58-4,就医
2978,7789-59-5,立即脱去污染的衣着，用大量流动清水冲洗
2979,7789-59-5,就医
2980,7789-60-8,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2981,7789-60-8,如有不适感，就医
2982,7789-61-9,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2983,7789-61-9,如有不适感，就医
2984,7789-67-5,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2985,7789-67-5,如有不适感，就医
2986,7789-69-7,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2987,7789-69-7,如有不适感，就医
2988,7789-78-8,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2989,7789-78-8,如有不适感，就医
2990,7789-80-2,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2991,7789-80-2,如有不适感，就医
2992,7790-21-8,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2993,7790-21-8,如有不适感，就医
2994,7790-28-5,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2995,7790-28-5,如有不适感，就医
2996,7790-30-9,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2997,7790-30-9,如有不适感，就医
2998,7790-37-6,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2999,7790-37-6,如有不适感，就医
3000,7790-47-8,立即脱去污染的衣着，用大量流动清水冲洗20～30min
3001,7790-47-8,如有不适感，就医
3002,7790-59-2,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
3003,7790-59-2,就医
3004,7790-69-4,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
3005,7790-69-4,如有不适感，就医
3006,7790-79-6,脱去污染的衣着，用大量流动清水冲洗
3007,7790-81-0,立即脱去污染的衣着，用大量流动清水冲洗20～30min
3008,7790-81-0,如有不适感，就医
3009,7790-91-2,脱去污染的衣着，用大量流动清水冲洗
3010,7790-94-5,立即脱去污染的衣着，用大量流动清水冲洗20～30min
3011,7790-94-5,如有不适感，就医
3012,7790-98-9,立即脱去污染的衣着，用大量流动清水冲洗20～30min
3013,7790-98-9,如有不适感，就医
3014,7790-99-0,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
3015,7790-99-0,就医
3016,7791-03-9,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
3017,7791-03-9,如有不适感，就医
3018,7791-10-8,脱去污染的衣着，用大量流动清水冲洗
3019,7791-12-0,立即脱去污染的衣着，用大量流动清水冲洗
3020,7791-12-0,就医
3021,7791-23-3,立即脱去污染的衣着，用大量流动清水冲洗20～30min
3022,7791-23-3,如有不适感，就医
3023,7791-25-5,立即脱去污染的衣着，用大量流动清水冲洗20～30min
3024,7791-25-5,如有不适感，就医
3025,7791-27-7,立即脱去污染的衣着，用大量流动清水冲洗
3026,7791-27-7,就医
3027,78-00-2,立即脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
3028,78-00-2,如有不适感，就医
3029,78-07-9,脱去污染的衣着，用流动清水冲洗
3030,78-10-4,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
3031,78-10-4,如有不适感，就医
3032,78-11-5,脱去污染的衣着，用流动清水冲洗
3033,78-18-2,立即脱去污染的衣着，用大量流动清水冲洗20～30min
3034,78-18-2,如有不适感，就医
3035,78-34-2,立即脱去污染的衣着，用肥皂水及流动清水彻底冲洗污染的皮肤、头发、指甲等
3036,78-34-2,就医
3037,78-53-5,立即脱去污染的衣着，用肥皂水及流动清水彻底冲洗污染的皮肤、头发、指甲等
3038,78-53-5,就医
3039,78-62-6,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
3040,78-62-6,如有不适感，就医
3041,78-63-7,脱去污染的衣着，用流动清水冲洗
3042,78-67-1,立即脱去污染的衣着，用流动清水或5%硫代硫酸钠溶液彻底冲洗
3043,78-67-1,就医
3044,78-75-1,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
3045,78-75-1,如有不适感，就医
3046,78-77-3,脱去污染的衣着，用大量流动清水冲洗
3047,78-78-4,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
3048,78-78-4,如有不适感，就医
3049,78-79-5,脱去污染的衣着，用大量流动清水冲洗20～30min
3050,78-79-5,如有不适感，就医
3051,78-80-8,脱去污染的衣着，用大量流动清水冲洗
3052,78-81-9,立即脱去污染的衣着，用大量流动清水冲洗20～30min
3053,78-81-9,如有不适感，就医
3054,78-82-0,立即脱去污染的衣着，用流动清水或5%硫代硫酸钠溶液彻底冲洗
3055,78-82-0,就医
3056,78-83-1,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
3057,78-83-1,如有不适感，就医
3058,78-84-2,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
3059,78-84-2,如有不适感，就医
3060,78-85-3,立即脱去污染的衣着，用大量流动清水冲洗
3061,78-85-3,就医
3062,78-86-4,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
3063,78-86-4,如有不适感，就医
3064,78-87-5,脱去污染的衣着，用流动清水冲洗
3065,78-88-6,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
3066,78-88-6,就医
3067,78-89-7,脱去污染的衣着，用大量流动清水冲洗
3068,78-90-0,立即脱去污染的衣着，用大量流动清水冲洗20～30min
3069,78-90-0,如有不适感，就医
3070,78-92-2,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
3071,78-92-2,如有不适感，就医
3072,78-93-3,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
3073,78-93-3,如有不适感，就医
3074,78-94-4,立即脱去污染的衣着，用大量流动清水冲洗20～30min
3075,78-94-4,如有不适感，就医
3076,78-95-5,脱去污染的衣着，用大量流动清水冲洗
3077,78-97-7,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
3078,78-97-7,就医
3079,7803-51-2,如果发生冻伤：将患部浸泡于保持在38～42℃的温水中复温
3080,7803-51-2,不要涂擦
3081,7803-51-2,不要使用热水或辐射热
3082,7803-51-2,使用清洁、干燥的敷料包扎
3083,7803-51-2,就医
3084,7803-52-3,用大量流动清水冲洗
3085,7803-52-3,如果发生冻伤：将患部浸泡于保持在38～42℃的温水中复温
3086,7803-52-3,不要涂擦
3087,7803-52-3,不要使用热水或辐射热
3088,7803-52-3,使用清洁、干燥的敷料包扎
3089,7803-52-3,如有不适感，就医
3090,7803-55-6,脱去污染的衣着，用大量流动清水冲洗
3091,786-19-6,立即脱去污染的衣着，用大量流动清水冲洗
3092,79-00-5,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
3093,79-00-5,如有不适感，就医
3094,79-01-6,立即脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
3095,79-01-6,如有不适感，就医
3096,79-03-8,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
3097,79-03-8,就医
3098,79-04-9,立即脱去污染的衣着，用大量流动清水冲洗20～30min
3099,79-04-9,如有不适感，就医
3100,79-06-1,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
3101,79-06-1,如有不适感，就医
3102,79-08-3,立即脱去污染的衣着，用大量流动清水冲洗20～30min
3103,79-08-3,如有不适感，就医
3104,79-09-4,立即脱去污染的衣着，用大量流动清水冲洗20～30min
3105,79-09-4,如有不适感，就医
3106,79-10-7,立即脱去污染的衣着，用大量流动清水冲洗20～30min
3107,79-10-7,如有不适感，就医
3108,79-11-8,立即脱去污染的衣着，用大量流动清水冲洗20～30min
3109,79-11-8,如有不适感，就医
3110,79-20-9,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
3111,79-20-9,如有不适感，就医
3112,79-21-0,立即脱去污染的衣着，用大量流动清水冲洗20～30min
3113,79-21-0,如有不适感，就医
3114,79-22-1,立即脱去污染的衣着，用大量流动清水冲洗20～30min
3115,79-22-1,如有不适感，就医
3116,79-24-3,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
3117,79-24-3,如有不适感，就医
3118,79-27-6,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
3119,79-27-6,如有不适感，就医
3120,79-29-8,脱去污染的衣着，用大量流动清水冲洗
3121,79-30-1,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
3122,79-30-1,就医
3123,79-31-2,立即脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
3124,79-31-2,如有不适感，就医
3125,79-34-5,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
3126,79-34-5,如有不适感，就医
3127,79-36-7,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
3128,79-36-7,就医
3129,79-41-4,立即脱去污染的衣着，用大量流动清水冲洗20～30min
3130,79-41-4,如有不适感，就医
3131,79-43-6,立即脱去污染的衣着，用大量流动清水冲洗20～30min
3132,79-43-6,如有不适感，就医
3133,79-46-9,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
3134,79-46-9,如有不适感，就医
3135,79-52-7,脱去污染的衣着，用肥皂水及清水彻底冲洗
3136,79-92-5,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
3137,79-92-5,如有不适感，就医
3138,80-10-4,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
3139,80-10-4,就医
3140,80-12-6,"染毒的服装或脱去,或剪去染毒部分,皮肤和伤口接触后应迅速以软纸、布、手帕等物轻轻吸去,继以肥皂水涂抹、清水冲洗15分钟,而后擦干"
3141,80-15-9,立即脱去污染的衣着，用大量流动清水冲洗
3142,80-15-9,就医
3143,80-17-1,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
3144,80-17-1,如有不适感，就医
3145,80-51-3,Remove and isolate contaminated clothing and shoes. Remove material from skin immediately. Immediately flush with running water for at least 20 minutes.
3146,80-55-7,脱去污染的衣着，用流动清水冲洗
3147,80-56-8,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
3148,80-56-8,如有不适感，就医
3149,80-62-6,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
3150,80-62-6,如有不适感，就医
3151,8001-35-2,脱去污染的衣着，用大量流动清水冲洗
3152,8006-64-2,用大量流动清水冲洗
3153,8006-64-2,用肥皂水和清水彻底冲洗皮肤
3154,8006-64-2,如有不适感，就医
3155,8014-95-7,立即脱去污染的衣着，用大量流动清水冲洗20～30min
3156,8014-95-7,如有不适感，就医
3157,8017-16-1,立即脱去污染的衣着，用大量流动清水冲洗20～30min
3158,8017-16-1,如有不适感，就医
3159,8030-30-6,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
3160,8030-30-6,如有不适感，就医
3161,8032-32-4,立即脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
3162,8032-32-4,如有不适感，就医
3163,81-20-9,立即脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
3164,81-20-9,如有不适感，就医
3165,81-84-5,脱去污染的衣着，用大量流动清水冲洗
3166,814-49-3,"染毒的服装或脱去,或剪去染毒部分,皮肤和伤口接触后应迅速以软纸、布、手帕等物轻轻吸去,继以肥皂水涂抹、清水冲洗15分钟,而后擦干"
3167,814-78-8,立即脱去污染的衣着，用大量流动清水冲洗
3168,814-78-8,就医
3169,818-08-6,脱去污染的衣着，用大量流动清水冲洗
3170,82-66-6,立即脱去污染的衣着，用大量流动清水冲洗
3171,82-66-6,就医
3172,82-68-8,脱去污染的衣着，用大量流动清水冲洗
3173,82-71-3,脱去污染的衣着，用流动清水冲洗
3174,822-06-0,立即脱去污染的衣着，用大量流动清水冲洗
3175,822-06-0,就医
3176,823-40-5,Flush skin with plenty of soap and water for at least 15 minutes while removing contaminated clothing and shoes.
3177,824-72-6,立即脱去污染的衣着，用大量流动清水冲洗
3178,824-72-6,就医
3179,824-78-2,脱去污染的衣着，用大量流动清水冲洗
3180,83-26-1,脱去污染的衣着，用大量流动清水冲洗
3181,83-32-9,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
3182,83-32-9,如有不适感，就医
3183,83-41-0,立即脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
3184,83-41-0,如有不适感，就医
3185,84-58-2,脱去污染的衣着，用大量流动清水冲洗
3186,84-69-5,脱去污染的衣着，用流动清水冲洗
3187,85-41-6,立即脱去污染的衣着，用大量流动清水冲洗
3188,85-41-6,就医
3189,85-44-9,立即脱去污染的衣着，用大量流动清水冲洗20～30min
3190,85-44-9,如有不适感，就医
3191,86-00-0,脱去污染的衣着，用流动清水冲洗
3192,86-30-6,脱去污染的衣着，用大量流动清水冲洗
3193,86-50-0,立即脱去污染的衣着，用肥皂水及流动清水彻底冲洗污染的皮肤、头发、指甲等
3194,86-50-0,就医
3195,86-53-3,立即脱去污染的衣着，用大量流动清水冲洗
3196,86-53-3,就医
3197,86-57-7,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
3198,86-57-7,如有不适感，就医
3199,86-74-8,立即脱去污染的衣着，用大量流动清水冲洗
3200,86-74-8,就医
