,CAS,健康危害
4222,75-86-5,一般接触４－５分钟后出现症状，早期中毒症状有无力、头昏、头痛、胸闷、心悸、恶心、呕吐和食欲减退，严重者可致死
4223,75-86-5,可引起皮炎
4224,75-87-6,本品对皮肤和黏膜有强烈的刺激作用
4225,75-87-6,对动物全身毒作用较强，引起麻醉作用
4226,75-87-6,表现有短期兴奋，继而抑制、共济失调、侧倒、麻醉、死亡
4227,75-87-6,大鼠长期接触其蒸气，可导致发育迟滞，中枢神经系统功能紊乱，低血压倾向，肝、肾及脾脏损害，支气管炎等
4228,75-88-7,本品属多氟烷烃
4229,75-88-7,多氟烷烃的主要毒作用为麻醉作用；高浓度使空气中氧分压降低，可致缺氧性窒息
4230,75-88-7,皮肤直接接触液态本品，可引起冻伤
4231,75-89-8,动物试验急性中毒出现呕吐、腹泻、嗜睡、震颤、呼吸困难
4232,75-89-8,致死原因多为对中枢神经系统的直接抑制作用
4233,75-91-2,对眼睛、皮肤、黏膜及呼吸道有刺激作用
4234,75-91-2,吸入后可引起烧灼感、咳嗽、喘息、气短、头痛、恶心及呕吐等
4235,75-91-2,可引起过敏反应
4236,75-94-5,氯硅烷类单体对眼、上呼吸道黏膜有强烈刺激性
4237,75-94-5,局部可出现充血、水肿，甚至坏死
4238,75-94-5,长时间接触高浓度，可引起鼻黏膜萎缩、支气管炎、肺充血和肺水肿
4239,75-94-5,黏膜和皮肤接触其液体，可致灼伤
4240,75-96-7,本品对黏膜、上呼吸道、眼睛和皮肤有强烈刺激性
4241,75-97-8,酮类物质对眼和呼吸道有刺激作用，吸入高浓度或延长接触时间，可产生麻醉作用
4242,75-97-8,皮肤长期反复接触可引起脱脂和皮炎
4243,7521-80-4,本品为具腐蚀性的毒物
4244,7521-80-4,蒸气对皮肤、粘膜有刺激性、腐蚀性
4245,7521-80-4,遇水或水蒸气发生剧烈反应释出有毒性的腐蚀性氯化氢烟雾，遇热放出高毒的氯气烟雾
4246,7550-45-0,吸入本品烟雾，引起上呼吸道黏膜强烈刺激症状
4247,7550-45-0,轻度中毒有喘息性支气管炎症状；严重者出现呼吸困难，呼吸和脉搏加快，体温升高，咳嗽，咯痰等，可发展成肺水肿
4248,7550-45-0,皮肤直接接触其液体，可引起严重灼伤，治愈后可见有黄色色素沉着
4249,757-58-4,抑制胆碱酯酶活性
4250,757-58-4,中毒后胆碱酯酶活性下降，出现头晕、眼花、无力、恶心、呕吐、多汗、流涎、瞳孔缩小，重者肌肉痉挛、昏迷、呼吸困难、肺水肿等
4251,7578-36-1,对眼睛、皮肤、粘膜有强腐蚀性
4252,7578-36-1,误服会中毒
4253,7578-36-1,能严重灼伤皮肤、眼睛和粘膜
4254,12136-45-7,对皮肤黏膜有强烈的刺激与腐蚀作用
4255,12136-45-7,吸入后引起喷嚏、咳嗽、呼吸困难、支气管炎
4256,12136-45-7,可引起鼻中隔穿孔
4257,12136-45-7,眼接触可致结膜炎或灼伤
4258,12136-45-7,可致皮肤灼伤
4259,12136-45-7,口服中毒出现无力、眩晕、视力模糊、恶心、呕吐等，重者昏迷、抽搐或精神障碍
4260,76-01-7,本品具有麻醉作用，对眼睛和呼吸道黏膜有刺激作用，并可引起肺、肝、肾损害
4261,76-02-8,对眼睛、皮肤、粘膜有强烈刺激性
4262,76-02-8,吸入可引起喉、支气管炎症、化学性肺炎、肺水肿
4263,76-02-8,接触可引起烧灼感、气短、头痛、恶心、呕吐、哮喘、过敏反应
4264,76-03-9,吸入本品粉尘对呼吸道有刺激作用，可引起咳嗽、胸痛和中枢神经系统抑制
4265,76-03-9,眼直接接触可造成严重损害，重者可导致失明
4266,76-03-9,皮肤接触可致严重的化学性灼伤
4267,76-03-9,口服灼伤口腔和消化道，出现剧烈腹痛、呕吐和虚脱
4268,76-05-1,接触部位出现刺激和灼伤
4269,76-06-2,蒸气强烈刺激眼和肺，具有全身毒作用
4270,76-06-2,损害中、小支气管，导致中毒性肺炎和肺水肿急性中毒出现眼与咽喉部刺激症状、头痛、恶心、呕吐、腹痛、呼吸困难、心悸、气促、胸部紧束感等
4271,76-06-2,严重者发生肺水肿，往往由于肺水肿而致死
4272,76-06-2,可引起角膜炎和虹膜炎
4273,76-06-2,皮肤接触可致灼伤
4274,76-13-1,长时间接触有麻醉作用
4275,76-13-1,对眼和皮肤有刺激性
4276,76-13-1,国外有因职业性接触本品引起死亡的病例，死因为心律紊乱
4277,76-14-2,本品有轻度刺激性，蒸气对中枢神经系统有一过性轻度抑制作用
4278,76-14-2,可引起皮肤冻伤
4279,76-15-3,吸入高浓度本品，有可能引起心律不齐、昏迷，甚至死亡
4280,76-15-3,接触本品液体可致冻伤
4281,76-16-4,本品可引起快速窒息
4282,76-16-4,接触后引起头痛、恶心和眩晕
4283,76-19-7,吸入高浓度本品气体有麻醉作用
4284,76-44-8,接触七氯的工人可有皮肤轻度搔痒及发红、头痛、恶心、食欲减退、脉搏稍慢、血压轻度下降等
4285,76-86-8,氯硅烷类单体对眼、上呼吸道粘膜有强烈刺激性
4286,76-86-8,局部可出现充血、水肿，甚至坏死
4287,76-86-8,长时间接触高浓度，可引起鼻粘膜萎缩、支气管炎、肺充血和肺水肿
4288,76-86-8,可致眼和皮肤灼伤
4289,76-87-9,本品为中等毒杀菌剂
4290,76-87-9,对眼睛有强烈刺激作用
4291,76-87-9,中毒症状有剧烈头痛、恶心、呕吐重者可有嗜睡，甚至昏迷
4292,760-20-3,吸入或误服本品有害
4293,760-20-3,对眼睛、皮肤和粘膜有刺激性
4294,760-20-3,接触后可引起咳嗽、喉炎、头痛、恶心、呕吐和气短等
4295,760-21-4,对眼睛、皮肤、粘膜和上呼吸道有刺激作用
4296,7601-89-0,本品对皮肤、黏膜有强烈刺激性
4297,7601-90-3,本品有强烈腐蚀性
4298,7601-90-3,皮肤黏膜接触、误服或吸入后，引起强烈刺激症状
4299,7616-94-6,实验动物急性中毒时见高铁血红蛋白血症，引起缺氧，出现紫绀
4300,763-29-1,蒸气或雾对眼、粘膜和上呼吸道有刺激性，接触后出现烧灼感、咳嗽、喘息、喉炎、气短、头痛、恶心和呕吐
4301,7631-90-5,对皮肤、眼、呼吸道有刺激性，可引起过敏反应
4302,7631-90-5,可引起角膜损害，导致失明
4303,7631-90-5,可引起哮喘；大量口服引起恶心、腹痛、腹泻、循环衰竭、中枢神经抑制
4304,7631-99-4,对皮肤、黏膜有刺激性
4305,7631-99-4,大量口服中毒时，患者剧烈腹痛、呕吐、血便、休克、全身抽搐、昏迷，甚至死亡
4306,7632-00-0,毒作用为麻痹血管运动中枢、呼吸中枢及周围血管；形成高铁血红蛋白
4307,7632-00-0,急性中毒表现为全身无力、头痛、头晕、恶心、呕吐、腹泻、胸部紧迫感以及呼吸困难；检查见皮肤黏膜明显紫绀
4308,7632-00-0,严重者血压下降、昏迷、死亡
4309,7632-00-0,接触工人手、足部皮肤可发生损害
4310,7637-07-2,急性中毒主要症状有干咳、气急、胸闷、胸部紧迫感；部分患者出现恶心、食欲减退、流涎；吸入量多时，有震颤及抽搐，亦可引起肺炎
4311,7637-07-2,皮肤接触可致灼伤
4312,764-13-6,吸入、摄入或经皮肤吸收对身体有害
4313,764-13-6,蒸气或雾对眼、粘膜和上呼吸道有刺激性，对皮肤有刺激性
4314,764-35-2,吸入、摄入或经皮肤吸收后对身体能有害
4315,764-35-2,蒸气和液体有轻度刺激性
4316,764-41-0,吸入、摄入或经皮肤吸收对身体有害；对眼睛、皮肤、粘膜和呼吸道有强烈刺激作用；吸入后可因咽喉、支气管的痉挛、水肿、炎症，化学性肺炎或肺水肿而死
4317,764-41-0,中毒表现有烧灼感、咳嗽、喘息、喉炎、气短、头痛、恶心和呕吐
4318,7645-25-2,同时具有铅和砷的毒性，但通常以砷的毒作用表现为突出
4319,7645-25-2,急性中毒表现有恶心、呕吐、腹痛、腹泻、肌肉痉挛、兴奋、定向力障碍等
4320,7645-25-2,皮肤接触引起接触性皮炎
4321,7645-25-2,慢性影响：厌食、体重减轻、全身无力、面色苍白、腹痛
4322,7645-25-2,可能发生肝、肾损害及鼻中隔穿孔
4323,7645-25-2,长期皮肤接触可引起弥漫性色素沉着及手、脚掌皮肤过度角化
4324,7645-25-2,砷和砷化合物为对人致癌物，可引起肺癌、皮肤癌
4325,7646-69-7,对眼和呼吸道有刺激性
4326,7646-69-7,皮肤直接接触引起灼伤
4327,7646-69-7,误服造成消化道灼伤
4328,7646-78-8,对眼睛、皮肤、黏膜和呼吸道有强烈的刺激作用
4329,7646-79-9,吸入本品粉尘对呼吸道有刺激性
4330,7646-79-9,长期吸入引起严重肺疾患
4331,7646-79-9,对敏感个体，吸入本品粉尘可致肺部阻塞性病变，出现气短等症状
4332,7646-79-9,粉尘对眼有刺激性，长期接触可致眼损害
4333,7646-79-9,对皮肤有致敏性，可致皮炎
4334,7646-79-9,摄入引起恶心、呕吐、腹泻；大量摄入引起急性中毒，引起血液、甲状腺和胰脏损害
4335,7646-85-7,本品有刺激和腐蚀作用
4336,7646-85-7,吸入氯化锌烟雾可引起支气管肺炎
4337,7646-85-7,高浓度吸入可致死
4338,7646-85-7,患者表现有呼吸困难、胸部紧束感、胸骨后疼痛、咳嗽等
4339,7646-85-7,眼接触可致结膜炎或灼伤
4340,7646-85-7,可引起皮肤刺激和烧灼，皮肤上出现“鸟眼”型溃疡
4341,7646-85-7,口服腐蚀口腔和消化道，严重者可致死
4342,7646-93-7,吸入、摄入或经皮吸收有害
4343,7646-93-7,对眼睛、皮肤和粘膜有强烈刺激和腐蚀性
4344,7646-93-7,吸入可引起喉、支气管炎、肺炎、肺水肿
4345,7646-93-7,接触后引起头痛、恶心、呕吐、咳嗽等
4346,7647-01-0,接触其蒸气或雾，可引起急性中毒，出现眼结膜炎，鼻及口腔黏膜有烧灼感，鼻衄，齿龈出血，气管炎等
4347,7647-01-0,误服可引起消化道灼伤、溃疡形成，有可能引起胃穿孔、腹膜炎等
4348,7647-01-0,眼和皮肤接触可致灼伤
4349,7647-01-0,慢性影响：长期接触，引起慢性鼻炎、慢性支气管炎、牙齿酸蚀症及皮肤损害
4350,7647-18-9,对眼睛、皮肤、黏膜和呼吸道有强烈的刺激作用
4351,7647-18-9,吸入可引起喉、支气管的炎症，化学性肺炎，肺水肿
4352,7647-19-0,本品遇水分解为磷酸和磷化氢
4353,7647-19-0,对皮肤、眼睛、黏膜有强烈刺激作用，吸入后可引起呼吸道炎症，严重者出现肺水肿
4354,765-34-4,蒸气对眼及呼吸道有刺激性
4355,765-34-4,对皮肤有明显刺激作用
4356,765-34-4,少数病例有过敏反应
4357,766-09-6,蒸气或雾对眼、上呼吸道有刺激性
4358,766-09-6,对皮肤有刺激性
4359,766-15-4,本品对眼睛、呼吸道粘膜有刺激作用
4360,766-15-4,急性中毒时，可有头痛、腹痛、咳嗽、乏力、喘息、紫绀、多汗等
4361,7664-38-2,蒸气或雾对眼、鼻、喉有刺激性
4362,7664-38-2,口服液体可引起恶心、呕吐、腹痛、血便或休克
4363,7664-38-2,皮肤或眼接触可致灼伤
4364,7664-38-2,慢性影响：鼻黏膜萎缩、鼻中隔穿孔
4365,7664-38-2,长期反复皮肤接触，可引起皮肤刺激
4366,7664-39-3,对呼吸道黏膜及皮肤有强烈的刺激和腐蚀作用
4367,7664-39-3,急性中毒：吸入较高浓度氟化氢，可引起眼及呼吸道黏膜刺激症状，严重者可发生支气管炎、肺炎或肺水肿，甚至发生反射性窒息
4368,7664-39-3,眼接触局部剧烈疼痛，重者角膜损伤，甚至发生穿孔
4369,7664-39-3,氟化氢极易溶入水，其溶液即为氢氟酸
4370,7664-39-3,氢氟酸皮肤灼伤初期皮肤潮红、干燥
4371,7664-39-3,刨面苍白，坏死，继而呈紫黑色或灰黑色
4372,7664-39-3,深部灼伤或处理不当时，可形成难以愈合的深溃疡，损及骨膜和骨质
4373,7664-39-3,本品灼伤疼痛剧烈
4374,7664-39-3,慢性影响：眼和上呼吸道刺激症状，或有鼻衄，嗅觉减退
4375,7664-39-3,可有牙齿酸蚀症
4376,7664-39-3,骨骼X线异常与工业性氟病相比少见
4377,7664-41-7,低浓度氨对黏膜有刺激作用，高浓度可造成组织溶解坏死
4378,7664-41-7,轻度中毒者出现流泪、咽痛、声音嘶哑、咳嗽、咯痰等；眼结膜、鼻黏膜、咽部充血、水肿；胸部X线征象符合支气管炎或支气管周围炎
4379,7664-41-7,中度中毒上述症状加剧，出现呼吸困难、紫绀；胸部X线征象符合肺炎或间质性肺炎
4380,7664-41-7,重度中毒发生中毒性肺水肿，或有呼吸窘迫综合征，患者剧烈咳嗽、咯大量粉红色泡沫痰、呼吸窘迫、谵妄、昏迷、休克等
4381,7664-41-7,可发生喉头水肿或支气管黏膜坏死脱落窒息
4382,7664-41-7,可并发气胸或纵隔气肿
4383,7664-41-7,高浓度氨可引起反射性呼吸停止
4384,7664-41-7,液氨或高浓度氨可致眼灼伤；液氨可致皮肤灼伤
4385,7664-93-9,对皮肤、黏膜等组织有强烈的刺激和腐蚀作用
4386,7664-93-9,蒸气或雾可引起结膜炎、结膜水肿、角膜混浊，以致失明；引起呼吸道刺激，重者发生呼吸困难和肺水肿；高浓度引起喉痉挛或声门水肿而窒息死亡
4387,7664-93-9,口服后引起消化道灼伤以致溃疡形成；严重者可能有胃穿孔、腹膜炎、肾损害、休克等
4388,7664-93-9,皮肤灼伤轻者出现红斑、重者形成溃疡，愈后癍痕收缩影响功能
4389,7664-93-9,溅入眼内可造成灼伤，甚至角膜穿孔、全眼炎以至失明
4390,7664-93-9,慢性影响：牙齿酸蚀症、慢性支气管炎、肺气肿和肺硬化
4391,768-56-9,Inhalation:Vapors may cause dizziness or suffocation. May cause irritation or burns.Skin:May cause irritation or burns.Eyes:See Skin.
4392,7681-38-1,本品对眼睛、皮肤、粘膜和上呼吸道具强烈刺激作用和腐蚀性
4393,7681-49-4,急性中毒：多为误服所致
4394,7681-49-4,服后立即出现剧烈恶心、呕吐、腹痛、腹泻，重者休克、呼吸困难、紫绀
4395,7681-49-4,如不及时抢救可致死亡
4396,7681-49-4,部分患者出现荨麻疹，吞咽肌麻痹，手足抽搐或四肢肌肉痉挛
4397,7681-49-4,短期内吸入大量本品粉尘，引起呼吸道刺激症状，并伴有头昏、头痛、无力及消化道症状
4398,7681-49-4,慢性影响：长期较高浓度吸入可引起氟骨症
4399,7681-49-4,可致皮炎，重者出现溃疡或大疱
4400,7681-52-9,对皮肤、黏膜有较强的刺激作用
4401,7681-52-9,吸入次氯酸气雾可引起呼吸道反应，甚至发生肺水肿
4402,7681-52-9,大量口服腐蚀消化道，可产生高铁血红蛋白血症
4403,7681-55-2,对眼睛、上呼吸道、黏膜和皮肤有刺激性
4404,7693-26-7,本品对黏膜、呼吸道、眼和皮肤有强烈的刺激性
4405,7697-37-2,吸入硝酸气雾产生呼吸道刺激作用，可引起急性肺水肿
4406,7697-37-2,口服引起腹部剧痛，严重者可有胃穿孔、腹膜炎、喉痉挛、肾损害、休克以及窒息
4407,7697-37-2,眼和皮肤接触引起灼伤
4408,7697-37-2,慢性影响：长期接触可引起牙齿酸蚀症
4409,77-47-4,对粘膜和皮肤有明显刺激性
4410,77-47-4,吸入高浓度本品蒸气可致化学性肺炎、肺水肿
4411,77-47-4,皮肤接触可发生皮炎
4412,77-47-4,长期吸入可能引起肝、肾损害
4413,77-58-7,"急性中毒时主要表现为中枢神经系统症状,有头痛、头晕、乏力、精神萎靡、恶心等"
4414,77-58-7,长期接触可引起神经衰弱综合征
4415,77-58-7,对皮肤可致接触性皮炎和过敏性皮炎
4416,77-73-6,接触高浓度本品蒸气有刺激和麻醉作用，引起眼、鼻、喉和肺刺激，头痛、头晕及其他中枢神经系统症状
4417,77-73-6,有可能引起肝、肾损害
4418,77-73-6,长期反复皮肤接触可致皮肤损害
4419,77-74-7,本品对眼睛、皮肤有刺激作用
4420,77-74-7,未见有关中毒报道，可能其毒性与其他己醇异构物相似
4421,77-75-8,吸入、摄入或经皮肤吸收后对身体有害
4422,77-75-8,对皮肤、眼睛具有刺激作用
4423,77-76-9,本品对眼睛、皮肤、黏膜和上呼吸道有刺激性
4424,77-76-9,吸入具有麻醉作用
4425,77-77-0,对眼睛、皮肤有刺激作用；吸入、摄入或经皮肤吸收后可能致死
4426,77-78-1,本品对黏膜和皮肤有强烈的刺激作用急性中毒：短期内大量吸入，初始仅有眼和上呼吸道刺激症状
4427,77-78-1,经数小时至24h，刺激症状加重，可有畏光、流泪、结膜充血、眼睑水肿或痉挛、咳嗽、胸闷、气急、紫绀；可发生喉头水肿或支气管黏膜脱落致窒息，肺水肿，成人呼吸窘迫征；并可并发皮下气肿、气胸、纵隔气肿
4428,77-78-1,误服灼伤消化道；可致眼、皮肤灼伤
4429,77-78-1,慢性影响：长期接触低浓度，可有眼和上呼吸道刺激
4430,77-98-5,本品呈强碱性
4431,77-98-5,腐蚀性强
4432,77-98-5,对皮肤、眼睛和粘膜有刺激性和腐蚀性
4433,77-98-5,吸入、可引起喉、支气管炎症、痉挛，化学性肺炎及肺水肿等
4434,7700-17-6,能抑制胆碱酯酶活性
4435,7700-17-6,中毒可引起头痛、头晕、腹痛、瞳孔缩小、视力模糊、肌肉震颤
4436,7700-17-6,口服中毒者发病快，常有昏迷、抽搐和肺水肿，消化道刺激症状明显
4437,7704-34-9,因其能在肠内部分转化为硫化氢而被吸收，故大量口服可致硫化氢中毒
4438,7704-34-9,急性硫化氢中毒的全身毒作用表现为中枢神经系统症状，有头痛、头晕、乏力、呕吐、共济失调、昏迷等
4439,7704-34-9,本品可引起眼结膜炎、皮肤湿疹
4440,7704-34-9,对皮肤有弱刺激性
4441,7704-34-9,生产中长期吸入硫粉尘一般无明显毒性作用
4442,7704-98-5,吸入、摄入有害
4443,7704-98-5,动物实验表明，长期接触可能发生肺纤维化，影响肺功能
4444,7704-99-6,本品具有刺激作用
4445,7704-99-6,目前，工业上未见有中毒病例报道
4446,7705-07-9,本品对黏膜、呼吸道、眼和皮肤有刺激性
4447,7705-08-0,吸入本品粉尘对整个呼吸道有强烈腐蚀作用，损害黏膜组织，引起化学性肺炎等
4448,7705-08-0,对眼有强烈腐蚀性，重者可导致失明
4449,7705-08-0,皮肤接触可致化学性灼伤
4450,7705-08-0,口服灼伤口腔和消化道，出现剧烈腹痛、呕吐和虚脱
4451,7705-08-0,慢性影响：长期口服有可能引起肝、肾损害
4452,7718-54-9,接触者可发生接触性皮炎或过敏性湿疹
4453,7718-54-9,吸入本品粉尘，可发生支气管炎或支气管肺炎、过敏性肺炎，并可发生肾上腺皮质功能不全
4454,7718-54-9,镍化合物属致癌物
4455,7718-98-1,摄入有毒
4456,7718-98-1,对眼睛、皮肤、粘膜有强烈的刺激作用
4457,7719-09-7,对眼和皮肤有强刺激性
4458,7719-12-2,三氯化磷在空气中可生成盐酸雾
4459,7719-12-2,对皮肤、黏膜有刺激腐蚀作用
4460,7719-12-2,短期内吸入大量蒸气可引起上呼吸道刺激症状，出现咽喉炎、支气管炎，严重者可发生喉头水肿致窒息、肺炎或肺水肿
4461,7719-12-2,皮肤及眼接触，可引起刺激症状或灼伤
4462,7719-12-2,严重眼灼伤可致失明
4463,7719-12-2,慢性影响：长期低浓度接触可引起眼及呼吸道刺激症状
4464,7719-12-2,可引起磷毒性口腔病
4465,7721-01-9,本品有毒
4466,7721-01-9,遇水能产生氯化氢，对皮肤和粘膜有刺激作用
4467,7722-64-7,吸入后可引起呼吸道损害
4468,7722-64-7,溅落眼睛内，刺激结膜，重者致灼伤
4469,7722-64-7,刺激皮肤
4470,7722-64-7,浓溶液或结晶对皮肤有腐蚀性
4471,7722-64-7,口服腐蚀口腔和消化道，出现口内烧灼感、上腹痛、恶心、呕吐、口咽肿胀等
4472,7722-64-7,口服剂量大者，口腔黏膜呈棕黑色、肿胀糜烂，剧烈腹痛，呕吐，血便，休克，最后死于循环衰竭
4473,7722-84-1,吸入本品蒸气或雾对呼吸道有强烈刺激性，一次大量吸入可引起肺炎或肺水肿
4474,7722-84-1,眼直接接触液体可致不可逆损伤甚至失明
4475,7722-84-1,口服中毒出现腹痛、胸口痛、呼吸困难、呕吐、一时性运动和感觉障碍、体温升高等
4476,7722-84-1,个别病例出现视力障碍、癫痫样痉挛、轻瘫
4477,7722-84-1,长期接触本品可致接触性皮炎
4478,7723-14-0,如制品不纯时可含少量黄磷，可致黄磷中毒
4479,7723-14-0,经常吸入红磷尘，可引起慢性磷中毒
4480,7726-95-6,对皮肤、黏膜有强烈刺激作用和腐蚀作用
4481,7726-95-6,吸入较低浓度，很快发生眼和呼吸道黏膜的刺激症状，并有头痛、眩晕、全身无力、胸部发紧、干咳、恶心和呕吐等症状；吸入高浓度时有剧咳、呼吸困难、哮喘
4482,7726-95-6,严重时可发生窒息、肺炎、肺水肿
4483,7726-95-6,可出现中枢神经系统症状
4484,7726-95-6,皮肤接触高浓度溴蒸气或液态溴可造成严重灼伤
4485,7726-95-6,长期吸入，除黏膜刺激症状外，还伴有神经衰弱综合征
4486,7727-15-3,对眼睛、黏膜、呼吸道和皮肤有强刺激性
4487,7727-15-3,可引起灼伤
4488,7727-18-6,对眼睛、皮肤、粘膜有刺激性和强腐蚀性
4489,7727-18-6,吸入可引起肺部损害
4490,7727-18-6,口服引起口腔、烟喉、胸部和胃部严重烧灼痛，以及呕吐、柏油样便
4491,7727-18-6,舌苔呈墨绿色
4492,7727-21-1,吸入本品粉尘对鼻、喉和呼吸道有刺激性，引起咳嗽及胸部不适
4493,7727-21-1,对眼有刺激性
4494,7727-21-1,吞咽刺激口腔及胃肠道，引起腹痛、恶心和呕吐慢性影响：过敏性体质者接触可发生皮疹
4495,7727-37-9,常压下氮气无毒
4496,7727-37-9,当作业环境中氮气浓度增高、氧气相对减少时，引起单纯性窒息作用
4497,7727-37-9,当氮浓度大于84%时，可出现头晕、头痛、眼花、恶心、呕吐、呼吸加快、脉率增加、血压升高、胸部压迫感，甚至失去知觉，出现阵发性痉挛、紫绀、瞳孔缩小等缺氧症状，如不及时脱离环境，可致死亡
4498,7727-37-9,氮麻醉出现一系列神经精神症状及共济失调，严重时出现昏迷
4499,7727-37-9,高压下氮气可引起减压病
4500,7727-37-9,液态氮具有低温作用，皮肤接触时可引起严重冻伤
4501,7727-54-0,对皮肤黏膜有刺激性和腐蚀性
4502,7727-54-0,吸入后引起鼻炎、喉炎、气短和咳嗽等
4503,7727-54-0,眼、皮肤接触可引起强烈刺激、疼痛，甚至发生灼伤
4504,7727-54-0,口服引起腹痛、恶心和呕吐
4505,7727-54-0,长期皮肤接触可引起变应性皮炎
4506,7757-79-1,吸入本品粉尘对呼吸道有刺激性，高浓度吸入可引起肺水肿
4507,7757-79-1,大量接触可引起高铁血红蛋白血症，影响血液携氧能力，出现头痛、头晕、紫绀、恶心、呕吐
4508,7757-79-1,重者引起呼吸紊乱、虚脱，甚至死亡
4509,7757-79-1,口服引起剧烈腹痛、呕吐、血便、休克、全身抽搐、昏迷，甚至死亡
4510,7757-79-1,对皮肤和眼睛有强烈刺激性，甚至造成灼伤
4511,7757-79-1,皮肤反复接触引起皮肤干燥、皲裂和皮疹
4512,7758-01-2,本品对眼睛、皮肤、黏膜有刺激性
4513,7758-01-2,口服后，可引起恶心、呕吐、胃痛、呕血、腹泻等
4514,7758-01-2,严重者发生肾小管坏死和肝脏损害，高铁血红蛋白血症，听力损害
4515,7758-01-2,大量接触可致血压下降
4516,7758-05-6,对上呼吸道、眼及皮肤有刺激性
4517,7758-05-6,口服引起头痛、恶心、呕吐、眩晕及胃肠道刺激
4518,7758-05-6,可致视神经损害
4519,7758-05-6,慢性影响：肝、肾、血液系统损害及中枢神经系统影响
4520,7758-09-0,口服刺激口腔和胃肠道
4521,7758-09-0,大量口服可引起亚硝酸盐中毒，表现有紫绀、血压下降、呼吸困难、恶心、呕吐、头晕、腹痛、心率快、心律不齐、惊厥、昏迷，甚至死亡
4522,7758-09-0,吸入本品粉尘对呼吸道有刺激性；高浓度吸人的毒作用类似口服
4523,7758-09-0,本品对眼及皮肤有刺激性
4524,776-74-9,本品为腐蚀性毒物，有催泪性
4525,776-74-9,液体经皮肤吸收引起中毒
4526,776-74-9,吸入可引起喉痉挛、水肿、支气管炎、化学性肺炎、肺水肿等
4527,7761-88-8,误服硝酸银可引起剧烈腹痛、呕吐、血便，甚至发生胃肠道穿孔
4528,7761-88-8,可造成皮肤和眼灼伤
4529,7761-88-8,长期接触本品的工人会出现全身性银质沉着症
4530,7761-88-8,表现包括：全身皮肤广泛的色素沉着，呈灰蓝黑色或浅石板色；眼部银质沉着造成眼损害；呼吸道银质沉着造成慢性支气管炎等
4531,7774-29-0,本品对眼睛、呼吸道黏膜和皮肤有强烈刺激性
4532,7774-29-0,汞及其化合物主要引起中枢神经系统损害及口腔炎，高浓度引起肾损害
4533,7775-09-9,本品粉尘对呼吸道、眼及皮肤有刺激性
4534,7775-09-9,口服急性中毒，表现为高铁血红蛋白血症，胃肠炎，肝肾损伤，甚至发生窒息
4535,7775-11-3,对眼、皮肤和粘膜具腐蚀性，可造成严重灼伤
4536,7775-11-3,吸入引起咽痛、咳嗽、气短，可致过敏性哮喘和肺炎
4537,7775-11-3,长期接触能引起鼻粘膜溃疡和鼻中隔穿孔
4538,7775-11-3,可引起肺癌
4539,7775-14-6,本品有致敏性和刺激性
4540,7775-27-1,本品对眼、上呼吸道和皮肤有刺激性
4541,7775-27-1,某些敏感个体接触本品后，可能发生皮疹和(或)哮喘
4542,7778-39-4,砷及其化合物对体内酶蛋白巯基有特殊亲和力
4543,7778-39-4,大量吸入砷化合物可致咳嗽、胸痛、呼吸困难、头痛、眩晕、全身衰弱、烦躁、痉挛和昏迷；可有消化道症状；重者可致死
4544,7778-39-4,口服致急性胃肠炎、休克、周围神经病、贫血及中毒性肝病、心肌炎等
4545,7778-39-4,可因呼吸中枢麻痹而死亡
4546,7778-39-4,慢性影响：长期接触较高浓度砷化合物粉尘，可发生慢性中毒
4547,7778-39-4,主要有神经衰弱综合征，皮肤损害，多发性神经病，肝损害
4548,7778-39-4,可致鼻炎、鼻中隔穿孔、支气管炎
4549,7778-39-4,砷和砷化合物为对人致癌物，可引起肺癌、皮肤癌
4550,7778-43-0,口服砷化合物引起急性胃肠炎、休克、周围神经病、中毒性心肌炎、肝炎，以及抽搐、昏迷等，甚至死亡
4551,7778-43-0,大量吸入亦可引起急性中毒，但消化道症状较轻
4552,7778-43-0,砷酸钠对眼、呼吸道及皮肤有刺激性
4553,7778-43-0,慢性中毒：长期接触砷化合物引起消化系统症状，肝肾损害，皮肤色素沉着、角化过度或疣状增生，多发性神经炎等
4554,7778-43-0,砷和砷化合物为对人致癌物，可引起肺癌、皮肤癌
4555,7778-44-1,口服砷化合物引起急性胃肠炎、休克、周围神经病、中毒性心肌炎、肝炎，以及抽搐、昏迷等，甚至死亡
4556,7778-44-1,大量吸入亦可引起急性中毒，但消化道症状较轻
4557,7778-44-1,慢性中毒：长期接触砷化合物引起消化系统症状，肝肾损害，皮肤色素沉着、角化过度或疣状增生，多发性神经炎等
4558,7778-44-1,砷和砷化合物为对人致癌物，可引起肺癌、皮肤癌
4559,7778-50-9,急性中毒：吸入后可引起急性呼吸道刺激症状、鼻出血、声音嘶哑、鼻黏膜萎缩
4560,7778-50-9,有时出现哮喘和紫绀
4561,7778-50-9,重者可发生化学性肺炎
4562,7778-50-9,口服可刺激和腐蚀消化道，引起恶心、呕吐、腹痛和血便等；重者出现呼吸困难、紫绀、休克、肝损害及急性肾功能衰竭等
4563,7778-50-9,慢性影响；有接触性皮炎、铬溃疡、鼻炎、鼻中隔穿孔及呼吸道炎症等
4564,7778-50-9,六价铬为对人的确认致癌物
4565,7778-54-3,本品粉尘对眼结膜及呼吸道有刺激性，可引起牙齿损害
