,CAS,吸入
7279,7693-26-7,呼吸、心跳停止，立即进行心肺复苏术
7280,7693-26-7,就医
7281,7697-37-2,迅速脱离现场至空气新鲜处
7282,7697-37-2,保持呼吸道通畅
7283,7697-37-2,如呼吸困难，给输氧
7284,7697-37-2,呼吸、心跳停止，立即进行心肺复苏术
7285,7697-37-2,就医
7286,77-47-4,迅速脱离现场至空气新鲜处
7287,77-47-4,保持呼吸道通畅
7288,77-47-4,如呼吸困难，给输氧
7289,77-47-4,如呼吸停止，立即进行人工呼吸
7290,77-47-4,就医
7291,77-58-7,迅速脱离现场至空气新鲜处
7292,77-58-7,保持呼吸道通畅
7293,77-58-7,如呼吸困难，给输氧
7294,77-58-7,如呼吸停止，立即进行人工呼吸
7295,77-58-7,就医
7296,77-73-6,迅速脱离现场至空气新鲜处
7297,77-73-6,保持呼吸道通畅
7298,77-73-6,如呼吸困难，给输氧
7299,77-73-6,如呼吸停止，立即进行人工呼吸
7300,77-73-6,就医
7301,77-74-7,迅速脱离现场至空气新鲜处
7302,77-74-7,保持呼吸道通畅
7303,77-74-7,如呼吸困难，给输氧
7304,77-74-7,如呼吸停止，立即进行人工呼吸
7305,77-74-7,就医
7306,77-75-8,脱离现场至空气新鲜处
7307,77-75-8,如呼吸困难，给输氧
7308,77-75-8,就医
7309,77-76-9,迅速脱离现场至空气新鲜处
7310,77-76-9,保持呼吸道通畅
7311,77-76-9,如呼吸困难，给输氧
7312,77-76-9,呼吸、心跳停止，立即进行心肺复苏术
7313,77-76-9,就医
7314,77-77-0,迅速脱离现场至空气新鲜处
7315,77-77-0,保持呼吸道通畅
7316,77-77-0,如呼吸困难，给输氧
7317,77-77-0,如呼吸停止，立即进行人工呼吸
7318,77-77-0,就医
7319,77-78-1,迅速脱离现场至空气新鲜处
7320,77-78-1,保持呼吸道通畅
7321,77-78-1,如呼吸困难，给输氧
7322,77-78-1,呼吸、心跳停止，立即进行心肺复苏术
7323,77-78-1,就医
7324,77-98-5,迅速脱离现场至空气新鲜处
7325,77-98-5,保持呼吸道通畅
7326,77-98-5,如呼吸困难，给输氧
7327,77-98-5,如呼吸停止，立即进行人工呼吸
7328,77-98-5,就医
7329,7700-17-6,迅速脱离现场至空气新鲜处
7330,7700-17-6,保持呼吸道通畅
7331,7700-17-6,如呼吸困难，给输氧
7332,7700-17-6,如呼吸停止，立即进行人工呼吸
7333,7700-17-6,就医
7334,7704-34-9,迅速脱离现场至空气新鲜处
7335,7704-34-9,保持呼吸道通畅
7336,7704-34-9,如呼吸困难，给输氧
7337,7704-34-9,呼吸、心跳停止，立即进行心肺复苏术
7338,7704-34-9,就医
7339,7704-98-5,迅速脱离现场至空气新鲜处
7340,7704-98-5,保持呼吸道通畅
7341,7704-98-5,如呼吸困难，给输氧
7342,7704-98-5,如呼吸停止，立即进行人工呼吸
7343,7704-98-5,就医
7344,7704-99-6,脱离现场至空气新鲜处
7345,7705-07-9,迅速脱离现场至空气新鲜处
7346,7705-07-9,保持呼吸道通畅
7347,7705-07-9,如呼吸困难，给输氧
7348,7705-07-9,呼吸、心跳停止，立即进行心肺复苏术
7349,7705-07-9,就医
7350,7705-08-0,迅速脱离现场至空气新鲜处
7351,7705-08-0,保持呼吸道通畅
7352,7705-08-0,如呼吸困难，给输氧
7353,7705-08-0,呼吸、心跳停止，立即进行心肺复苏术
7354,7705-08-0,就医
7355,7718-54-9,迅速脱离现场至空气新鲜处
7356,7718-54-9,保持呼吸道通畅
7357,7718-54-9,如呼吸困难，给输氧
7358,7718-54-9,如呼吸停止，立即进行人工呼吸
7359,7718-54-9,就医
7360,7718-98-1,迅速脱离现场至空气新鲜处
7361,7718-98-1,保持呼吸道通畅
7362,7718-98-1,如呼吸困难，给输氧
7363,7718-98-1,如呼吸停止，立即进行人工呼吸
7364,7718-98-1,就医
7365,7719-09-7,迅速脱离现场至空气新鲜处
7366,7719-09-7,保持呼吸道通畅
7367,7719-09-7,如呼吸困难，给输氧
7368,7719-09-7,呼吸、心跳停止，立即进行心肺复苏术
7369,7719-09-7,就医
7370,7719-12-2,迅速脱离现场至空气新鲜处
7371,7719-12-2,保持呼吸道通畅
7372,7719-12-2,如呼吸困难，给输氧
7373,7719-12-2,呼吸、心跳停止，立即进行心肺复苏术
7374,7719-12-2,就医
7375,7721-01-9,脱离现场至空气新鲜处
7376,7721-01-9,如呼吸困难，给输氧
7377,7721-01-9,就医
7378,7722-64-7,迅速脱离现场至空气新鲜处
7379,7722-64-7,保持呼吸道通畅
7380,7722-64-7,如呼吸困难，给输氧
7381,7722-64-7,呼吸、心跳停止，立即进行心肺复苏术
7382,7722-64-7,就医
7383,7722-84-1,迅速脱离现场至空气新鲜处
7384,7722-84-1,保持呼吸道通畅
7385,7722-84-1,如呼吸困难，给输氧
7386,7722-84-1,呼吸、心跳停止，立即进行心肺复苏术
7387,7722-84-1,就医
7388,7723-14-0,迅速脱离现场至空气新鲜处
7389,7723-14-0,保持呼吸道通畅
7390,7723-14-0,如呼吸困难，给输氧
7391,7723-14-0,呼吸、心跳停止，立即进行心肺复苏术
7392,7723-14-0,就医
7393,7726-95-6,迅速脱离现场至空气新鲜处
7394,7726-95-6,保持呼吸道通畅
7395,7726-95-6,如呼吸困难，给输氧
7396,7726-95-6,呼吸、心跳停止，立即进行心肺复苏术
7397,7726-95-6,就医
7398,7727-15-3,迅速脱离现场至空气新鲜处
7399,7727-15-3,保持呼吸道通畅
7400,7727-15-3,如呼吸困难，给输氧
7401,7727-15-3,呼吸、心跳停止，立即进行心肺复苏术
7402,7727-15-3,就医
7403,7727-18-6,迅速脱离现场至空气新鲜处
7404,7727-18-6,保持呼吸道通畅
7405,7727-18-6,如呼吸困难，给输氧
7406,7727-18-6,如呼吸停止，立即进行人工呼吸
7407,7727-18-6,就医
7408,7727-21-1,迅速脱离现场至空气新鲜处
7409,7727-21-1,保持呼吸道通畅
7410,7727-21-1,如呼吸困难，给输氧
7411,7727-21-1,呼吸、心跳停止，立即进行心肺复苏术
7412,7727-21-1,就医
7413,7727-37-9,迅速脱离现场至空气新鲜处
7414,7727-37-9,保持呼吸道通畅
7415,7727-37-9,如呼吸困难，给输氧
7416,7727-37-9,呼吸、心跳停止，立即进行心肺复苏术
7417,7727-37-9,就医
7418,7727-54-0,迅速脱离现场至空气新鲜处
7419,7727-54-0,保持呼吸道通畅
7420,7727-54-0,如呼吸困难，给输氧
7421,7727-54-0,呼吸、心跳停止，立即进行心肺复苏术
7422,7727-54-0,就医
7423,7757-79-1,迅速脱离现场至空气新鲜处
7424,7757-79-1,保持呼吸道通畅
7425,7757-79-1,如呼吸困难，给输氧
7426,7757-79-1,呼吸、心跳停止，立即进行心肺复苏术
7427,7757-79-1,就医
7428,7758-01-2,迅速脱离现场至空气新鲜处
7429,7758-01-2,保持呼吸道通畅
7430,7758-01-2,如呼吸困难，给输氧
7431,7758-01-2,呼吸、心跳停止，立即进行心肺复苏术
7432,7758-01-2,就医
7433,7758-05-6,迅速脱离现场至空气新鲜处
7434,7758-05-6,保持呼吸道通畅
7435,7758-05-6,如呼吸困难，给输氧
7436,7758-05-6,呼吸、心跳停止，立即进行心肺复苏术
7437,7758-05-6,就医
7438,7758-09-0,迅速脱离现场至空气新鲜处
7439,7758-09-0,保持呼吸道通畅
7440,7758-09-0,如呼吸困难，给输氧
7441,7758-09-0,呼吸、心跳停止，立即进行心肺复苏术
7442,7758-09-0,就医
7443,7758-97-6,脱离现场至空气新鲜处
7444,7758-97-6,如呼吸困难，给输氧
7445,7758-97-6,就医
7446,776-74-9,迅速脱离现场至空气新鲜处
7447,776-74-9,保持呼吸道通畅
7448,776-74-9,如呼吸困难，给输氧
7449,776-74-9,如呼吸停止，立即进行人工呼吸
7450,776-74-9,就医
7451,7761-88-8,迅速脱离现场至空气新鲜处
7452,7761-88-8,保持呼吸道通畅
7453,7761-88-8,如呼吸困难，给输氧
7454,7761-88-8,呼吸、心跳停止，立即进行心肺复苏术
7455,7761-88-8,就医
7456,7774-29-0,迅速脱离现场至空气新鲜处
7457,7774-29-0,保持呼吸道通畅
7458,7774-29-0,如呼吸困难，给输氧
7459,7774-29-0,呼吸、心跳停止，立即进行心肺复苏术
7460,7774-29-0,就医
7461,7775-09-9,迅速脱离现场至空气新鲜处
7462,7775-09-9,保持呼吸道通畅
7463,7775-09-9,如呼吸困难，给输氧
7464,7775-09-9,呼吸、心跳停止，立即进行心肺复苏术
7465,7775-09-9,就医
7466,7775-11-3,迅速脱离现场至空气新鲜处
7467,7775-11-3,保持呼吸道通畅
7468,7775-11-3,如呼吸困难，给输氧
7469,7775-11-3,如呼吸停止，立即进行人工呼吸
7470,7775-11-3,就医
7471,7775-14-6,迅速脱离现场至空气新鲜处
7472,7775-14-6,保持呼吸道通畅
7473,7775-14-6,如呼吸困难，给输氧
7474,7775-14-6,呼吸、心跳停止，立即进行心肺复苏术
7475,7775-14-6,就医
7476,7775-27-1,迅速脱离现场至空气新鲜处
7477,7775-27-1,保持呼吸道通畅
7478,7775-27-1,如呼吸困难，给输氧
7479,7775-27-1,呼吸、心跳停止，立即进行心肺复苏术
7480,7775-27-1,就医
7481,7778-39-4,迅速脱离现场至空气新鲜处
7482,7778-39-4,保持呼吸道通畅
7483,7778-39-4,如呼吸困难，给输氧
7484,7778-39-4,呼吸、心跳停止，立即进行心肺复苏术
7485,7778-39-4,就医
7486,7778-43-0,迅速脱离现场至空气新鲜处
7487,7778-43-0,保持呼吸道通畅
7488,7778-43-0,如呼吸困难，给输氧
7489,7778-43-0,呼吸、心跳停止，立即进行心肺复苏术
7490,7778-43-0,就医
7491,7778-44-1,迅速脱离现场至空气新鲜处
7492,7778-44-1,保持呼吸道通畅
7493,7778-44-1,如呼吸困难，给输氧
7494,7778-44-1,呼吸、心跳停止，立即进行心肺复苏术
7495,7778-44-1,就医
7496,7778-50-9,迅速脱离现场至空气新鲜处
7497,7778-50-9,保持呼吸道通畅
7498,7778-50-9,如呼吸困难，给输氧
7499,7778-50-9,呼吸、心跳停止，立即进行心肺复苏术
7500,7778-50-9,就医
7501,7778-54-3,迅速脱离现场至空气新鲜处
7502,7778-54-3,保持呼吸道通畅
7503,7778-54-3,如呼吸困难，给输氧
7504,7778-54-3,呼吸、心跳停止，立即进行心肺复苏术
7505,7778-54-3,就医
7506,7778-74-7,迅速脱离现场至空气新鲜处
7507,7778-74-7,保持呼吸道通畅
7508,7778-74-7,如呼吸困难，给输氧
7509,7778-74-7,呼吸、心跳停止，立即进行心肺复苏术
7510,7778-74-7,就医
7511,7779-88-6,迅速脱离现场至空气新鲜处
7512,7779-88-6,保持呼吸道通畅
7513,7779-88-6,如呼吸困难，给输氧
7514,7779-88-6,呼吸、心跳停止，立即进行心肺复苏术
7515,7779-88-6,就医
7516,7782-41-4,迅速脱离现场至空气新鲜处
7517,7782-41-4,保持呼吸道通畅
7518,7782-41-4,如呼吸困难，给输氧
7519,7782-41-4,呼吸、心跳停止，立即进行心肺复苏术
7520,7782-41-4,就医
7521,7782-44-7,迅速脱离现场至空气新鲜处
7522,7782-44-7,保持呼吸道通畅
7523,7782-44-7,呼吸、心跳停止，立即进行心肺复苏术
7524,7782-44-7,就医
7525,7782-50-5,迅速脱离现场至空气新鲜处
7526,7782-50-5,保持呼吸道通畅
7527,7782-50-5,如呼吸困难，给输氧
7528,7782-50-5,呼吸、心跳停止，立即进行心肺复苏术
7529,7782-50-5,就医
7530,7782-68-5,迅速脱离现场至空气新鲜处
7531,7782-68-5,保持呼吸道通畅
7532,7782-68-5,如呼吸困难，给输氧
7533,7782-68-5,呼吸、心跳停止，立即进行心肺复苏术
7534,7782-68-5,就医
7535,7782-82-3,"供给 新 鲜 空 气. 如有 需 要, 提供 人 工 呼 吸. 让病 人 保 暖. 如果 症 状 持 续 则 询 问 医 生.
马上 寻 求 医 生 建 议."
7536,7782-86-7,迅速脱离现场至空气新鲜处
7537,7782-86-7,保持呼吸道通畅
7538,7782-86-7,如呼吸困难，给输氧
7539,7782-86-7,呼吸、心跳停止，立即进行心肺复苏术
7540,7782-86-7,就医
7541,7782-89-0,迅速脱离现场至空气新鲜处
7542,7782-89-0,保持呼吸道通畅
7543,7782-89-0,如呼吸困难，给输氧
7544,7782-89-0,如呼吸停止，立即进行人工呼吸
7545,7782-89-0,就医
7546,7782-99-2,迅速脱离现场至空气新鲜处
7547,7782-99-2,保持呼吸道通畅
7548,7782-99-2,如呼吸困难，给输氧
7549,7782-99-2,呼吸、心跳停止，立即进行心肺复苏术
7550,7782-99-2,就医
7551,7783-00-8,"供给 新 鲜 空 气. 如有 需 要, 提供 人 工 呼 吸. 让病 人 保 暖. 如果 症 状 持 续 则 询 问 医 生.
马上 寻 求 医 生 建 议."
7552,7783-06-4,迅速脱离现场至空气新鲜处
7553,7783-06-4,保持呼吸道通畅
7554,7783-06-4,如呼吸困难，给输氧
7555,7783-06-4,呼吸、心跳停止，立即进行心肺复苏术(避免口对口人工呼吸)
7556,7783-06-4,就医
7557,7783-07-5,迅速脱离现场至空气新鲜处
7558,7783-07-5,保持呼吸道通畅
7559,7783-07-5,如呼吸困难，给输氧
7560,7783-07-5,如呼吸停止，立即进行人工呼吸
7561,7783-07-5,就医
7562,7783-08-6,迅速脱离现场至空气新鲜处
7563,7783-08-6,保持呼吸道通畅
7564,7783-08-6,如呼吸困难，给输氧
7565,7783-08-6,呼吸、心跳停止，立即进行心肺复苏术
7566,7783-08-6,就医
7567,7783-33-7,迅速脱离现场至空气新鲜处
7568,7783-33-7,保持呼吸道通畅
7569,7783-33-7,如呼吸困难，给输氧
7570,7783-33-7,如呼吸停止，立即进行人工呼吸
7571,7783-33-7,就医
7572,7783-35-9,迅速脱离现场至空气新鲜处
7573,7783-35-9,保持呼吸道通畅
7574,7783-35-9,如呼吸困难，给输氧
7575,7783-35-9,如呼吸停止，立即进行人工呼吸
7576,7783-35-9,就医
7577,7783-41-7,迅速脱离现场至空气新鲜处
7578,7783-41-7,保持呼吸道通畅
7579,7783-41-7,如呼吸困难，给输氧
7580,7783-41-7,呼吸、心跳停止，立即进行心肺复苏术
7581,7783-41-7,就医
7582,7783-46-2,迅速脱离现场至空气新鲜处
7583,7783-46-2,保持呼吸道通畅
7584,7783-46-2,如呼吸困难，给输氧
7585,7783-46-2,呼吸、心跳停止，立即进行心肺复苏术
7586,7783-46-2,就医
7587,7783-49-5,迅速脱离现场至空气新鲜处
7588,7783-49-5,保持呼吸道通畅
7589,7783-49-5,如呼吸困难，给输氧
7590,7783-49-5,呼吸、心跳停止，立即进行心肺复苏术
7591,7783-49-5,就医
7592,7783-54-2,迅速脱离现场至空气新鲜处
7593,7783-54-2,保持呼吸道通畅
7594,7783-54-2,如呼吸困难，给输氧
7595,7783-54-2,呼吸、心跳停止，立即进行心肺复苏术
7596,7783-54-2,就医
7597,7783-55-3,迅速脱离现场至空气新鲜处
7598,7783-55-3,保持呼吸道通畅
7599,7783-55-3,如呼吸困难，给输氧
7600,7783-55-3,如呼吸停止，立即进行人工呼吸
7601,7783-55-3,就医
7602,7783-56-4,迅速脱离现场至空气新鲜处
7603,7783-56-4,保持呼吸道通畅
7604,7783-56-4,如呼吸困难，给输氧
7605,7783-56-4,呼吸、心跳停止，立即进行心肺复苏术
7606,7783-56-4,就医
7607,7783-60-0,迅速脱离现场至空气新鲜处
7608,7783-60-0,保持呼吸道通畅
7609,7783-60-0,如呼吸困难，给输氧
7610,7783-60-0,如呼吸停止，立即进行人工呼吸
7611,7783-60-0,就医
7612,7783-61-1,迅速脱离现场至空气新鲜处
7613,7783-61-1,保持呼吸道通畅
7614,7783-61-1,如呼吸困难，给输氧
7615,7783-61-1,呼吸、心跳停止，立即进行心肺复苏术
7616,7783-61-1,就医
7617,7783-64-4,迅速脱离现场至空气新鲜处
7618,7783-64-4,保持呼吸道通畅
7619,7783-64-4,如呼吸困难，给输氧
7620,7783-64-4,如呼吸停止，立即进行人工呼吸
7621,7783-64-4,就医
7622,7783-66-6,迅速脱离现场至空气新鲜处
7623,7783-66-6,保持呼吸道通畅
7624,7783-66-6,如呼吸困难，给输氧
7625,7783-66-6,如呼吸停止，立即进行人工呼吸
7626,7783-66-6,就医
7627,7783-70-2,迅速脱离现场至空气新鲜处
7628,7783-70-2,保持呼吸道通畅
7629,7783-70-2,如呼吸困难，给输氧
7630,7783-70-2,如呼吸停止，立即进行人工呼吸
7631,7783-70-2,就医
7632,7783-79-1,迅速脱离现场至空气新鲜处
7633,7783-79-1,保持呼吸道通畅
7634,7783-79-1,如呼吸困难，给输氧
7635,7783-79-1,如呼吸停止，立即进行人工呼吸
7636,7783-79-1,就医
7637,7783-80-4,迅速脱离现场至空气新鲜处
7638,7783-80-4,保持呼吸道通畅
7639,7783-80-4,如呼吸困难，给输氧
7640,7783-80-4,如呼吸停止，立即进行人工呼吸
7641,7783-80-4,就医
7642,7783-82-6,迅速脱离现场至空气新鲜处
7643,7783-82-6,保持呼吸道通畅
7644,7783-82-6,如呼吸困难，给输氧
7645,7783-82-6,如呼吸停止，立即进行人工呼吸
7646,7783-82-6,就医
7647,7783-89-3,迅速脱离现场至空气新鲜处
7648,7783-89-3,保持呼吸道通畅
7649,7783-89-3,如呼吸困难，给输氧
7650,7783-89-3,呼吸、心跳停止，立即进行心肺复苏术
7651,7783-89-3,就医
7652,7783-92-8,迅速脱离现场至空气新鲜处
7653,7783-92-8,保持呼吸道通畅
7654,7783-92-8,如呼吸困难，给输氧
7655,7783-92-8,如呼吸停止，立即进行人工呼吸
7656,7783-92-8,就医
7657,7783-93-9,迅速脱离现场至空气新鲜处
7658,7783-93-9,保持呼吸道通畅
7659,7783-93-9,如呼吸困难，给输氧
7660,7783-93-9,呼吸、心跳停止，立即进行心肺复苏术
7661,7783-93-9,就医
7662,7783-97-3,迅速脱离现场至空气新鲜处
7663,7783-97-3,保持呼吸道通畅
7664,7783-97-3,如呼吸困难，给输氧
7665,7783-97-3,呼吸、心跳停止，立即进行心肺复苏术
7666,7783-97-3,就医
7667,7784-21-6,迅速脱离现场至空气新鲜处
7668,7784-21-6,保持呼吸道通畅
7669,7784-21-6,如呼吸困难，给输氧
7670,7784-21-6,如呼吸停止，立即进行人工呼吸
7671,7784-21-6,就医
7672,7784-27-2,迅速脱离现场至空气新鲜处
7673,7784-27-2,保持呼吸道通畅
7674,7784-27-2,如呼吸困难，给输氧
7675,7784-27-2,呼吸、心跳停止，立即进行心肺复苏术
7676,7784-27-2,就医
7677,7784-33-0,迅速脱离现场至空气新鲜处
7678,7784-33-0,保持呼吸道通畅
7679,7784-33-0,如呼吸困难，给输氧
7680,7784-33-0,如呼吸停止，立即进行人工呼吸
7681,7784-33-0,就医
7682,7784-34-1,迅速脱离现场至空气新鲜处
7683,7784-34-1,保持呼吸道通畅
7684,7784-34-1,如呼吸困难，给输氧
7685,7784-34-1,呼吸、心跳停止，立即进行心肺复苏术
7686,7784-34-1,就医
7687,7784-35-2,迅速脱离现场至空气新鲜处
7688,7784-35-2,保持呼吸道通畅
7689,7784-35-2,如呼吸困难，给输氧
7690,7784-35-2,呼吸、心跳停止，立即进行心肺复苏术
7691,7784-35-2,就医
7692,7784-42-1,迅速脱离现场至空气新鲜处
7693,7784-42-1,保持呼吸道通畅
7694,7784-42-1,如呼吸困难，给输氧
7695,7784-42-1,呼吸、心跳停止，立即进行心肺复苏术
7696,7784-42-1,就医
7697,7784-44-3,迅速脱离现场至空气新鲜处
7698,7784-44-3,保持呼吸道通畅
7699,7784-44-3,如呼吸困难，给输氧
7700,7784-44-3,如呼吸停止，立即进行人工呼吸
7701,7784-44-3,就医
7702,7784-45-4,迅速脱离现场至空气新鲜处
7703,7784-45-4,保持呼吸道通畅
7704,7784-45-4,如呼吸困难，给输氧
7705,7784-45-4,呼吸、心跳停止，立即进行心肺复苏术
7706,7784-45-4,就医
7707,7784-46-5,迅速脱离现场至空气新鲜处
7708,7784-46-5,保持呼吸道通畅
7709,7784-46-5,如呼吸困难，给输氧
7710,7784-46-5,呼吸、心跳停止，立即进行心肺复苏术
7711,7784-46-5,就医
7712,7786-34-7,迅速脱离现场至空气新鲜处
7713,7786-34-7,保持呼吸道通畅
7714,7786-34-7,如呼吸困难，给输氧
7715,7786-34-7,如呼吸停止，立即进行人工呼吸
7716,7786-34-7,就医
7717,7786-81-4,脱离现场至空气新鲜处
7718,7786-81-4,如呼吸困难，给输氧
7719,7786-81-4,就医
7720,7787-32-8,迅速脱离现场至空气新鲜处
7721,7787-32-8,保持呼吸道通畅
7722,7787-32-8,如呼吸困难，给输氧
7723,7787-32-8,如呼吸停止，立即进行人工呼吸
7724,7787-32-8,就医
7725,7787-36-2,迅速脱离现场至空气新鲜处
7726,7787-36-2,保持呼吸道通畅
7727,7787-36-2,如呼吸困难，给输氧
7728,7787-36-2,如呼吸停止，立即进行人工呼吸
7729,7787-36-2,就医
7730,7787-47-5,迅速脱离现场至空气新鲜处
7731,7787-47-5,保持呼吸道通畅
7732,7787-47-5,如呼吸困难，给输氧
7733,7787-47-5,如呼吸停止，立即进行人工呼吸
7734,7787-47-5,就医
7735,7787-62-4,迅速脱离现场至空气新鲜处
7736,7787-62-4,保持呼吸道通畅
7737,7787-62-4,如呼吸困难，给输氧
7738,7787-62-4,如呼吸停止，立即进行人工呼吸
7739,7787-62-4,就医
7740,7787-71-5,迅速脱离现场至空气新鲜处
7741,7787-71-5,保持呼吸道通畅
7742,7787-71-5,如呼吸困难，给输氧
7743,7787-71-5,如呼吸停止，立即进行人工呼吸
7744,7787-71-5,就医
7745,7788-97-8,迅速脱离现场至空气新鲜处
7746,7788-97-8,保持呼吸道通畅
7747,7788-97-8,如呼吸困难，给输氧
7748,7788-97-8,呼吸、心跳停止，立即进行心肺复苏术
7749,7788-97-8,就医
7750,7789-00-6,迅速脱离现场至空气新鲜处
7751,7789-00-6,保持呼吸道通畅
7752,7789-00-6,如呼吸困难，给输氧
7753,7789-00-6,如呼吸停止，立即进行人工呼吸
7754,7789-00-6,就医
7755,7789-09-5,迅速脱离现场至空气新鲜处
7756,7789-09-5,保持呼吸道通畅
7757,7789-09-5,如呼吸困难，给输氧
7758,7789-09-5,呼吸、心跳停止，立即进行心肺复苏术
7759,7789-09-5,就医
7760,7789-18-6,迅速脱离现场至空气新鲜处
7761,7789-18-6,保持呼吸道通畅
7762,7789-18-6,如呼吸困难，给输氧
7763,7789-18-6,呼吸、心跳停止，立即进行心肺复苏术
7764,7789-18-6,就医
7765,7789-19-7,迅速脱离现场至空气新鲜处
7766,7789-19-7,保持呼吸道通畅
7767,7789-19-7,如呼吸困难，给输氧
7768,7789-19-7,如呼吸停止，立即进行人工呼吸
7769,7789-19-7,就医
7770,7789-21-1,迅速脱离现场至空气新鲜处
7771,7789-21-1,保持呼吸道通畅
7772,7789-21-1,如呼吸困难，给输氧
7773,7789-21-1,呼吸、心跳停止，立即进行心肺复苏术
7774,7789-21-1,就医
7775,7789-23-3,迅速脱离现场至空气新鲜处
7776,7789-23-3,保持呼吸道通畅
7777,7789-23-3,如呼吸困难，给输氧
7778,7789-23-3,呼吸、心跳停止，立即进行心肺复苏术
7779,7789-23-3,就医
7780,7789-24-4,迅速脱离现场至空气新鲜处
7781,7789-24-4,保持呼吸道通畅
7782,7789-24-4,如呼吸困难，给输氧
7783,7789-24-4,如呼吸停止，立即进行人工呼吸
7784,7789-24-4,就医
7785,7789-29-9,迅速脱离现场至空气新鲜处
7786,7789-29-9,保持呼吸道通畅
7787,7789-29-9,如呼吸困难，给输氧
7788,7789-29-9,如呼吸停止，立即进行人工呼吸
7789,7789-29-9,就医
7790,7789-30-2,迅速脱离现场至空气新鲜处
7791,7789-30-2,保持呼吸道通畅
7792,7789-30-2,如呼吸困难，给输氧
7793,7789-30-2,如呼吸停止，立即进行人工呼吸
7794,7789-30-2,就医
7795,7789-33-5,脱离现场至空气新鲜处
7796,7789-33-5,如呼吸困难，给输氧
7797,7789-33-5,就医
7798,7789-36-8,迅速脱离现场至空气新鲜处
7799,7789-36-8,保持呼吸道通畅
7800,7789-36-8,如呼吸困难，给输氧
7801,7789-36-8,呼吸、心跳停止，立即进行心肺复苏术
7802,7789-36-8,就医
7803,7789-38-0,迅速脱离现场至空气新鲜处
7804,7789-38-0,保持呼吸道通畅
7805,7789-38-0,如呼吸困难，给输氧
7806,7789-38-0,呼吸、心跳停止，立即进行心肺复苏术
7807,7789-38-0,就医
7808,7789-40-4,迅速脱离现场至空气新鲜处
7809,7789-40-4,保持呼吸道通畅
7810,7789-40-4,如呼吸困难，给输氧
7811,7789-40-4,呼吸、心跳停止，立即进行心肺复苏术
7812,7789-40-4,就医
7813,7789-47-1,迅速脱离现场至空气新鲜处
7814,7789-47-1,保持呼吸道通畅
7815,7789-47-1,如呼吸困难，给输氧
7816,7789-47-1,如呼吸停止，立即进行人工呼吸
7817,7789-47-1,就医
7818,7789-58-4,迅速脱离现场至空气新鲜处
7819,7789-58-4,保持呼吸道通畅
7820,7789-58-4,如呼吸困难，给输氧
7821,7789-58-4,如呼吸停止，立即进行人工呼吸
7822,7789-58-4,就医
7823,7789-59-5,迅速脱离现场至空气新鲜处
7824,7789-59-5,保持呼吸道通畅
7825,7789-59-5,如呼吸困难，给输氧
7826,7789-59-5,如呼吸停止，立即进行人工呼吸
7827,7789-59-5,就医
7828,7789-60-8,迅速脱离现场至空气新鲜处
7829,7789-60-8,保持呼吸道通畅
7830,7789-60-8,如呼吸困难，给输氧
7831,7789-60-8,呼吸、心跳停止，立即进行心肺复苏术
7832,7789-60-8,就医
7833,7789-61-9,迅速脱离现场至空气新鲜处
7834,7789-61-9,保持呼吸道通畅
7835,7789-61-9,如呼吸困难，给输氧
7836,7789-61-9,呼吸、心跳停止，立即进行心肺复苏术
7837,7789-61-9,就医
7838,7789-67-5,迅速脱离现场至空气新鲜处
7839,7789-67-5,保持呼吸道通畅
7840,7789-67-5,如呼吸困难，给输氧
7841,7789-67-5,呼吸、心跳停止，立即进行心肺复苏术
7842,7789-67-5,就医
7843,7789-69-7,迅速脱离现场至空气新鲜处
7844,7789-69-7,保持呼吸道通畅
7845,7789-69-7,如呼吸困难，给输氧
7846,7789-69-7,呼吸、心跳停止，立即进行心肺复苏术
7847,7789-69-7,就医
7848,7789-78-8,迅速脱离现场至空气新鲜处
7849,7789-78-8,保持呼吸道通畅
7850,7789-78-8,如呼吸困难，给输氧
7851,7789-78-8,呼吸、心跳停止，立即进行心肺复苏术
7852,7789-78-8,就医
7853,7789-80-2,迅速脱离现场至空气新鲜处
7854,7789-80-2,保持呼吸道通畅
7855,7789-80-2,如呼吸困难，给输氧
7856,7789-80-2,呼吸、心跳停止，立即进行心肺复苏术
7857,7789-80-2,就医
7858,7790-21-8,迅速脱离现场至空气新鲜处
7859,7790-21-8,保持呼吸道通畅
7860,7790-21-8,如呼吸困难，给输氧
7861,7790-21-8,呼吸、心跳停止，立即进行心肺复苏术
7862,7790-21-8,就医
7863,7790-28-5,迅速脱离现场至空气新鲜处
7864,7790-28-5,保持呼吸道通畅
7865,7790-28-5,如呼吸困难，给输氧
7866,7790-28-5,呼吸、心跳停止，立即进行心肺复苏术
7867,7790-28-5,就医
7868,7790-30-9,迅速脱离现场至空气新鲜处
7869,7790-30-9,保持呼吸道通畅
7870,7790-30-9,如呼吸困难，给输氧
7871,7790-30-9,呼吸、心跳停止，立即进行心肺复苏术
7872,7790-30-9,就医
7873,7790-37-6,迅速脱离现场至空气新鲜处
7874,7790-37-6,保持呼吸道通畅
7875,7790-37-6,如呼吸困难，给输氧
7876,7790-37-6,呼吸、心跳停止，立即进行心肺复苏术
7877,7790-37-6,就医
7878,7790-47-8,迅速脱离现场至空气新鲜处
7879,7790-47-8,保持呼吸道通畅
7880,7790-47-8,如呼吸困难，给输氧
