,CAS,应急行动
15608,89-62-3,大量泄漏：收集回收或运至废物处理场所处置
15609,89-63-4,隔离泄漏污染区，限制出入
15610,89-63-4,切断火源
15611,89-63-4,建议应急处理人员戴防尘口罩，穿防毒服
15612,89-63-4,不要直接接触泄漏物
15613,89-63-4,小量泄漏：避免扬尘，小心扫起，收集于密闭容器中
15614,89-63-4,大量泄漏：收集回收或运至废物处理场所处置
15615,89-64-5,隔离泄漏污染区，限制出入
15616,89-64-5,切断火源
15617,89-64-5,建议应急处理人员戴防尘面具（全面罩），穿防毒服
15618,89-64-5,用洁净的铲子收集于干燥、洁净、有盖的容器中，转移至安全场所
15619,89-64-5,若大量泄漏，收集回收或运至废物处理场所处置
15620,89-75-8,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
15621,89-75-8,切断火源
15622,89-75-8,建议应急处理人员戴自给正压式呼吸器，穿防酸碱工作服
15623,89-75-8,尽可能切断泄漏源
15624,89-75-8,若是液体，防止流入下水道、排洪沟等限制性空间
15625,89-75-8,小量泄漏：用砂土、干燥石灰或苏打灰混合
15626,89-75-8,也可以用不燃性分散剂制成的乳液刷洗，洗液稀释后放入废水系统
15627,89-75-8,大量泄漏：构筑围堤或挖坑收容
15628,89-75-8,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
15629,89-75-8,若是固体，用砂土、干燥石灰或苏打灰混合
15630,89-75-8,小心扫起，若大量泄漏，收集回收或运至废物处理场所处置
15631,89-87-2,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
15632,89-87-2,建议应急处理人员戴正压自给式呼吸器，穿防毒服，戴橡胶耐油手套
15633,89-87-2,穿上适当的防护服前严禁接触破裂的容器和泄漏物
15634,89-87-2,尽可能切断泄漏源
15635,89-87-2,防止泄漏物进入水体、下水道、地下室或限制性空间
15636,89-87-2,小量泄漏：用干燥的砂土或其他不燃材料吸收或覆盖，收集于容器中
15637,89-87-2,大量泄漏：构筑围堤或挖坑收容
15638,89-87-2,用泵转移至槽车或专用收集器内
15639,89-92-9,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
15640,89-92-9,切断火源
15641,89-92-9,建议应急处理人员戴自给式呼吸器，穿防毒服
15642,89-92-9,不要直接接触泄漏物
15643,89-92-9,尽可能切断泄漏源
15644,89-92-9,防止流入下水道、排洪沟等限制性空间
15645,89-92-9,小量泄漏：用砂土吸收
15646,89-92-9,大量泄漏：构筑围堤或挖坑收容
15647,89-92-9,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
15648,90-02-8,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
15649,90-02-8,消除所有点火源
15650,90-02-8,建议应急处理人员戴正压自给式呼吸器，穿防毒服，戴防化学品手套
15651,90-02-8,穿上适当的防护服前严禁接触破裂的容器和泄漏物
15652,90-02-8,尽可能切断泄漏源
15653,90-02-8,防止泄漏物进入水体、下水道、地下室或限制性空间
15654,90-02-8,小量泄漏：用干燥的砂土或其他不燃材料吸收或覆盖，收集于容器中
15655,90-02-8,大量泄漏：构筑围堤或挖坑收容
15656,90-02-8,用泵转移至槽车或专用收集器内
15657,90-03-9,隔离泄漏污染区，限制出入
15658,90-03-9,切断火源
15659,90-03-9,建议应急处理人员戴防尘口罩，穿防毒服
15660,90-03-9,不要直接接触泄漏物
15661,90-03-9,小量泄漏：避免扬尘，小心扫起，置于袋中转移至安全场所
15662,90-03-9,大量泄漏：收集回收或运至废物处理场所处置
15663,90-04-0,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
15664,90-04-0,切断火源
15665,90-04-0,建议应急处理人员戴自给正压式呼吸器，穿防毒服
15666,90-04-0,尽可能切断泄漏源
15667,90-04-0,防止流入下水道、排洪沟等限制性空间
15668,90-04-0,小量泄漏：用砂土、蛭石或其它惰性材料吸收
15669,90-04-0,也可以用不燃性分散剂制成的乳液刷洗，洗液稀释后放入废水系统
15670,90-04-0,大量泄漏：构筑围堤或挖坑收容
15671,90-04-0,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
15672,90-12-0,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
15673,90-12-0,消除所有点火源
15674,90-12-0,建议应急处理人员戴防毒面具，穿防毒服
15675,90-12-0,禁止接触或跨越泄漏物
15676,90-12-0,尽可能切断泄漏源
15677,90-12-0,防止泄漏物进入水体、下水道、地下室或限制性空间
15678,90-12-0,小量泄漏：用砂土或其他不燃材料吸收
15679,90-12-0,使用洁净的无火花工具收集吸收材料
15680,90-12-0,大量泄漏：构筑围堤或挖坑收容
15681,90-12-0,用泡沫覆盖，减少蒸发
15682,90-12-0,喷水雾能减少蒸发
15683,90-12-0,用防爆泵转移至槽车或专用收集器内
15684,90-13-1,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
15685,90-13-1,切断火源
15686,90-13-1,建议应急处理人员戴自给正压式呼吸器，穿防毒服
15687,90-13-1,尽可能切断泄漏源
15688,90-13-1,防止流入下水道、排洪沟等限制性空间
15689,90-13-1,小量泄漏：用砂土、蛭石或其它惰性材料吸收
15690,90-13-1,也可以用不燃性分散剂制成的乳液刷洗，洗液稀释后放入废水系统
15691,90-13-1,大量泄漏：构筑围堤或挖坑收容
15692,90-13-1,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
15693,90-41-5,隔离泄漏污染区，限制出入
15694,90-41-5,切断火源
15695,90-41-5,建议应急处理人员戴防尘面具（全面罩），穿防毒服
15696,90-41-5,用洁净的铲子收集于干燥、洁净、有盖的容器中，转移至安全场所
15697,90-41-5,若大量泄漏，收集回收或运至废物处理场所处置
15698,90-43-7,隔离泄漏污染区，限制出入
15699,90-43-7,切断火源
15700,90-43-7,建议应急处理人员戴防尘面具（全面罩），穿防毒服
15701,90-43-7,避免扬尘，小心扫起，置于袋中转移至安全场所
15702,90-43-7,若大量泄漏，收集回收或运至废物处理场所处置
15703,900-95-8,隔离泄漏污染区，限制出入
15704,900-95-8,切断火源
15705,900-95-8,建议应急处理人员戴防尘口罩，穿防毒服
15706,900-95-8,不要直接接触泄漏物
15707,900-95-8,小量泄漏：避免扬尘，小心扫起，收集运至废物处理场所处置
15708,900-95-8,大量泄漏：收集回收或运至废物处理场所处置
15709,9004-70-0,隔离泄漏污染区，限制出入
15710,9004-70-0,切断火源
15711,9004-70-0,建议应急处理人员戴防尘面具（全面罩），穿防静电工作服
15712,9004-70-0,使用无火花工具收集于干燥、洁净、有盖的容器中，转移至安全场所
15713,9004-70-0,也可以在保证安全情况下，就地焚烧
15714,9004-70-0,若大量泄漏，收集回收或运至废物处理场所处置
15715,9007-13-0,隔离泄漏污染区，限制出入
15716,9007-13-0,切断火源
15717,9007-13-0,建议应急处理人员戴防尘口罩，穿防静电工作服
15718,9007-13-0,不要直接接触泄漏物
15719,9007-13-0,小量泄漏：避免扬尘，小心扫起，置于袋中转移至安全场所
15720,9007-13-0,大量泄漏：收集回收或运至废物处理场所处置
15721,9016-45-9,"Dampen the solid spill material with water, then transfer the dampened material to a suitable container. Use absorbent paper dampened with water to pick up any remaining material. Seal your contaminated clothing and the absorbent paper in a vapor-tight plastic bag for eventual disposal. Wash all contaminated surfaces with a soap and water solution. Do not reenter the contaminated area until the Safety Officer (or other responsible person) has verified that the area has been properly cleaned."
15722,91-17-8,消除所有点火源
15723,91-17-8,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
15724,91-17-8,建议应急处理人员戴正压自给式呼吸器，穿防静电服
15725,91-17-8,作业时使用的所有设备应接地
15726,91-17-8,禁止接触或跨越泄漏物
15727,91-17-8,尽可能切断泄漏源
15728,91-17-8,防止泄漏物进入水体、下水道、地下室或限制性空间
15729,91-17-8,小量泄漏：用砂土或其他不燃材料吸收
15730,91-17-8,使用洁净的无火花工具收集吸收材料
15731,91-17-8,大量泄漏：构筑围堤或挖坑收容
15732,91-17-8,用泡沫覆盖，减少蒸发
15733,91-17-8,喷水雾能减少蒸发，但不能降低泄漏物在限制性空间内的易燃性
15734,91-17-8,用防爆泵转移至槽车或专用收集器内
15735,91-20-3,消除所有点火源
15736,91-20-3,隔离泄漏污染区，限制出入
15737,91-20-3,建议应急处理人员戴防尘口罩，穿防毒、防静电服
15738,91-20-3,禁止接触或跨越泄漏物
15739,91-20-3,小量泄漏：用洁净的铲子收集泄漏物，置于干净、干燥、盖子较松的容器中，将容器移离泄漏区
15740,91-20-3,大量泄漏：用水润湿，并筑堤收容
15741,91-20-3,防止泄漏物进入水体、下水道、地下室或限制性空间
15742,91-22-5,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
15743,91-22-5,建议应急处理人员戴正压自给式呼吸器，穿防毒服，戴橡胶耐油手套
15744,91-22-5,穿上适当的防护服前严禁接触破裂的容器和泄漏物
15745,91-22-5,尽可能切断泄漏源
15746,91-22-5,防止泄漏物进入水体、下水道、地下室或限制性空间
15747,91-22-5,小量泄漏：用干燥的砂土或其他不燃材料吸收或覆盖，收集于容器中
15748,91-22-5,大量泄漏：构筑围堤或挖坑收容
15749,91-22-5,用砂土、惰性物质或蛭石吸收大量液体
15750,91-22-5,用耐腐蚀泵转移至槽车或专用收集器内
15751,91-23-6,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
15752,91-23-6,建议应急处理人员戴正压自给式呼吸器，穿防毒服，戴橡胶耐油手套
15753,91-23-6,穿上适当的防护服前严禁接触破裂的容器和泄漏物
15754,91-23-6,尽可能切断泄漏源
15755,91-23-6,防止泄漏物进入水体、下水道、地下室或限制性空间
15756,91-23-6,小量泄漏：用干燥的砂土或其他不燃材料吸收或覆盖，收集于容器中
15757,91-23-6,大量泄漏：构筑围堤或挖坑收容
15758,91-23-6,用泵转移至槽车或专用收集器内
15759,91-57-6,隔离泄漏污染区，限制出入
15760,91-57-6,消除所有点火源
15761,91-57-6,建议应急处理人员戴防尘口罩，穿防毒服
15762,91-57-6,禁止接触或跨越泄漏物
15763,91-57-6,小量泄漏：用洁净的铲子收集泄漏物，置于干净、干燥、盖子较松的容器中，将容器移离泄漏区
15764,91-57-6,大量泄漏：用水润湿，并筑堤收容
15765,91-57-6,防止泄漏物进入水体、下水道、地下室或限制性空间
15766,91-59-8,隔离泄漏污染区，限制出入
15767,91-59-8,消除所有点火源
15768,91-59-8,建议应急处理人员戴防尘口罩，穿防毒服，戴橡胶手套
15769,91-59-8,穿上适当的防护服前严禁接触破裂的容器和泄漏物
15770,91-59-8,尽可能切断泄漏源
15771,91-59-8,用塑料布覆盖泄漏物，减少飞散
15772,91-59-8,勿使水进入包装容器内
15773,91-59-8,用洁净的铲子收集泄漏物，置于干净、干燥、盖子较松的容器中，将容器移离泄漏区
15774,91-62-3,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
15775,91-62-3,切断火源
15776,91-62-3,建议应急处理人员戴自给式呼吸器，穿防毒服
15777,91-62-3,不要直接接触泄漏物
15778,91-62-3,尽可能切断泄漏源
15779,91-62-3,防止流入下水道、排洪沟等限制性空间
15780,91-62-3,小量泄漏：用砂土吸收
15781,91-62-3,大量泄漏：构筑围堤或挖坑收容
15782,91-62-3,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
15783,91-63-4,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
15784,91-63-4,切断火源
15785,91-63-4,建议应急处理人员戴自给正压式呼吸器，穿防毒服
15786,91-63-4,尽可能切断泄漏源
15787,91-63-4,防止流入下水道、排洪沟等限制性空间
15788,91-63-4,小量泄漏：用砂土、蛭石或其它惰性材料吸收
15789,91-63-4,也可以用不燃性分散剂制成的乳液刷洗，洗液稀释后放入废水系统
15790,91-63-4,大量泄漏：构筑围堤或挖坑收容
15791,91-63-4,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
15792,91-66-7,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
15793,91-66-7,消除所有点火源
15794,91-66-7,建议应急处理人员戴正压自给式呼吸器，穿防毒服，戴橡胶耐油手套
15795,91-66-7,穿上适当的防护服前严禁接触破裂的容器和泄漏物
15796,91-66-7,尽可能切断泄漏源
15797,91-66-7,防止泄漏物进入水体、下水道、地下室或限制性空间
15798,91-66-7,小量泄漏：用干燥的砂土或其他不燃材料吸收或覆盖，收集于容器中
15799,91-66-7,大量泄漏：构筑围堤或挖坑收容
15800,91-66-7,用砂土、惰性物质或蛭石吸收大量液体
15801,91-66-7,用泵转移至槽车或专用收集器内
15802,91-94-1,隔离泄漏污染区，限制出入
15803,91-94-1,切断火源
15804,91-94-1,建议应急处理人员戴防尘口罩，穿一般作业工作服
15805,91-94-1,不要直接接触泄漏物
15806,91-94-1,小量泄漏：避免扬尘，小心扫起，置于袋中转移至安全场所
15807,91-94-1,大量泄漏：收集回收或运至废物处理场所处置
15808,91270-74-5,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
15809,91270-74-5,切断火源
15810,91270-74-5,建议应急处理人员戴自给正压式呼吸器，穿防酸碱工作服
15811,91270-74-5,尽可能切断泄漏源
15812,91270-74-5,防止流入下水道、排洪沟等限制性空间
15813,91270-74-5,小量泄漏：用砂土或其它不燃材料吸附或吸收
15814,91270-74-5,也可以用不燃性分散剂制成的乳液刷洗，洗液稀释后放入废水系统
15815,91270-74-5,大量泄漏：构筑围堤或挖坑收容
15816,91270-74-5,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
15817,91724-16-2,隔离泄漏污染区，限制出入
15818,91724-16-2,建议应急处理人员戴防尘口罩，穿防毒服
15819,91724-16-2,不要直接接触泄漏物
15820,91724-16-2,小量泄漏：避免扬尘，小心扫起，收集于密闭容器中
15821,91724-16-2,大量泄漏：收集回收或运至废物处理场所处置
15822,92-52-4,隔离泄漏污染区，限制出入
15823,92-52-4,切断火源
15824,92-52-4,建议应急处理人员戴防尘面具（全面罩），穿防毒服
15825,92-52-4,用洁净的铲子收集于干燥、洁净、有盖的容器中，转移至安全场所
15826,92-52-4,若大量泄漏，收集回收或运至废物处理场所处置
15827,92-67-1,隔离泄漏污染区，限制出入
15828,92-67-1,消除所有点火源
15829,92-67-1,建议应急处理人员戴防尘口罩，穿防毒服，戴橡胶手套
15830,92-67-1,穿上适当的防护服前严禁接触破裂的容器和泄漏物
15831,92-67-1,尽可能切断泄漏源
15832,92-67-1,用塑料布覆盖泄漏物，减少飞散
15833,92-67-1,勿使水进入包装容器内
15834,92-67-1,用洁净的铲子收集泄漏物，置于干净、干燥、盖子较松的容器中，将容器移离泄漏区
15835,92-87-5,隔离泄漏污染区，限制出入
15836,92-87-5,切断火源
15837,92-87-5,建议应急处理人员戴防尘面具（全面罩），穿防毒服
15838,92-87-5,避免扬尘，小心扫起，置于袋中转移至安全场所
15839,92-87-5,若大量泄漏，用塑料布、帆布覆盖
15840,92-87-5,收集回收或运至废物处理场所处置
15841,92-93-3,隔离泄漏污染区，限制出入
15842,92-93-3,切断火源
15843,92-93-3,建议应急处理人员戴防尘口罩，穿一般作业工作服
15844,92-93-3,不要直接接触泄漏物
15845,92-93-3,小量泄漏：小心扫起，置于袋中转移至安全场所
15846,92-93-3,大量泄漏：收集回收或运至废物处理场所处置
15847,922-61-2,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
15848,922-61-2,切断火源
15849,922-61-2,建议应急处理人员戴自给正压式呼吸器，穿防静电工作服
15850,922-61-2,尽可能切断泄漏源
15851,922-61-2,防止流入下水道、排洪沟等限制性空间
15852,922-61-2,小量泄漏：用活性炭或其它惰性材料吸收
15853,922-61-2,也可以用不燃性分散剂制成的乳液刷洗，洗液稀释后放入废水系统
15854,922-61-2,大量泄漏：构筑围堤或挖坑收容
15855,922-61-2,用泡沫覆盖，降低蒸气灾害
15856,922-61-2,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
15857,926-57-8,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
15858,926-57-8,切断火源
15859,926-57-8,建议应急处理人员戴自给正压式呼吸器，穿防毒服
15860,926-57-8,尽可能切断泄漏源
15861,926-57-8,防止流入下水道、排洪沟等限制性空间
15862,926-57-8,小量泄漏：用活性炭或其它惰性材料吸收
15863,926-57-8,也可以用不燃性分散剂制成的乳液刷洗，洗液稀释后放入废水系统
15864,926-57-8,大量泄漏：构筑围堤或挖坑收容
15865,926-57-8,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
15866,926-64-7,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
15867,926-64-7,切断火源
15868,926-64-7,建议应急处理人员戴自给正压式呼吸器，穿防毒服
15869,926-64-7,尽可能切断泄漏源
15870,926-64-7,防止流入下水道、排洪沟等限制性空间
15871,926-64-7,小量泄漏：用砂土、干燥石灰或苏打灰混合
15872,926-64-7,大量泄漏：构筑围堤或挖坑收容
15873,926-64-7,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
15874,926-82-9,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
15875,926-82-9,切断火源
15876,926-82-9,建议应急处理人员戴自给式呼吸器，穿全棉防毒服
15877,926-82-9,不要直接接触泄漏物
15878,926-82-9,尽可能切断泄漏源
15879,926-82-9,防止流入下水道、排洪沟等限制性空间
15880,926-82-9,小量泄漏：用砂土、蛭石或其它惰性材料吸收
15881,926-82-9,大量泄漏：构筑围堤或挖坑收容
15882,926-82-9,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
15883,927-07-1,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
15884,927-07-1,切断火源
15885,927-07-1,建议应急处理人员戴自给式呼吸器，穿一般作业工作服
15886,927-07-1,不要直接接触泄漏物
15887,927-07-1,尽可能切断泄漏源
15888,927-07-1,防止流入下水道、排洪沟等限制性空间
15889,927-07-1,小量泄漏：用砂土、蛭石或其它惰性材料吸收
15890,927-07-1,大量泄漏：构筑围堤或挖坑收容
15891,927-07-1,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
15892,928-45-0,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
15893,928-45-0,切断火源
15894,928-45-0,建议应急处理人员戴自给式呼吸器，穿全棉防毒服
15895,928-45-0,不要直接接触泄漏物
15896,928-45-0,尽可能切断泄漏源
15897,928-45-0,防止流入下水道、排洪沟等限制性空间
15898,928-45-0,小量泄漏：用苏打灰中和
15899,928-45-0,大量泄漏：构筑围堤或挖坑收容
15900,928-45-0,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
15901,928-49-4,消除所有点火源
15902,928-49-4,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
15903,928-49-4,建议应急处理人员戴正压自给式呼吸器，穿防静电服，戴橡胶耐油手套
15904,928-49-4,作业时使用的所有设备应接地
15905,928-49-4,禁止接触或跨越泄漏物
15906,928-49-4,尽可能切断泄漏源
15907,928-49-4,防止泄漏物进入水体、下水道、地下室或限制性空间
15908,928-49-4,小量泄漏：用砂土或其他不燃材料吸收
15909,928-49-4,使用洁净的无火花工具收集吸收材料
15910,928-49-4,大量泄漏：构筑围堤或挖坑收容
15911,928-49-4,用泡沫覆盖，减少蒸发
15912,928-49-4,喷水雾能减少蒸发，但不能降低泄漏物在限制性空间内的易燃性
15913,928-49-4,用防爆泵转移至槽车或专用收集器内
15914,928-65-4,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
15915,928-65-4,切断火源
15916,928-65-4,建议应急处理人员戴自给式呼吸器，穿防腐防毒服
15917,928-65-4,不要直接接触泄漏物
15918,928-65-4,尽可能切断泄漏源
15919,928-65-4,防止流入下水道、排洪沟等限制性空间
15920,928-65-4,小量泄漏：用砂土吸收
15921,928-65-4,大量泄漏：构筑围堤或挖坑收容
15922,928-65-4,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
15923,929-06-6,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
15924,929-06-6,切断火源
15925,929-06-6,建议应急处理人员戴自给式呼吸器，穿防碱服
15926,929-06-6,不要直接接触泄漏物
15927,929-06-6,尽可能切断泄漏源
15928,929-06-6,防止流入下水道、排洪沟等限制性空间
15929,929-06-6,小量泄漏：用砂土吸收
15930,929-06-6,大量泄漏：构筑围堤或挖坑收容
15931,929-06-6,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
15932,93-58-3,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
15933,93-58-3,建议应急处理人员戴正压自给式呼吸器，穿防毒服，戴防化学品手套
15934,93-58-3,穿上适当的防护服前严禁接触破裂的容器和泄漏物
15935,93-58-3,尽可能切断泄漏源
15936,93-58-3,防止泄漏物进入水体、下水道、地下室或限制性空间
15937,93-58-3,小量泄漏：用干燥的砂土或其他不燃材料吸收或覆盖，收集于容器中
15938,93-58-3,大量泄漏：构筑围堤或挖坑收容
15939,93-58-3,用泵转移至槽车或专用收集器内
15940,93-59-4,隔离泄漏污染区，限制出入
15941,93-59-4,切断火源
15942,93-59-4,建议应急处理人员戴防尘面具（全面罩），穿防毒服
15943,93-59-4,用惰性、潮湿的不燃材料混合吸收
15944,93-59-4,若大量泄漏，与有关技术部门联系，确定清除方法
15945,93-70-9,隔离泄漏污染区，周围设警告标志；建议应急处理人员戴防尘口罩、护目镜，穿工作服；避免扬尘，小心扫起，收集运至废物处理场所；也可以用大量水冲洗，经稀释的污水排入废水系统；对污染地带进行通风；如大量泄漏，收集回收或无害处理后废弃
15946,93-72-1,隔离泄漏污染区，限制出入
15947,93-72-1,切断火源
15948,93-72-1,建议应急处理人员戴防尘口罩，穿一般作业工作服
15949,93-72-1,不要直接接触泄漏物
15950,93-72-1,小量泄漏：避免扬尘，小心扫起，置于袋中转移至安全场所
15951,93-72-1,大量泄漏：收集回收或运至废物处理场所处置
15952,93-76-5,隔离泄漏污染区，限制出入
15953,93-76-5,切断火源
15954,93-76-5,建议应急处理人员戴防尘口罩，穿防毒服
15955,93-76-5,不要直接接触泄漏物
15956,93-76-5,小量泄漏：避免扬尘，小心扫起，置于袋中转移至安全场所
15957,93-76-5,大量泄漏：收集回收或运至废物处理场所处置
15958,930-28-9,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
15959,930-28-9,切断火源
15960,930-28-9,建议应急处理人员戴自给正压式呼吸器，穿防静电工作服
15961,930-28-9,尽可能切断泄漏源
15962,930-28-9,防止流入下水道、排洪沟等限制性空间
15963,930-28-9,小量泄漏：用活性炭或其它惰性材料吸收
15964,930-28-9,也可以用不燃性分散剂制成的乳液刷洗，洗液稀释后放入废水系统
15965,930-28-9,大量泄漏：构筑围堤或挖坑收容
15966,930-28-9,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
15967,930-68-7,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
15968,930-68-7,切断火源
15969,930-68-7,建议应急处理人员戴自给正压式呼吸器，穿防毒服
15970,930-68-7,尽可能切断泄漏源
15971,930-68-7,防止流入下水道、排洪沟等限制性空间
15972,930-68-7,小量泄漏：用砂土、蛭石或其它惰性材料吸收
15973,930-68-7,也可以用大量水冲洗，洗水稀释后放入废水系统
15974,930-68-7,大量泄漏：构筑围堤或挖坑收容
15975,930-68-7,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
15976,931-87-3,消除所有点火源
15977,931-87-3,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
15978,931-87-3,建议应急处理人员戴正压自给式呼吸器，穿防静电服，戴橡胶耐油手套
15979,931-87-3,作业时使用的所有设备应接地
15980,931-87-3,禁止接触或跨越泄漏物
15981,931-87-3,尽可能切断泄漏源
15982,931-87-3,防止泄漏物进入水体、下水道、地下室或限制性空间
15983,931-87-3,小量泄漏：用砂土或其他不燃材料吸收
15984,931-87-3,使用洁净的无火花工具收集吸收材料
15985,931-87-3,大量泄漏：构筑围堤或挖坑收容
15986,931-87-3,用泡沫覆盖，减少蒸发
15987,931-87-3,喷水雾能减少蒸发，但不能降低泄漏物在限制性空间内的易燃性
15988,931-87-3,用防爆泵转移至槽车或专用收集器内
15989,94-17-7,隔离泄漏污染区，限制出入
15990,94-17-7,消除所有点火源
15991,94-17-7,建议应急处理人员戴防尘口罩，穿一般作业工作服，戴橡胶手套
15992,94-17-7,勿使泄漏物与可燃物质(如木材、纸、油等)接触
15993,94-17-7,用雾状水保持泄漏物湿润
15994,94-17-7,尽可能切断泄漏源
15995,94-17-7,小量泄漏：用惰性、湿润的不燃材料吸收泄漏物，用洁净的非火花工具收集于一盖子较松的塑料容器中，待处理
15996,94-17-7,大量泄漏：用水润湿，并筑堤收容
15997,94-17-7,防止泄漏物进入水体、下水道、地下室或限制性空间
15998,94-17-7,在专家指导下清除
15999,94-36-0,隔离泄漏污染区，限制出入
16000,94-36-0,消除所有点火源
16001,94-36-0,建议应急处理人员戴防尘口罩，穿一般作业工作服，戴橡胶手套
16002,94-36-0,勿使泄漏物与可燃物质(如木材、纸、油等)接触
16003,94-36-0,用雾状水保持泄漏物湿润
16004,94-36-0,尽可能切断泄漏源
16005,94-36-0,小量泄漏：用惰性、湿润的不燃材料吸收泄漏物，用洁净的非火花工具收集于一盖子较松的塑料容器中，待处理
16006,94-36-0,大量泄漏：用水润湿，并筑堤收容
16007,94-36-0,防止泄漏物进入水体、下水道、地下室或限制性空间
16008,94-36-0,在专家指导下清除
16009,95-03-4,隔离泄漏污染区，限制出入
16010,95-03-4,切断火源
16011,95-03-4,建议应急处理人员戴防尘口罩，穿防毒服
16012,95-03-4,不要直接接触泄漏物
16013,95-03-4,小量泄漏：避免扬尘，小心扫起，置于袋中转移至安全场所
16014,95-03-4,大量泄漏：收集回收或运至废物处理场所处置
16015,95-06-7,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
16016,95-06-7,切断火源
16017,95-06-7,建议应急处理人员戴自给式呼吸器，穿防毒服
16018,95-06-7,不要直接接触泄漏物
16019,95-06-7,尽可能切断泄漏源
16020,95-06-7,防止流入下水道、排洪沟等限制性空间
16021,95-06-7,小量泄漏：用砂土吸收
16022,95-06-7,大量泄漏：构筑围堤或挖坑收容
16023,95-06-7,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
16024,95-46-5,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
16025,95-46-5,消除所有点火源
16026,95-46-5,建议应急处理人员戴正压自给式呼吸器，穿防毒服，戴橡胶耐油手套
16027,95-46-5,穿上适当的防护服前严禁接触破裂的容器和泄漏物
16028,95-46-5,尽可能切断泄漏源
16029,95-46-5,防止泄漏物进入水体、下水道、地下室或限制性空间
16030,95-46-5,小量泄漏：用干燥的砂土或其他不燃材料吸收或覆盖，收集于容器中
16031,95-46-5,大量泄漏：构筑围堤或挖坑收容
16032,95-46-5,用泵转移至槽车或专用收集器内
16033,95-47-6,消除所有点火源
16034,95-47-6,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
16035,95-47-6,建议应急处理人员戴正压自给式呼吸器，穿防静电服，戴橡胶耐油手套
16036,95-47-6,作业时使用的所有设备应接地
16037,95-47-6,禁止接触或跨越泄漏物
16038,95-47-6,尽可能切断泄漏源
16039,95-47-6,防止泄漏物进入水体、下水道、地下室或限制性空间
16040,95-47-6,小量泄漏：用砂土或其他不燃材料吸收
16041,95-47-6,使用洁净的无火花工具收集吸收材料
16042,95-47-6,大量泄漏：构筑围堤或挖坑收容
16043,95-47-6,用泡沫覆盖，减少蒸发
